sec,EEG,alpha,beta,delta,theta
25.73,1.06812,0.0802862,0.582235,-0.696089,0.992885
25.735,0.842285,0.0439801,0.483998,-0.755129,1.12341
25.74,0.714111,0.00170303,0.152392,-0.816528,1.22764
25.745,0.561523,-0.0435615,-0.187964,-0.880731,1.30087
25.75,0.22583,-0.0887366,-0.352218,-0.948168,1.33943
25.755,0.152588,-0.130557,-0.287058,-1.01927,1.34075
25.76,0.256348,-0.16543,-0.070771,-1.09444,1.30322
25.765,0.598145,-0.1895,0.157865,-1.17409,1.22635
25.77,0.457764,-0.19907,0.285524,-1.2586,1.11095
25.775,0.0671387,-0.190919,0.272895,-1.34832,0.959081
25.78,-0.378418,-0.162593,0.150607,-1.44359,0.774097
25.785,-0.769043,-0.11303,-0.0157166,-1.54469,0.5605
25.79,-1.10474,-0.0432747,-0.160225,-1.65189,0.323728
25.795,-1.64185,0.043026,-0.234419,-1.7654,0.0700529
25.8,-2.37427,0.139606,-0.212153,-1.88542,-0.19361
25.805,-2.6062,0.237752,-0.094634,-2.01209,-0.45981
25.81,-2.83203,0.326933,0.0803767,-2.14554,-0.720713
25.815,-3.07007,0.395825,0.237168,-2.28585,-0.968596
25.82,-3.33862,0.433589,0.287075,-2.43307,-1.19604
25.825,-3.95508,0.431244,0.175928,-2.58721,-1.39611
25.83,-4.74243,0.383303,-0.0695632,-2.74822,-1.56246
25.835,-5.41992,0.288981,-0.333718,-2.916,-1.68955
25.84,-5.87158,0.152906,-0.46096,-3.09042,-1.77294
25.845,-6.16455,-0.0148125,-0.343942,-3.27132,-1.8095
25.85,-6.20728,-0.199131,0.000586132,-3.45851,-1.79748
25.855,-6.09131,-0.381432,0.420477,-3.65177,-1.73656
25.86,-5.66406,-0.541451,0.697685,-3.85082,-1.62769
25.865,-6.06079,-0.659528,0.666629,-4.05536,-1.4733
25.87,-7.01904,-0.719215,0.31412,-4.26506,-1.27717
25.875,-7.00684,-0.709488,-0.202411,-4.47958,-1.04426
25.88,-6.65894,-0.626399,-0.633963,-4.69854,-0.780701
25.885,-6.68945,-0.473996,-0.773401,-4.92152,-0.493461
25.89,-6.39038,-0.264474,-0.566589,-5.1481,-0.190182
25.895,-5.23071,-0.0172825,-0.136922,-5.37784,0.120992
25.9,-4.65698,0.24295,0.290265,-5.61029,0.431434
25.905,-3.70483,0.489086,0.516538,-5.84497,0.732432
25.91,-3.06396,0.694458,0.475158,-6.08141,1.01557
25.915,-3.16162,0.836016,0.252251,-6.31912,1.27297
25.92,-3.48511,0.897076,0.0154201,-6.55763,1.49745
25.925,-3.87573,0.869359,-0.098309,-6.79647,1.6827
25.93,-4.08936,0.754187,-0.0632402,-7.03514,1.82337
25.935,-4.1748,0.562454,0.0331586,-7.27318,1.91538
25.94,-4.52881,0.31353,0.0648542,-7.51013,1.95608
25.945,-5.16968,0.0331976,-0.0352616,-7.74554,1.94429
25.95,-6.45142,-0.249195,-0.22227,-7.97897,1.8804
25.955,-7.48291,-0.504244,-0.365786,-8.21001,1.76623
25.96,-7.83081,-0.705835,-0.337911,-8.43824,1.6051
25.965,-8.07495,-0.834013,-0.105292,-8.66328,1.40161
25.97,-8.30688,-0.877226,0.23681,-8.88478,1.16155
25.975,-8.34351,-0.833346,0.511309,-9.10238,0.891763
25.98,-8.86841,-0.709566,0.55958,-9.31577,0.600032
25.985,-9.58862,-0.521596,0.335724,-9.52468,0.294747
25.99,-10.2112,-0.291524,-0.0598926,-9.72884,-0.0153569
25.995,-10.6079,-0.0451005,-0.43022,-9.92803,-0.321352
26,-10.7727,0.191325,-0.585928,-10.1221,-0.614438
26.005,-10.9924,0.393766,-0.446044,-10.3107,-0.886172
26.01,-11.2671,0.543191,-0.0815416,-10.4939,-1.1287
26.015,-11.0474,0.627457,0.321562,-10.6713,-1.33511
26.02,-10.9985,0.642541,0.559571,-10.8431,-1.49968
26.025,-11.4441,0.592339,0.515225,-11.0089,-1.61798
26.03,-12.2986,0.48768,0.216097,-11.1689,-1.68697
26.035,-12.8967,0.344603,-0.182509,-11.3229,-1.70507
26.04,-13.2324,0.182193,-0.479233,-11.4709,-1.6723
26.045,-13.6719,0.0202434,-0.530274,-11.613,-1.59025
26.05,-14.1541,-0.123167,-0.32027,-11.7491,-1.46203
26.055,-14.0747,-0.233668,0.0358471,-11.8792,-1.29211
26.06,-13.1836,-0.302044,0.358687,-12.0035,-1.08628
26.065,-12.7197,-0.325079,0.499336,-12.1218,-0.851419
26.07,-13.2629,-0.305647,0.41008,-12.2343,-0.595252
26.075,-13.5742,-0.251716,0.155166,-12.3411,-0.326176
26.08,-13.7756,-0.175007,-0.135349,-12.4421,-0.0529947
26.085,-13.8306,-0.0892835,-0.338562,-12.5374,0.21542
26.09,-13.4888,-0.00846591,-0.392705,-12.6271,0.470482
26.095,-12.9272,0.0551239,-0.305439,-12.7113,0.704071
26.1,-12.9517,0.0924919,-0.126285,-12.79,0.90889
26.105,-12.915,0.0991195,0.0890605,-12.8632,1.07868
26.11,-12.7319,0.0753603,0.294826,-12.9309,1.2084
26.115,-12.2803,0.0261968,0.446683,-12.9931,1.29439
26.12,-11.8347,-0.0394191,0.489276,-13.0498,1.33434
26.125,-11.8469,-0.109832,0.367467,-13.1011,1.32754
26.13,-12.2375,-0.172333,0.0660074,-13.147,1.27502
26.135,-12.9456,-0.214884,-0.348183,-13.1873,1.17947
26.14,-13.385,-0.227834,-0.721046,-13.222,1.045
26.145,-12.9822,-0.20535,-0.865692,-13.2511,0.876964
26.15,-12.5549,-0.14636,-0.656948,-13.2744,0.681828
26.155,-12.085,-0.0549424,-0.117086,-13.2918,0.467007
26.16,-11.8103,0.0600719,0.564279,-13.3033,0.240604
26.165,-11.5173,0.185892,1.10028,-13.3088,0.0111031
26.17,-11.1755,0.307196,1.2392,-13.308,-0.212919
26.175,-11.4441,0.407785,0.88772,-13.3008,-0.423108
26.18,-11.9629,0.472873,0.164625,-13.2872,-0.611716
26.185,-13.1531,0.491084,-0.647775,-13.2669,-0.771945
26.19,-14.5203,0.455962,-1.2288,-13.2397,-0.898038
26.195,-14.5081,0.367095,-1.35661,-13.2055,-0.985499
26.2,-13.8916,0.230521,-0.993697,-13.1641,-1.03125
26.205,-13.1897,0.0584389,-0.289997,-13.1153,-1.03388
26.21,-12.7869,-0.131929,0.488023,-13.059,-0.993657
26.215,-12.4939,-0.320283,1.06413,-12.995,-0.912412
26.22,-12.4268,-0.485413,1.25041,-12.9232,-0.793473
26.225,-12.5488,-0.607793,1.00573,-12.8433,-0.641586
26.23,-12.7747,-0.671975,0.441706,-12.7553,-0.462781
26.235,-13.4094,-0.668448,-0.221171,-12.659,-0.264147
26.24,-13.7878,-0.595159,-0.734733,-12.5544,-0.0536119
26.245,-13.4033,-0.457987,-0.9165,-12.4415,0.160482
26.25,-13.1409,-0.270258,-0.722764,-12.3201,0.369642
26.255,-12.0544,-0.0514173,-0.271426,-12.1903,0.565539
26.26,-10.6873,0.17498,0.205145,-12.0521,0.740384
26.265,-10.0464,0.383987,0.468176,-11.9056,0.887171
26.27,-9.77173,0.552264,0.395545,-11.7509,0.999977
26.275,-9.53979,0.660878,0.0552422,-11.5881,1.0742
26.28,-9.729,0.69778,-0.319957,-11.4173,1.10666
26.285,-9.81445,0.659315,-0.457653,-11.2389,1.09585
26.29,-9.47876,0.550403,-0.208571,-11.053,1.0419
26.295,-8.94775,0.384134,0.344821,-10.86,0.946647
26.3,-8.60596,0.18033,0.907764,-10.6602,0.813507
26.305,-9.03931,-0.036839,1.12505,-10.454,0.647396
26.31,-9.91211,-0.241748,0.788928,-10.2419,0.45454
26.315,-10.8276,-0.410649,-0.0190169,-10.0243,0.242242
26.32,-11.7981,-0.524702,-0.944155,-9.80176,0.0185512
26.325,-12.6892,-0.572277,-1.53616,-9.57477,-0.208061
26.33,-12.9211,-0.550311,-1.49071,-9.34396,-0.428936
26.335,-12.1948,-0.464433,-0.814752,-9.10997,-0.635575
26.34,-11.2061,-0.32811,0.180297,-8.87348,-0.820034
26.345,-10.0098,-0.160813,1.04953,-8.63519,-0.975197
26.35,-8.98438,0.0145021,1.44731,-8.39585,-1.09508
26.355,-9.00269,0.174487,1.28326,-8.15621,-1.17506
26.36,-9.38721,0.298582,0.723423,-7.91706,-1.21205
26.365,-9.79614,0.371766,0.0574932,-7.67921,-1.20462
26.37,-10.2051,0.386353,-0.467976,-7.44348,-1.15305
26.375,-10.26,0.342804,-0.748198,-7.21071,-1.05918
26.38,-9.58862,0.249634,-0.805409,-6.98174,-0.926552
26.385,-8.8501,0.122155,-0.704851,-6.75742,-0.760178
26.39,-8.74634,-0.0195728,-0.485119,-6.5386,-0.56633
26.395,-8.23975,-0.153699,-0.157047,-6.32614,-0.352325
26.4,-7.18384,-0.259587,0.24276,-6.12088,-0.126281
26.405,-6.00586,-0.320766,0.610054,-5.92363,0.103255
26.41,-4.99268,-0.327411,0.796765,-5.7352,0.32768
26.415,-4.18701,-0.277598,0.69743,-5.55637,0.538718
26.42,-4.03442,-0.177605,0.335523,-5.38789,0.728629
26.425,-4.18701,-0.0413296,-0.125604,-5.23048,0.890499
26.43,-4.01001,0.111517,-0.467594,-5.08483,1.01858
26.435,-3.10669,0.258147,-0.545634,-4.95158,1.10841
26.44,-2.49023,0.375906,-0.370519,-4.83134,1.15712
26.445,-2.34375,0.445473,-0.0866734,-4.72465,1.16348
26.45,-2.19116,0.453609,0.134734,-4.63203,1.12797
26.455,-1.81274,0.395176,0.207641,-4.5539,1.05268
26.46,-2.03247,0.274117,0.16568,-4.49067,0.94109
26.465,-2.53906,0.103345,0.103476,-4.44265,0.798
26.47,-3.05786,-0.0966509,0.0835762,-4.41008,0.62936
26.475,-3.51563,-0.300338,0.0863551,-4.39316,0.442122
26.48,-3.35693,-0.480296,0.0449047,-4.39201,0.243976
26.485,-3.52173,-0.610778,-0.0710777,-4.4067,0.0429392
26.49,-4.23584,-0.67127,-0.201482,-4.4372,-0.153041
26.495,-5.00488,-0.649638,-0.228675,-4.48344,-0.336402
26.5,-5.01099,-0.543901,-0.0778312,-4.54525,-0.500316
26.505,-4.35791,-0.363004,0.198189,-4.62241,-0.638849
26.51,-3.90015,-0.126069,0.4281,-4.71463,-0.747051
26.515,-4.1626,0.139545,0.43312,-4.82154,-0.821317
26.52,-4.62036,0.4017,0.165364,-4.94273,-0.859475
26.525,-5.13916,0.62719,-0.237582,-5.07769,-0.860922
26.53,-5.48096,0.786035,-0.530204,-5.22587,-0.826633
26.535,-5.3772,0.855505,-0.523687,-5.38664,-0.758927
26.54,-5.2002,0.823199,-0.21942,-5.55934,-0.661409
26.545,-4.98047,0.688982,0.189757,-5.74322,-0.538909
26.55,-4.98657,0.46549,0.454254,-5.93752,-0.397212
26.555,-5.45044,0.176927,0.438559,-6.14142,-0.242862
26.56,-6.17065,-0.143448,0.204502,-6.35406,-0.0827851
26.565,-6.7688,-0.457234,-0.0525125,-6.57452,0.0759717
26.57,-7.15332,-0.725566,-0.159527,-6.80188,0.2265
26.575,-7.32422,-0.914098,-0.0918523,-7.03517,0.362389
26.58,-7.73315,-0.997465,0.0263298,-7.2734,0.477946
26.585,-8.36792,-0.962657,0.0421495,-7.51558,0.568435
26.59,-8.66089,-0.811027,-0.08631,-7.76069,0.630288
26.595,-8.47168,-0.558537,-0.246299,-8.00769,0.661276
26.6,-8.49609,-0.233929,-0.261077,-8.25557,0.660545
26.605,-8.94165,0.124478,-0.0444618,-8.5033,0.628625
26.61,-9.31396,0.47336,0.306235,-8.74989,0.567356
26.615,-8.77686,0.769815,0.558874,-8.99434,0.479784
26.62,-8.23364,0.976864,0.508692,-9.23568,0.370023
26.625,-8.74634,1.06813,0.135056,-9.47297,0.243103
26.63,-10.4675,1.03128,-0.366206,-9.70531,0.104866
26.635,-11.7676,0.869753,-0.702329,-9.93182,-0.0383886
26.64,-12.0605,0.602529,-0.672434,-10.1517,-0.18022
26.645,-11.8896,0.261856,-0.293211,-10.3641,-0.314346
26.65,-11.7676,-0.110818,0.221282,-10.5682,-0.434831
26.655,-12.0972,-0.47,0.603613,-10.7635,-0.536354
26.66,-12.793,-0.771836,0.695096,-10.9493,-0.614434
26.665,-13.8184,-0.979635,0.515636,-11.125,-0.665601
26.67,-14.5142,-1.06858,0.210993,-11.29,-0.687465
26.675,-14.4348,-1.02897,-0.0654411,-11.444,-0.678923
26.68,-13.8672,-0.867356,-0.244476,-11.5866,-0.640233
26.685,-13.6047,-0.605188,-0.346936,-11.7173,-0.572948
26.69,-13.6292,-0.276111,-0.418902,-11.8359,-0.479836
26.695,-13.5193,0.0783313,-0.464119,-11.9423,-0.364682
26.7,-12.8906,0.414233,-0.430765,-12.0363,-0.232166
26.705,-11.5601,0.690863,-0.260098,-12.1179,-0.0877977
26.71,-10.4492,0.875815,0.0482962,-12.187,0.062447
26.715,-9.92432,0.949038,0.408895,-12.2437,0.212422
26.72,-9.65576,0.905244,0.684189,-12.2883,0.35595
26.725,-9.68018,0.754003,0.757699,-12.3208,0.48719
26.73,-10.1257,0.518177,0.596334,-12.3415,0.600802
26.735,-10.4309,0.230445,0.262869,-12.3508,0.692222
26.74,-10.8154,-0.0711712,-0.120845,-12.3491,0.757745
26.745,-11.4136,-0.34833,-0.43233,-12.3367,0.794653
26.75,-12.0361,-0.567473,-0.595386,-12.3141,0.801419
26.755,-12.262,-0.704025,-0.596761,-12.2818,0.777754
26.76,-11.9751,-0.745424,-0.475295,-12.2405,0.724532
26.765,-11.5662,-0.692314,-0.292546,-12.1907,0.643812
26.77,-11.6089,-0.557694,-0.100795,-12.133,0.538736
26.775,-11.1572,-0.364497,0.0785936,-12.068,0.41346
26.78,-10.3882,-0.141933,0.255092,-11.9966,0.272924
26.785,-9.70459,0.0786676,0.443782,-11.9193,0.122636
26.79,-9.74731,0.268259,0.62607,-11.8369,-0.03156
26.795,-9.98535,0.403949,0.727706,-11.75,-0.183619
26.8,-10.199,0.471802,0.642825,-11.6596,-0.327616
26.805,-10.3882,0.468461,0.304478,-11.5661,-0.458012
26.81,-10.791,0.400739,-0.237961,-11.4704,-0.569799
26.815,-11.4441,0.283879,-0.796188,-11.3732,-0.658776
26.82,-12.4084,0.138979,-1.11282,-11.2752,-0.721745
26.825,-12.7258,-0.0104175,-1.0008,-11.1769,-0.756472
26.83,-12.2192,-0.141866,-0.469425,-11.0791,-0.761805
26.835,-11.1877,-0.237232,0.250894,-10.9824,-0.737687
26.84,-10.3271,-0.285099,0.819796,-10.8874,-0.685199
26.845,-10.0525,-0.282149,0.974569,-10.7946,-0.606553
26.85,-10.0342,-0.233164,0.679736,-10.7046,-0.50496
26.855,-10.2966,-0.149701,0.140479,-10.6178,-0.384503
26.86,-10.8887,-0.0480007,-0.328306,-10.5347,-0.249991
26.865,-11.1511,0.0537468,-0.493609,-10.4556,-0.106793
26.87,-10.5408,0.138477,-0.330169,-10.381,0.0394017
26.875,-9.69849,0.192711,-0.00707053,-10.311,0.182934
26.88,-9.38721,0.208602,0.243503,-10.246,0.318392
26.885,-9.68018,0.185,0.27913,-10.1862,0.440679
26.89,-10.6201,0.127125,0.120108,-10.1316,0.545219
26.895,-11.2427,0.045579,-0.0950854,-10.0824,0.62812
26.9,-10.8398,-0.0454549,-0.223371,-10.0386,0.686267
26.905,-10.2783,-0.130641,-0.212953,-10.0001,0.717481
26.91,-10.2173,-0.196021,-0.115739,-9.96693,0.720639
26.915,-10.4797,-0.231107,-0.0244154,-9.93886,0.695729
26.92,-11.1328,-0.230334,0.00646944,-9.91575,0.64393
26.925,-11.4014,-0.193856,-0.00475394,-9.89738,0.56738
26.93,-10.6567,-0.127545,0.00440834,-9.88345,0.469113
26.935,-9.91211,-0.0418462,0.0807439,-9.87365,0.352932
26.94,-9.70459,0.0500012,0.213341,-9.86763,0.223224
26.945,-10.4492,0.134049,0.338078,-9.86499,0.0848741
26.95,-11.3525,0.197577,0.379288,-9.86529,-0.0568033
26.955,-11.2976,0.231007,0.293956,-9.86806,-0.196417
26.96,-10.7727,0.229393,0.0909356,-9.87279,-0.328628
26.965,-10.6995,0.19301,-0.17699,-9.87897,-0.448375
26.97,-11.3831,0.127409,-0.433658,-9.88607,-0.551114
26.975,-12.2925,0.0426082,-0.599485,-9.89353,-0.632908
26.98,-12.3962,-0.0486016,-0.607168,-9.90079,-0.690584
26.985,-11.7493,-0.132625,-0.422161,-9.90728,-0.72193
26.99,-10.8704,-0.197119,-0.0681871,-9.91239,-0.72567
26.995,-10.1624,-0.232782,0.360098,-9.91554,-0.701551
27,-9.82056,-0.234563,0.716311,-9.91614,-0.650291
27.005,-9.7168,-0.202158,0.85806,-9.9136,-0.573534
27.01,-9.98535,-0.140004,0.716287,-9.90737,-0.473827
27.015,-10.0159,-0.0568157,0.337385,-9.89687,-0.354479
27.02,-9.50317,0.0356521,-0.13232,-9.88159,-0.219564
27.025,-9.60083,0.124211,-0.516447,-9.861,-0.0739039
27.03,-10.2234,0.196112,-0.692823,-9.83464,0.0773434
27.035,-10.2844,0.240849,-0.643092,-9.80206,0.228869
27.04,-9.3811,0.251619,-0.441937,-9.76286,0.375264
27.045,-8.61206,0.226128,-0.197524,-9.71667,0.511209
27.05,-8.31299,0.166883,0.0155134,-9.66315,0.631894
27.055,-8.12988,0.0809047,0.185323,-9.60203,0.732935
27.06,-7.93457,-0.0209826,0.340732,-9.53308,0.810633
27.065,-7.62329,-0.125477,0.49795,-9.45612,0.862132
27.07,-7.20825,-0.218582,0.620633,-9.37102,0.885433
27.075,-7.15942,-0.28741,0.625312,-9.27771,0.879462
27.08,-7.45239,-0.321681,0.433922,-9.17617,0.844153
27.085,-7.69653,-0.315229,0.0396822,-9.06644,0.780422
27.09,-8.21533,-0.26683,-0.456729,-8.94864,0.69018
27.095,-8.36182,-0.180493,-0.871636,-8.82292,0.576294
27.1,-8.52661,-0.0652815,-1.01718,-8.6895,0.44251
27.105,-8.34961,0.0658054,-0.795701,-8.54866,0.293188
27.11,-7.6355,0.19717,-0.259773,-8.40074,0.133221
27.115,-6.46362,0.312329,0.397846,-8.24612,-0.0321565
27.12,-6.0791,0.395762,0.922788,-8.08528,-0.197489
27.125,-5.87769,0.434998,1.11056,-7.91872,-0.357339
27.13,-6.14014,0.422395,0.894673,-7.74699,-0.506348
27.135,-6.73828,0.356185,0.369991,-7.57072,-0.639512
27.14,-7.19604,0.240913,-0.254502,-7.39055,-0.752374
27.145,-7.82471,0.0873093,-0.746289,-7.20718,-0.841206
27.15,-8.38013,-0.0886122,-0.938893,-7.02133,-0.903097
27.155,-8.46558,-0.267121,-0.785217,-6.83379,-0.935989
27.16,-8.26416,-0.426738,-0.361622,-6.64536,-0.938783
27.165,-7.55005,-0.54685,0.168977,-6.45687,-0.911453
27.17,-7.08008,-0.610225,0.615031,-6.26916,-0.854916
27.175,-6.85425,-0.605255,0.819027,-6.08314,-0.770978
27.18,-6.74438,-0.527686,0.709414,-5.8997,-0.662347
27.185,-6.90308,-0.381765,0.329619,-5.71975,-0.532552
27.19,-6.98853,-0.180223,-0.169096,-5.54421,-0.385775
27.195,-6.7688,0.0567317,-0.579986,-5.37398,-0.22667
27.2,-6.30493,0.303537,-0.726274,-5.20999,-0.0603189
27.205,-5.61523,0.531793,-0.544856,-5.05313,0.107947
27.21,-5.0415,0.713294,-0.125023,-4.90431,0.272726
27.215,-4.35181,0.823532,0.328885,-4.76438,0.428866
27.22,-3.60718,0.845007,0.599494,-4.63418,0.571637
27.225,-3.35083,0.769749,0.570898,-4.51451,0.696723
27.23,-3.74756,0.600667,0.28935,-4.40614,0.800453
27.235,-4.04663,0.35173,-0.0689121,-4.30984,0.879849
27.24,-4.36401,0.0471452,-0.305733,-4.22631,0.932723
27.245,-4.8645,-0.280962,-0.317575,-4.15619,0.957793
27.25,-4.94385,-0.596094,-0.149567,-4.1001,0.954764
27.255,-4.69971,-0.861597,0.0467922,-4.05855,0.924183
27.26,-4.3457,-1.04493,0.121029,-4.03202,0.867456
27.265,-4.55933,-1.12153,0.0258049,-4.02091,0.78677
27.27,-5.04761,-1.07805,-0.152657,-4.02556,0.685058
27.275,-5.37109,-0.914295,-0.255152,-4.04623,0.565943
27.28,-5.16357,-0.643856,-0.159451,-4.0831,0.433549
27.285,-4.24805,-0.292888,0.130903,-4.13625,0.292263
27.29,-3.43018,0.102346,0.475186,-4.20571,0.146554
27.295,-3.41187,0.499376,0.670993,-4.29143,0.000897348
27.3,-3.62549,0.854409,0.570002,-4.39327,-0.140311
27.305,-4.23584,1.12743,0.168961,-4.51101,-0.273012
27.31,-4.91333,1.28671,-0.376109,-4.64436,-0.393483
27.315,-5.16357,1.31251,-0.820715,-4.79292,-0.498481
27.32,-5.33447,1.19948,-0.951225,-4.95624,-0.585392
27.325,-5.56641,0.957624,-0.690903,-5.13379,-0.652175
27.33,-5.94482,0.611409,-0.137655,-5.32493,-0.697452
27.335,-6.17676,0.197056,0.48279,-5.529,-0.720612
27.34,-6.40259,-0.241515,0.922215,-5.74521,-0.721792
27.345,-6.33545,-0.657713,1.02001,-5.97272,-0.701922
27.35,-6.61011,-1.00739,0.763767,-6.21062,-0.662475
27.355,-7.61108,-1.25374,0.276657,-6.45794,-0.605442
27.36,-8.77686,-1.37132,-0.251862,-6.71367,-0.533131
27.365,-9.70459,-1.34885,-0.650452,-6.97671,-0.448178
27.37,-9.63135,-1.1904,-0.821897,-7.24593,-0.353494
27.375,-8.70361,-0.914694,-0.754438,-7.52019,-0.252209
27.38,-7.53174,-0.55272,-0.498094,-7.79828,-0.147476
27.385,-7.10449,-0.143961,-0.133521,-8.07898,-0.042303
27.39,-7.07397,0.268224,0.248299,-8.36103,0.0604579
27.395,-6.73218,0.641243,0.554797,-8.64316,0.158105
27.4,-6.14014,0.938057,0.706395,-8.9241,0.248213
27.405,-5.3894,1.13111,0.66137,-9.20256,0.3286
27.41,-5.50537,1.2051,0.439642,-9.47723,0.397519
27.415,-6.70166,1.15794,0.123745,-9.74685,0.453816
27.42,-7.85522,1.0004,-0.176949,-10.0101,0.496743
27.425,-8.83179,0.754278,-0.380418,-10.2658,0.525844
27.43,-9.27734,0.449416,-0.466832,-10.5127,0.5411
27.435,-9.58862,0.120074,-0.468207,-10.7497,0.54285
27.44,-10.144,-0.199049,-0.419205,-10.9756,0.53173
27.445,-11.0718,-0.476719,-0.314847,-11.1893,0.508535
27.45,-11.7859,-0.688277,-0.116965,-11.3898,0.474319
27.455,-11.8469,-0.817965,0.18875,-11.5761,0.430434
27.46,-11.6516,-0.859879,0.531556,-11.7475,0.378386
27.465,-11.7188,-0.817851,0.755718,-11.9029,0.319738
27.47,-12.0789,-0.70433,0.704733,-12.0419,0.256118
27.475,-12.4695,-0.538151,0.341779,-12.1636,0.189128
27.48,-12.8906,-0.341647,-0.18724,-12.2675,0.120278
27.485,-13.4094,-0.137989,-0.615122,-12.3532,0.05107
27.49,-13.6292,0.0514807,-0.714308,-12.4202,-0.0169507
27.495,-13.4583,0.209598,-0.451053,-12.4684,-0.0823123
27.5,-12.7502,0.324861,-0.0162852,-12.4975,-0.1436
27.505,-12.3535,0.392105,0.301741,-12.5075,-0.199351
27.51,-12.2803,0.412369,0.320347,-12.4984,-0.248229
27.515,-12.5122,0.391767,0.090289,-12.4703,-0.289095
27.52,-12.5732,0.340157,-0.150754,-12.4235,-0.320983
27.525,-12.6526,0.269484,-0.168494,-12.3583,-0.34308
27.53,-12.8235,0.192054,0.0768197,-12.2751,-0.354807
27.535,-12.4573,0.118801,0.389536,-12.1746,-0.355709
27.54,-11.7249,0.0580088,0.48784,-12.0572,-0.345491
27.545,-11.6699,0.0143332,0.233105,-11.9238,-0.324255
27.55,-12.2742,-0.0114224,-0.239985,-11.7752,-0.292463
27.555,-13.0554,-0.0217452,-0.604414,-11.6121,-0.250827
27.56,-13.0432,-0.021496,-0.580432,-11.4358,-0.200356
27.565,-12.439,-0.0168381,-0.156211,-11.2471,-0.142385
27.57,-11.4807,-0.0141915,0.381811,-11.0472,-0.0784431
27.575,-10.6445,-0.0191332,0.645288,-10.8373,-0.0103805
27.58,-10.7727,-0.0352151,0.427692,-10.6185,0.0596304
27.585,-11.5356,-0.0633578,-0.132574,-10.3923,0.129152
27.59,-12.3047,-0.10176,-0.635532,-10.1599,0.195782
27.595,-12.207,-0.146191,-0.698043,-9.92266,0.257157
27.6,-10.9863,-0.19069,-0.229804,-9.68197,0.310914
27.605,-9.47876,-0.228375,0.490908,-9.43921,0.354729
27.61,-8.6853,-0.252319,0.996565,-9.19581,0.386572
27.615,-8.81348,-0.256663,0.940669,-8.95317,0.404759
27.62,-9.375,-0.237552,0.326742,-8.71268,0.40803
27.625,-9.91821,-0.193782,-0.496329,-8.47573,0.395593
27.63,-9.7168,-0.127154,-1.06095,-8.24366,0.367181
27.635,-8.62427,-0.0425798,-1.0695,-8.01782,0.323275
27.64,-7.50122,0.052433,-0.557973,-7.79948,0.265019
27.645,-6.84204,0.148581,0.159031,-7.58989,0.194152
27.65,-6.39648,0.235788,0.703526,-7.39023,0.112912
27.655,-5.93872,0.304219,0.856283,-7.20162,0.0240001
27.66,-5.58472,0.345585,0.646892,-7.02513,-0.0693186
27.665,-5.32837,0.354371,0.27929,-6.86171,-0.163348
27.67,-5.32837,0.328552,-0.0312234,-6.71225,-0.254164
27.675,-5.84717,0.269874,-0.189199,-6.57755,-0.337672
27.68,-6.32935,0.183869,-0.239446,-6.45831,-0.409903
27.685,-6.47583,0.0794012,-0.283916,-6.35514,-0.46719
27.69,-6.44531,-0.0322763,-0.372124,-6.26854,-0.506293
27.695,-6.25,-0.138768,-0.44978,-6.19892,-0.524597
27.7,-6.26831,-0.228015,-0.400433,-6.14657,-0.520092
27.705,-6.31714,-0.2898,-0.146171,-6.11167,-0.491505
27.71,-6.12183,-0.317078,0.267169,-6.09428,-0.438507
27.715,-5.93262,-0.307023,0.666979,-6.09438,-0.361845
27.72,-5.71899,-0.261408,0.842314,-6.11183,-0.263279
27.725,-5.66406,-0.186616,0.672687,-6.14639,-0.145568
27.73,-5.7373,-0.093053,0.213856,-6.19768,-0.0123895
27.735,-6.27441,0.00621606,-0.319129,-6.26526,0.131759
27.74,-6.93359,0.0972754,-0.669051,-6.34858,0.281641
27.745,-6.92139,0.167038,-0.684639,-6.44699,0.43144
27.75,-6.45752,0.205228,-0.405834,-6.55975,0.575144
27.755,-5.84106,0.205893,-0.0304761,-6.68604,0.70672
27.76,-5.3894,0.168394,0.21805,-6.82493,0.82021
27.765,-5.40771,0.0977631,0.235229,-6.97545,0.909991
27.77,-5.93262,0.00424066,0.0950754,-7.13653,0.971224
27.775,-6.09741,-0.0979235,-0.0167409,-7.30705,1.00005
27.78,-5.99365,-0.192278,0.0487481,-7.48584,0.993721
27.785,-6.02417,-0.262532,0.282542,-7.6717,0.950608
27.79,-6.35986,-0.294806,0.512114,-7.86337,0.870398
27.795,-6.43921,-0.27992,0.522658,-8.05955,0.754229
27.8,-6.74438,-0.215062,0.220373,-8.25895,0.604721
27.805,-7.56836,-0.104586,-0.281339,-8.46024,0.425952
27.81,-8.98438,0.0399906,-0.717142,-8.6621,0.223331
27.815,-9.66187,0.201003,-0.83494,-8.86323,0.00343173
27.82,-9.34448,0.35675,-0.559492,-9.06232,-0.226335
27.825,-8.95996,0.484397,-0.04066,-9.2581,-0.457977
27.83,-9.00269,0.563057,0.444503,-9.44931,-0.683105
27.835,-9.64355,0.576696,0.664934,-9.63476,-0.893206
27.84,-10.3577,0.51685,0.565946,-9.81328,-1.08001
27.845,-11.1084,0.384375,0.274714,-9.98377,-1.23578
27.85,-11.9751,0.189836,-0.00955325,-10.1452,-1.35372
27.855,-12.6221,-0.0473206,-0.153071,-10.2965,-1.42821
27.86,-12.97,-0.300663,-0.155356,-10.4368,-1.45506
