Time,EEG,State
77.255,12.2009,0
77.26,10.6323,0
77.265,10.6567,0
77.27,12.8479,0
77.275,15.8264,0
77.28,16.272,0
77.285,14.1357,0
77.29,10.7544,0
77.295,10.1685,0
77.3,12.3169,0
77.305,15.2771,0
77.31,19.5313,0
77.315,18.2617,0
77.32,13.3179,0
77.325,12.0361,0
77.33,11.4624,0
77.335,9.91211,0
77.34,7.55005,0
77.345,5.04761,0
77.35,2.97852,0
77.355,3.8269,0
77.36,8.87451,0
77.365,13.6414,0
77.37,16.0645,0
77.375,16.272,0
77.38,16.4063,0
77.385,18.3838,0
77.39,17.5964,0
77.395,15.7959,0
77.4,12.8418,0
77.405,9.65576,0
77.41,7.84912,0
77.415,6.46973,0
77.42,6.74438,0
77.425,6.96411,0
77.43,7.33032,0
77.435,7.36084,0
77.44,6.79321,0
77.445,7.90405,0
77.45,12.2803,0
77.455,16.1316,0
77.46,16.5771,0
77.465,14.7461,0
77.47,11.2549,0
77.475,8.23975,0
77.48,7.6355,0
77.485,8.53271,0
77.49,10.8215,0
77.495,13.324,0
77.5,14.1235,0
77.505,12.8967,0
77.51,11.5601,0
77.515,12.9517,0
77.52,14.2822,0
77.525,13.7085,0
77.53,12.2681,0
77.535,11.0413,0
77.54,13.6169,0
77.545,18.6584,0
77.55,20.0684,0
77.555,16.7786,0
77.56,10.8521,0
77.565,4.01611,0
77.57,0.12207,0
77.575,-3.83301,0
77.58,-4.53491,0
77.585,-3.34473,0
77.59,-0.415039,0
77.595,3.83911,0
77.6,5.13306,0
77.605,4.56543,0
77.61,3.45459,0
77.615,3.80859,0
77.62,3.93066,0
77.625,2.89917,0
77.63,1.2085,0
77.635,0.238037,0
77.64,0.311279,0
77.645,-0.134277,0
77.65,0.0488281,0
77.655,0.549316,0
77.66,0.946045,0
77.665,0.299072,0
77.67,-1.06812,0
77.675,-1.31836,0
77.68,-0.811768,0
77.685,0.720215,0
77.69,2.52075,0
77.695,2.94189,0
77.7,1.67847,0
77.705,0.78125,0
77.71,0.0427246,0
77.715,0.384521,0
77.72,1.92871,0
77.725,2.86865,0
77.73,3.57056,0
77.735,4.15039,0
77.74,4.94385,0
77.745,5.69458,0
77.75,5.11475,0
77.755,3.69263,0
77.76,2.50244,0
77.765,2.54517,0
77.77,3.02734,0
77.775,2.02026,0
77.78,0.90332,0
77.785,0.640869,0
77.79,1.77612,0
77.795,4.08936,0
77.8,5.28564,0
77.805,4.85229,0
77.81,4.08325,0
77.815,3.61938,0
77.82,4.02832,0
77.825,5.45044,0
77.83,5.85938,0
77.835,4.23584,0
77.84,-0.567627,0
77.845,-2.01416,0
77.85,1.28784,0
77.855,6.36597,0
77.86,10.8582,0
77.865,11.3892,0
77.87,9.90601,0
77.875,8.84399,0
77.88,10.3882,0
77.885,12.8967,0
77.89,11.7981,0
77.895,9.198,0
77.9,8.20313,0
77.905,8.07495,0
77.91,8.53271,0
77.915,9.375,0
77.92,9.56421,0
77.925,9.45435,0
77.93,9.92432,0
77.935,11.0291,0
77.94,12.2314,0
77.945,13.147,0
77.95,13.1592,0
77.955,11.2976,0
77.96,8.59985,0
77.965,5.7312,0
77.97,4.53491,0
77.975,6.89087,0
77.98,8.98438,0
77.985,8.1665,0
77.99,6.84814,0
77.995,6.47583,0
78,6.74438,0
78.005,8.1665,0
78.01,9.91821,0
78.015,12.4451,0
78.02,12.9639,0
78.025,13.0249,0
78.03,14.0625,0
78.035,15.1367,0
78.04,15.5823,0
78.045,18.0969,0
78.05,21.405,0
78.055,24.115,0
78.06,30.1331,0
78.065,33.2214,0
78.07,28.0029,0
78.075,22.6746,0
78.08,17.3645,0
78.085,13.8062,0
78.09,13.8306,0
78.095,14.3311,0
78.1,14.5691,0
78.105,14.5996,0
78.11,14.7217,0
78.115,13.3179,0
78.12,12.439,0
78.125,11.7065,0
78.13,10.5164,0
78.135,9.53369,0
78.14,9.84497,0
78.145,11.9202,0
78.15,13.2019,0
78.155,12.8235,0
78.16,12.9333,0
78.165,13.3484,0
78.17,13.5742,0
78.175,13.7146,0
78.18,12.3535,0
78.185,12.2498,0
78.19,13.4766,0
78.195,12.9272,0
78.2,10.8521,0
78.205,8.00781,0
78.21,6.04858,0
78.215,6.82373,0
78.22,8.25806,0
78.225,8.17871,0
78.23,6.53076,0
78.235,4.19922,0
78.24,1.62354,0
78.245,0.708008,0
78.25,2.38647,0
78.255,4.48608,0
78.26,4.99878,0
78.265,3.77197,0
78.27,3.15552,0
78.275,3.58276,0
78.28,5.3894,0
78.285,8.36792,0
78.29,9.96704,0
78.295,10.3577,0
78.3,10.4431,0
78.305,10.2722,0
78.31,10.4736,0
78.315,10.2905,0
78.32,10.0159,0
78.325,9.97314,0
78.33,8.55713,0
78.335,5.84106,0
78.34,4.63867,0
78.345,3.60718,0
78.35,3.58887,0
78.355,4.65698,0
78.36,3.97949,0
78.365,2.14844,0
78.37,0.720215,0
78.375,0.140381,0
78.38,0.408936,0
78.385,1.34277,0
78.39,4.06494,0
78.395,6.72607,0
78.4,2.30713,0
78.405,-3.05176,0
78.41,-7.4646,0
78.415,-9.09424,0
78.42,-9.05151,0
78.425,-12.0117,0
78.43,-15.5212,0
78.435,-17.6086,0
78.44,-12.2498,0
78.445,-6.84814,0
78.45,-5.43213,0
78.455,-7.58057,0
78.46,-9.10645,0
78.465,-8.91113,0
78.47,-8.05664,0
78.475,-7.55005,0
78.48,-7.20825,0
78.485,-8.61206,0
78.49,-8.20313,0
78.495,-3.05786,0
78.5,3.83301,0
78.505,10.5713,0
78.51,13.8672,0
78.515,15.5151,0
78.52,15.2283,0
78.525,18.3228,0
78.53,20.4163,0
78.535,16.2415,0
78.54,11.5601,0
78.545,10.3821,0
78.55,11.3464,0
78.555,12.7747,0
78.56,12.9089,0
78.565,10.8887,0
78.57,9.81445,0
78.575,11.4502,0
78.58,13.0676,0
78.585,13.6353,0
78.59,15.4114,0
78.595,15.0024,0
78.6,13.6536,0
78.605,13.1653,0
78.61,13.5803,0
78.615,15.4358,0
78.62,16.0156,0
78.625,13.5681,0
78.63,11.9568,0
78.635,13.1714,0
78.64,14.6057,0
78.645,14.5264,0
78.65,12.6465,0
78.655,8.5022,0
78.66,5.76782,0
78.665,4.52271,0
78.67,2.94189,0
78.675,2.83813,0
78.68,4.15039,0
78.685,5.12085,0
78.69,4.43726,0
78.695,3.02734,0
78.7,1.97144,0
78.705,1.48315,0
78.71,2.00195,0
78.715,3.4729,0
78.72,5.49316,0
78.725,6.70166,0
78.73,6.53076,0
78.735,4.47998,0
78.74,2.41089,0
78.745,2.01416,0
78.75,2.53296,0
78.755,3.44238,0
78.76,2.17285,0
78.765,1.66626,0
78.77,0.32959,0
78.775,-0.506592,0
78.78,-1.3916,0
78.785,-2.44141,0
78.79,-1.3855,0
78.795,1.77612,0
78.8,3.09448,0
78.805,3.96729,0
78.81,2.99683,0
78.815,-0.32959,0
78.82,-1.83716,0
78.825,-0.585938,0
78.83,-0.0610352,0
78.835,0.732422,0
78.84,0.817871,0
78.845,0.158691,0
78.85,0.67749,0
78.855,2.49634,0
78.86,3.1311,0
78.865,2.45361,0
78.87,2.9541,0
78.875,3.20435,0
78.88,3.77197,0
78.885,3.66211,0
78.89,3.43018,0
78.895,2.7832,0
78.9,3.02124,0
78.905,3.73535,0
78.91,3.59497,0
78.915,2.4231,0
78.92,2.36206,0
78.925,2.65503,0
78.93,2.74658,0
78.935,2.11792,0
78.94,2.31323,0
78.945,2.948,0
78.95,4.27856,0
78.955,5.92651,0
78.96,5.80444,0
78.965,3.02734,0
78.97,1.92871,0
78.975,2.78931,0
78.98,2.91138,0
78.985,3.85132,0
78.99,4.91943,0
78.995,4.71802,0
79,4.47388,0
79.005,4.62036,0
79.01,3.58276,0
79.015,4.32739,0
79.02,6.38428,0
79.025,6.33545,0
79.03,5.94482,0
79.035,4.47388,0
79.04,2.69775,0
79.045,1.70288,0
79.05,0.726318,0
79.055,0.88501,0
79.06,1.28784,0
79.065,1.79443,0
79.07,2.22778,0
79.075,2.35596,0
79.08,2.97241,0
79.085,2.48413,0
79.09,2.22778,0
79.095,2.02026,0
79.1,0.543213,0
79.105,-0.762939,0
79.11,-1.92261,0
79.115,-2.15454,0
79.12,-0.195313,0
79.125,4.08936,0
79.13,6.43921,0
79.135,7.43408,0
79.14,5.7373,0
79.145,3.41187,0
79.15,2.55737,0
79.155,2.18506,0
79.16,1.28784,0
79.165,1.0498,0
79.17,-0.592041,0
79.175,-3.46069,0
79.18,-3.75366,0
79.185,-3.35693,0
79.19,-4.47998,0
79.195,-5.5603,0
79.2,-3.96729,0
79.205,-0.524902,0
79.21,3.16162,0
79.215,3.8147,0
79.22,1.77612,0
79.225,-0.610352,0
79.23,0.842285,0
79.235,3.07617,0
79.24,3.6438,0
79.245,2.03857,0
79.25,-1.39771,0
79.255,-2.28271,0
79.26,0.982666,0
79.265,6.64063,0
79.27,8.59985,0
79.275,5.96313,0
79.28,2.84424,0
79.285,0.183105,0
79.29,0.0610352,0
79.295,1.77612,0
79.3,2.58789,0
79.305,1.97754,0
79.31,1.33057,0
79.315,2.97852,0
79.32,4.62036,0
79.325,5.23682,0
79.33,5.23682,0
79.335,6.10352,0
79.34,4.84009,0
79.345,-0.708008,0
79.35,-3.57666,0
79.355,-3.83911,0
79.36,-2.23999,0
79.365,-1.64185,0
79.37,-3.38745,0
79.375,-6.55518,0
79.38,-7.27539,0
79.385,-4.6814,0
79.39,-1.47095,0
79.395,0.67749,0
79.4,1.5564,0
79.405,1.39771,0
79.41,1.3855,0
79.415,0.769043,0
79.42,-1.42212,0
79.425,-2.82593,0
79.43,-3.77808,0
79.435,-6.22559,0
79.44,-9.49707,0
79.445,-9.57031,0
79.45,-8.14209,0
79.455,-5.99365,0
79.46,-5.0293,0
79.465,-5.60303,0
79.47,-6.27441,0
79.475,-7.17773,0
79.48,-6.62231,0
79.485,-5.09033,0
79.49,-3.43018,0
79.495,-1.49536,0
79.5,-1.06812,0
79.505,-2.34375,0
79.51,-4.54712,0
79.515,-6.67725,0
79.52,-8.39233,0
79.525,-7.25708,0
79.53,-4.42505,0
79.535,-1.12915,0
79.54,0.665283,0
79.545,-1.11694,0
79.55,-4.99268,0
79.555,-7.82471,0
79.56,-8.1604,0
79.565,-7.59888,0
79.57,-7.23267,0
79.575,-8.3252,0
79.58,-9.79004,0
79.585,-9.552,0
79.59,-8.73413,0
79.595,-9.52759,0
79.6,-10.5286,0
79.605,-10.6873,0
79.61,-8.75854,0
79.615,-5.44434,0
79.62,-3.55835,0
79.625,-1.53198,0
79.63,-1.29395,0
79.635,-2.54517,0
79.64,-2.30103,0
79.645,-2.71606,0
79.65,-3.96729,0
79.655,-0.994873,0
79.66,2.76489,0
79.665,4.62646,0
79.67,4.89502,0
79.675,2.85034,0
79.68,0.494385,0
79.685,-0.756836,0
79.69,0.415039,0
79.695,2.45361,0
79.7,1.49536,0
79.705,-0.317383,0
79.71,-2.23999,0
79.715,-3.02734,0
79.72,-3.19214,0
79.725,-3.03345,0
79.73,-2.70386,0
79.735,-1.99585,0
79.74,-1.84326,0
79.745,-0.634766,0
79.75,-0.0488281,0
79.755,-0.848389,0
79.76,-1.03149,0
79.765,0.0610352,0
79.77,0.476074,0
79.775,-0.341797,0
79.78,-0.90332,0
79.785,-1.5564,0
79.79,-1.5625,0
79.795,-0.634766,0
79.8,0.964355,0
79.805,2.74658,0
79.81,1.54419,0
79.815,-2.09351,0
79.82,-4.5166,0
79.825,-5.45654,0
79.83,-3.96729,0
79.835,0.231934,0
79.84,1.69067,0
79.845,0.299072,0
79.85,-1.18408,0
79.855,-3.21655,0
79.86,-3.25928,0
79.865,-1.40991,0
79.87,-0.244141,0
79.875,-0.518799,0
79.88,-2.65503,0
79.885,-4.58374,0
79.89,-5.05371,0
79.895,-4.63867,0
79.9,-3.9917,0
79.905,-4.55322,0
79.91,-5.18799,0
79.915,-3.75977,0
79.92,-1.60522,0
79.925,-1.95313,0
79.93,-3.54614,0
79.935,-4.76074,0
79.94,-5.35278,0
79.945,-6.14624,0
79.95,-6.03027,0
79.955,-6.35986,0
79.96,-7.25708,0
79.965,-7.4646,0
79.97,-8.00781,0
79.975,-7.6355,0
79.98,-5.29785,0
79.985,-3.35083,0
79.99,-2.2644,0
79.995,-1.33667,0
80,-0.476074,0
80.005,0.927734,0
80.01,1.66626,0
80.015,0.195313,0
80.02,-1.92871,0
80.025,-3.71704,0
80.03,-3.76587,0
80.035,-1.95923,0
80.04,-0.866699,0
80.045,-0.909424,0
80.05,-2.57568,0
80.055,-3.79028,0
80.06,-4.07715,0
80.065,-2.92358,0
80.07,-1.08032,0
80.075,-1.52588,0
80.08,-3.8208,0
80.085,-6.17065,0
80.09,-6.48804,0
80.095,-5.79834,0
80.1,-5.88989,0
80.105,-6.33545,0
80.11,-7.50732,0
80.115,-6.87866,0
80.12,-2.97241,0
80.125,1.95923,0
80.13,5.07813,0
80.135,5.11475,0
80.14,4.44336,0
80.145,5.98755,0
80.15,8.25806,0
80.155,7.94067,0
80.16,6.22559,0
80.165,2.55127,0
80.17,0.90332,0
80.175,1.77002,0
80.18,3.57056,0
80.185,4.27246,0
80.19,3.40576,0
80.195,2.55127,0
80.2,1.47705,0
80.205,0.439453,0
80.21,0.799561,0
80.215,2.55127,0
80.22,2.74048,0
80.225,2.23999,0
80.23,3.125,0
80.235,4.04663,0
80.24,7.1228,0
80.245,9.42993,0
80.25,10.6445,0
80.255,10.6079,0
80.26,5.98145,0
80.265,0.793457,0
80.27,-3.90625,0
80.275,-6.26221,0
80.28,-5.09644,0
80.285,-2.2583,0
80.29,-1.13525,0
80.295,-2.52686,0
80.3,-4.55322,0
80.305,-5.9082,0
80.31,-7.44019,0
80.315,-7.95898,0
80.32,-7.15332,0
80.325,-4.95605,0
80.33,-4.38232,0
80.335,-2.84424,0
80.34,-1.25122,0
80.345,-4.66919,0
80.35,-8.06885,0
80.355,-10.675,0
80.36,-9.79004,0
80.365,-6.95801,0
80.37,-4.29077,0
80.375,-4.04663,0
80.38,-6.18896,0
80.385,-7.43408,0
80.39,-6.57349,0
80.395,-4.18091,0
80.4,-1.75781,0
80.405,0.3479,0
80.41,1.76392,0
80.415,0.714111,0
80.42,-1.66626,0
80.425,-3.1311,0
80.43,-3.46069,0
80.435,-2.69165,0
80.44,-1.9104,0
80.445,-2.36816,0
80.45,-3.62549,0
80.455,-4.15039,0
80.46,-4.54102,0
80.465,-4.47388,0
80.47,-3.93677,0
80.475,-3.02124,0
80.48,-1.65405,0
80.485,-0.189209,0
80.49,1.10474,0
80.495,0.67749,0
80.5,0.427246,0
80.505,-0.0488281,0
80.51,1.05591,0
80.515,2.35596,0
80.52,2.18506,0
80.525,0.463867,0
80.53,-0.830078,0
80.535,-1.15967,0
80.54,-0.231934,0
80.545,0.915527,0
80.55,1.9165,0
80.555,2.88696,0
80.56,3.14331,0
80.565,2.4353,0
80.57,2.74658,0
80.575,3.33252,0
80.58,3.35083,0
80.585,3.75977,0
80.59,4.37012,0
80.595,4.1687,0
80.6,3.05176,0
80.605,-0.0366211,0
80.61,-2.02637,0
80.615,-1.75781,0
80.62,-0.0183105,0
80.625,1.7334,0
80.63,1.22681,0
80.635,-0.964355,0
80.64,-1.97754,0
80.645,-0.262451,0
80.65,1.87378,0
80.655,2.72827,0
80.66,3.1311,0
80.665,3.92456,0
80.67,3.74146,0
80.675,3.10059,0
80.68,2.05078,0
80.685,0.689697,0
80.69,-0.012207,0
80.695,0.335693,0
80.7,-0.0549316,0
80.705,-0.0244141,0
80.71,-1.03149,0
80.715,0.0488281,0
80.72,2.81372,0
80.725,4.15649,0
80.73,5.82275,0
80.735,6.49414,0
80.74,4.52271,0
80.745,8.47778,0
80.75,17.0349,0
80.755,24.0112,0
80.76,29.718,0
80.765,33.2092,0
80.77,33.2764,0
80.775,31.5063,0
80.78,30.6213,0
80.785,27.2705,0
80.79,23.0835,0
80.795,20.9839,0
80.8,19.342,0
80.805,19.5862,0
80.81,19.4885,0
80.815,19.0369,0
80.82,18.5303,0
80.825,17.0044,0
80.83,15.6433,0
80.835,16.1499,0
80.84,16.7664,0
80.845,16.5771,0
80.85,15.4053,0
80.855,13.9282,0
80.86,12.677,0
80.865,13.5803,0
80.87,14.4165,0
80.875,14.4897,0
80.88,13.8184,0
80.885,12.7869,0
80.89,12.0605,0
80.895,11.6516,0
80.9,10.7788,0
80.905,11.2793,0
80.91,13.9954,0
80.915,18.0176,0
80.92,17.9565,0
80.925,14.3311,0
80.93,9.7168,0
80.935,3.14331,0
80.94,3.8147,0
80.945,2.55127,0
80.95,-0.518799,0
80.955,-4.91333,0
80.96,-10.6934,0
80.965,-12.6953,0
80.97,-12.1826,0
80.975,-9.24072,0
80.98,-6.45752,0
80.985,-5.11475,0
80.99,-4.66919,0
80.995,-4.02222,0
81,-3.33862,0
81.005,-2.12402,0
81.01,-1.3855,0
81.015,-1.10474,0
81.02,-1.19629,0
81.025,-0.958252,0
81.03,-1.23901,0
81.035,-2.57568,0
81.04,-5.33447,0
81.045,-6.97021,0
81.05,-7.26318,0
81.055,-7.89185,0
81.06,-8.53271,0
81.065,-7.9895,0
81.07,-6.64673,0
81.075,-5.75562,0
81.08,-4.93774,0
81.085,-7.59888,0
81.09,-10.1196,0
81.095,-3.8269,0
81.1,3.86353,0
81.105,8.21533,0
81.11,11.3342,0
81.115,11.8225,0
81.12,10.9253,0
81.125,12.2803,0
81.13,11.9995,0
81.135,8.78906,0
81.14,8.8501,0
81.145,12.4756,0
81.15,15.3442,0
81.155,16.3513,0
81.16,15.9485,0
81.165,14.8865,0
81.17,13.6353,0
81.175,12.3596,0
81.18,11.5479,0
81.185,11.7859,0
81.19,13.5498,0
81.195,15.0024,0
81.2,14.1418,0
81.205,12.439,0
81.21,10.0281,0
81.215,7.15332,0
81.22,5.69458,0
81.225,5.7373,0
81.23,7.50732,0
81.235,9.77783,0
81.24,9.45435,0
81.245,7.04956,0
81.25,5.16357,0
81.255,5.47485,0
81.26,7.23267,0
81.265,9.52148,0
81.27,11.2854,0
81.275,10.8826,0
81.28,9.25293,0
81.285,7.6416,0
81.29,7.26929,0
81.295,8.55103,0
81.3,10.6384,0
81.305,11.9446,0
81.31,11.9385,0
81.315,11.8896,0
81.32,13.1714,0
81.325,13.623,0
81.33,13.4888,0
81.335,12.323,0
81.34,12.146,0
81.345,12.1216,0
81.35,10.7483,0
81.355,7.42188,0
81.36,4.30908,0
81.365,3.31421,0
81.37,4.32739,0
81.375,5.32227,0
81.38,6.66504,0
81.385,8.70972,0
81.39,11.2732,0
81.395,12.6892,0
81.4,12.0605,0
81.405,10.26,0
81.41,8.41064,0
81.415,8.11157,0
81.42,8.01392,0
81.425,7.87354,0
81.43,7.85522,0
81.435,9.21021,0
81.44,11.4319,0
81.445,12.8967,0
81.45,14.5081,0
81.455,15.6982,0
81.46,14.8193,0
81.465,13.5254,0
81.47,11.7676,0
81.475,9.22852,0
81.48,7.53174,0
81.485,6.78101,0
81.49,6.14014,0
81.495,5.7251,0
81.5,6.73828,0
81.505,9.47876,0
81.51,12.9028,0
81.515,10.1196,0
81.52,6.2439,0
81.525,2.96631,0
81.53,0.793457,0
81.535,2.86255,0
81.54,6.99463,0
81.545,8.56934,0
81.55,8.02002,0
81.555,6.09741,0
81.56,4.43726,0
81.565,4.19922,0
81.57,4.53491,0
81.575,5.99365,0
81.58,6.31104,0
81.585,4.76685,0
81.59,3.37524,0
81.595,3.54614,0
81.6,3.27148,0
81.605,1.92871,0
81.61,0.775146,0
81.615,1.17798,0
81.62,2.34985,0
81.625,3.8269,0
81.63,5.74951,0
81.635,6.58569,0
81.64,7.39746,0
81.645,8.03223,0
81.65,7.43408,0
81.655,7.40356,0
81.66,7.76978,0
81.665,9.14917,0
81.67,10.7544,0
81.675,10.9985,0
81.68,9.8938,0
81.685,8.45947,0
81.69,7.66602,0
81.695,9.3811,0
81.7,12.7075,0
81.705,11.0718,0
81.71,10.9985,0
81.715,11.8103,0
81.72,11.0168,0
81.725,11.0718,0
81.73,10.4675,0
81.735,7.55615,0
81.74,9.68018,0
81.745,15.0452,0
81.75,20.3979,0
81.755,29.9194,0
81.76,31.7017,0
81.765,28.6926,0
81.77,23.6084,0
81.775,17.7429,0
81.78,26.825,0
81.785,35.4858,0
81.79,38.3423,0
81.795,37.0117,0
81.8,32.1838,0
81.805,28.0273,0
81.81,28.3936,0
81.815,28.125,0
81.82,26.2878,0
81.825,24.3652,0
81.83,25.1465,0
81.835,26.8127,0
81.84,27.0081,0
81.845,27.1851,0
81.85,27.3804,0
81.855,27.7222,0
81.86,28.6438,0
81.865,29.0771,0
81.87,28.717,0
81.875,27.5146,0
81.88,25.2869,0
81.885,25.0427,0
81.89,26.0315,0
81.895,25.2991,0
81.9,23.4436,0
81.905,21.3989,0
81.91,19.812,0
81.915,18.1274,0
81.92,16.4856,0
81.925,17.5842,0
81.93,19.8608,0
81.935,20.9229,0
81.94,20.3064,0
81.945,19.7693,0
81.95,21.3257,0
81.955,22.6135,0
81.96,23.0591,0
81.965,20.7947,0
81.97,18.6035,0
81.975,17.6941,0
81.98,19.1223,0
81.985,20.4895,0
81.99,20.5261,0
81.995,20.636,0
82,21.4905,0
82.005,20.8557,0
82.01,20.1599,0
82.015,20.3247,0
82.02,21.0876,0
82.025,22.7173,0
82.03,21.991,0
82.035,17.9565,0
82.04,13.6353,0
82.045,12.6099,0
82.05,14.563,0
82.055,17.4561,0
82.06,19.2566,0
82.065,19.7449,0
82.07,19.5862,0
82.075,18.8416,0
82.08,17.6331,0
82.085,15.9424,0
82.09,14.8804,0
82.095,15.7349,0
82.1,18.2373,0
82.105,20.3674,0
82.11,18.8599,0
82.115,17.2058,0
82.12,16.748,0
82.125,16.4673,0
82.13,17.4561,0
82.135,16.7175,0
82.14,15.2588,0
82.145,15.2649,0
82.15,16.626,0
82.155,18.6829,0
82.16,19.1223,0
82.165,18.158,0
82.17,16.7358,0
82.175,15.863,0
82.18,13.9954,0
82.185,11.6455,0
82.19,11.2732,0
82.195,12.2742,0
82.2,14.1602,0
82.205,15.9241,0
82.21,15.8386,0
82.215,13.8184,0
82.22,11.261,0
82.225,8.74023,0
82.23,7.2876,0
82.235,8.27637,0
82.24,9.74731,0
82.245,9.93652,0
82.25,8.72192,0
82.255,7.42798,0
82.26,7.33032,0
82.265,7.92236,0
82.27,9.0332,0
82.275,9.40552,0
82.28,8.61206,0
82.285,8.41064,0
82.29,8.1665,0
82.295,8.91724,0
82.3,10.5164,0
82.305,11.3525,0
82.31,12.3108,0
82.315,14.1541,0
82.32,14.2334,0
82.325,13.1287,0
82.33,11.2976,0
82.335,8.22754,0
82.34,5.9082,0
82.345,6.61011,0
82.35,7.42798,0
82.355,7.59888,0
82.36,5.83496,0
82.365,3.8147,0
82.37,1.74561,0
82.375,0,0
82.38,0.98877,0
82.385,3.54004,0
82.39,4.92554,0
82.395,4.99878,0
82.4,4.73633,0
82.405,4.37622,0
82.41,4.21143,0
82.415,3.61938,0
82.42,2.97241,0
82.425,2.45972,0
82.43,2.69775,0
82.435,2.7832,0
82.44,1.62354,0
82.445,1.00708,0
82.45,0.3479,0
82.455,-1.09863,0
82.46,-1.70898,0
82.465,-1.31836,0
82.47,0.274658,0
82.475,2.22778,0
82.48,0.262451,0
82.485,-2.91748,0
82.49,-4.62646,0
82.495,-4.03442,0
82.5,-1.15356,0
82.505,-0.134277,0
82.51,-0.512695,0
82.515,-0.335693,0
82.52,1.44043,0
82.525,1.15967,0
82.53,-0.817871,0
82.535,-3.84521,0
82.54,-5.71289,0
82.545,-4.79126,0
82.55,-2.75879,0
82.555,-3.14941,0
82.56,-5.2063,0
82.565,-6.64063,0
82.57,-6.37207,0
82.575,-5.18799,0
82.58,-3.49731,0
82.585,-2.0813,0
82.59,0.12207,0
82.595,1.51367,0
82.6,1.28784,0
82.605,-1.24512,0
82.61,-4.04663,0
82.615,-4.83398,0
82.62,-2.45972,0
82.625,-0.549316,0
82.63,-0.341797,0
82.635,-1.35498,0
82.64,-1.55029,0
82.645,-0.512695,0
82.65,-0.634766,0
82.655,-0.561523,0
82.66,-1.37939,0
82.665,-1.61133,0
82.67,-1.3855,0
82.675,-0.90332,0
82.68,-2.09961,0
82.685,-4.66309,0
82.69,-6.01807,0
82.695,-5.5603,0
82.7,-4.19922,0
82.705,-2.64282,0
