EEG,sec
-0.006127669296220703,0.604
-0.0060929350932441406,0.608
-0.006165776087042969,0.612
-0.006245271342027344,0.616
-0.0062185376155664066,0.62
-0.00612267094309375,0.624
-0.006094904097248047,0.628
-0.006177020315339844,0.632
-0.006256697885509766,0.636
-0.006215058069478516,0.64
-0.006116242266564454,0.644
-0.006095795253875,0.648
-0.006182003597078125,0.652
-0.006249836514273438,0.656
-0.006207993477582031,0.66
-0.006121625669363281,0.664
-0.006092415373421875,0.668
-0.006182687157480469,0.672
-0.0062368012215937504,0.676
-0.006206384728384766,0.68
-0.006112002830783204,0.684
-0.006100294306480469,0.688
-0.00618639228822461,0.692
-0.00626024403741211,0.696
-0.006198568025576172,0.7
-0.00610017470771875,0.704
-0.006096226490060547,0.708
-0.006196189177035157,0.712
-0.006250897345566406,0.716
-0.006207798521876954,0.72
-0.006111252178392579,0.724
-0.006086065943226563,0.728
-0.006190112004183594,0.732
-0.006237993319820312,0.736
-0.006198213604855469,0.74
-0.006108436745753907,0.744
-0.00610677646213086,0.748
-0.006193877420482422,0.752
-0.00626935299025586,0.756
-0.006207987157322266,0.76
-0.006108579680859375,0.764
-0.006113355366373047,0.768
-0.006216040140611328,0.772
-0.006257310950707032,0.776
-0.006193309083277344,0.78
-0.006098323843955079,0.784
-0.006120082067458984,0.788
-0.0062235033950468754,0.792
-0.006275055323085938,0.796
-0.006194010632111328,0.8
-0.006095750525882813,0.804
-0.006123424026353515,0.808
-0.006217469491666016,0.812
-0.006266925524332031,0.816
-0.0061955080475019535,0.82
-0.0060995767139101565,0.824
-0.006131979227207032,0.828
-0.006210437473416016,0.832
-0.006260503654236328,0.836
-0.006191656578435547,0.84
-0.006085421276730469,0.844
-0.006114906747058594,0.848
-0.0062227527426562505,0.852
-0.006280780992259766,0.856
-0.006198471763158203,0.86
-0.006097313088566407,0.864
-0.006132055070324219,0.868
-0.006225627488501953,0.872
-0.006265063478570313,0.876
-0.006192088300794922,0.88
-0.006081486671939453,0.884
-0.006137802617320312,0.888
-0.00622998700921875,0.892
-0.0062683378593027346,0.896
-0.006199070243140625,0.9
-0.006108142124414063,0.904
-0.006131611679792969,0.908
-0.006243236218382813,0.912
-0.006275082062646485,0.916
-0.006183669228613281,0.92
-0.006076620071919922,0.924
-0.006139723003941407,0.928
-0.006239136800664063,0.932
-0.006274251191574219,0.936
-0.006179026268554688,0.94
-0.0061014946696621095,0.944
-0.006129230886556641,0.948
-0.006250125301527344,0.952
-0.006257938114945313,0.956
-0.00617307501472461,0.96
-0.006096879907685547,0.964
-0.006136570166666016,0.968
-0.006245871766705078,0.972
-0.006259177858207032,0.976
-0.006157149418636719,0.98
-0.006084415869253907,0.984
-0.0061454788158925786,0.988
-0.006241204984128906,0.992
-0.006250175377431641,0.996
-0.006159759199746094,1.0
-0.006096364077253906,1.004
-0.006137994169808594,1.008
-0.006244698143083985,1.012
-0.006225271123085937,1.016
-0.006156976340753907,1.02
-0.006088937772029297,1.024
-0.006150037181705079,1.028
-0.006252722442117188,1.032
-0.006242518139638672,1.036
-0.006149611779605469,1.04
-0.006078337724054687,1.044
-0.006153109800298828,1.048
-0.00625520581803125,1.052
-0.006242398054703125,1.056
-0.006143918197904297,1.06
-0.006078260908589844,1.064
-0.006159374636248047,1.068
-0.006260915929642579,1.072
-0.006246018105027344,1.076
-0.006142916193644532,1.08
-0.006085963360548828,1.084
-0.006155449268759766,1.088
-0.00625293441390625,1.092
-0.0062431958659550785,1.096
-0.00613167877178125,1.1
-0.006089559588355469,1.104
-0.006177599834542969,1.108
-0.006252312597580079,1.112
-0.006237195022394532,1.116
-0.006141302582708985,1.12
-0.006086536073318359,1.124
-0.006169135062021484,1.128
-0.006248470851990234,1.132
-0.00624288179766211,1.136
-0.006128721862558594,1.14
-0.006094155389552734,1.144
-0.006162938290408203,1.148
-0.006273469424058594,1.152
-0.006246477053121094,1.156
-0.006127570602933594,1.16
-0.006097085559214844,1.164
-0.006179968473433594,1.168
-0.006272789266873047,1.172
-0.0062296855814453125,1.176
-0.00612999612416211,1.18
-0.006092257853101563,1.184
-0.006175362948759766,1.188
-0.006262443001636719,1.192
-0.006213220818582031,1.196
-0.006144586686917969,1.2
-0.006101744563009766,1.204
-0.006189930661345704,1.208
-0.00625923522671875,1.212
-0.006229703569876953,1.216
-0.006128340702277344,1.22
-0.006107036078955078,1.224
-0.006198911750472657,1.228
-0.006289779583644532,1.232
-0.006222222813183594,1.236
-0.006136481683029297,1.24
-0.006104264888134766,1.244
-0.006206017180970703,1.248
-0.0062787303110527345,1.252
-0.006223296771169922,1.256
-0.006143395561039063,1.26
-0.006113174995882813,1.264
-0.006224649792933594,1.268
-0.006280107641507813,1.272
-0.006226272154998047,1.276
-0.006120299387160156,1.28
-0.006124166413789062,1.284
-0.006211957252802734,1.288
-0.006268049072048828,1.292
-0.0062219223577578125,1.296
-0.00611832017350586,1.3
-0.006106999615917969,1.304
-0.006225748545785156,1.308
-0.0062649730502382815,1.312
-0.006217150075460938,1.316
-0.006106419610541016,1.32
-0.006104755437527344,1.324
-0.006205383210298829,1.328
-0.006266537557617188,1.332
-0.006189127016007813,1.336
-0.006103908036544922,1.34
-0.006120682492136719,1.344
-0.006210196817371094,1.348
-0.006273347394427735,1.352
-0.006201792330404297,1.356
-0.006125125634751954,1.36
-0.006108551482777344,1.364
-0.006218582343558594,1.368
-0.006269726371755859,1.372
-0.006197449339597656,1.376
-0.006094981398886719,1.38
-0.0061176536291875005,1.384
-0.006203011168191407,1.388
-0.006276272216177735,1.392
-0.006193780671890625,1.396
-0.006107605874681641,1.4
-0.006134991560246094,1.404
-0.006227734079699219,1.408
-0.006259067010574219,1.412
-0.006186067524107422,1.416
-0.006110659532496094,1.42
-0.006127732498818359,1.424
-0.006225588594595703,1.428
-0.006276233808445312,1.432
-0.006193657669912109,1.436
-0.006085730969458985,1.44
-0.006134415444259766,1.444
-0.006224065411992188,1.448
-0.006262178036900391,1.452
-0.006190075541146485,1.456
-0.006104735504400391,1.46
-0.006144417498425782,1.464
-0.006242756364814453,1.468
-0.006263847557826172,1.472
-0.006197449825771485,1.476
-0.006096857057515625,1.48
-0.006140441082685547,1.484
-0.006239108602582031,1.488
-0.006248274437763672,1.492
-0.006180865464146485,1.496
-0.006098432746892578,1.5
-0.006144847276089844,1.504
-0.006244332054191407,1.508
-0.006273000752488282,1.512
-0.0061899048941328125,1.516
-0.006092825217958985,1.52
-0.0061416871462070316,1.524
-0.006231476159654297,1.528
-0.006261658317078125,1.532
-0.006177343134761719,1.536
-0.006088520148710938,1.54
-0.006140272380367188,1.544
-0.006246105616316407,1.548
-0.006247866051748047,1.552
-0.006175155352535156,1.556
-0.006096333934476563,1.56
-0.006148935025636719,1.564
-0.0062614657922421876,1.568
-0.006253790566017579,1.572
-0.0061736394625390625,1.576
-0.006099648667636719,1.58
-0.006139886358347657,1.584
-0.006257124259957032,1.588
-0.0062540443487558595,1.592
-0.006166581190902344,1.596
-0.006111556523208985,1.6
-0.006176269662949219,1.604
-0.0062542927835820316,1.608
-0.006256676980035156,1.612
-0.00616419164653711,1.616
-0.006102826299777344,1.62
-0.006173177111228516,1.624
-0.006255115875873047,1.628
-0.006254762913673828,1.632
-0.006171343263548829,1.636
-0.006098933019761719,1.64
-0.006152381511904297,1.644
-0.006255227209679688,1.648
-0.006235982504867188,1.652
-0.006150566625003907,1.656
-0.006108004537220703,1.66
-0.006171790543470703,1.664
-0.0062609426692031254,1.668
-0.006236882412623047,1.672
-0.006143534120580078,1.676
-0.006099018586355469,1.68
-0.00615809551290625,1.684
-0.006252514845892578,1.688
-0.006234642123623047,1.692
-0.0061487050654160155,1.696
-0.0060965094432285155,1.7
-0.0061639762715312504,1.704
-0.006255704146205078,1.708
-0.006231041034078125,1.712
-0.00612707908119336,1.716
-0.0060854961475,1.72
-0.006161894475199219,1.724
-0.006257757744455078,1.728
-0.006216749468226563,1.732
-0.006131573272060547,1.736
-0.006090864965083985,1.74
-0.006164998208917969,1.744
-0.006257221494722656,1.748
-0.0062364137410527345,1.752
-0.006139095353529297,1.756
-0.006102564738257813,1.76
-0.006160545342826172,1.764
-0.006253185279601563,1.768
-0.00621833439490625,1.772
-0.006132087643970704,1.776
-0.006121936334439453,1.78
-0.0061699917003066405,1.784
-0.0062642763631425786,1.788
-0.006217971709230469,1.792
-0.006120865779669922,1.796
-0.006110598760767578,1.8
-0.006176178748443359,1.804
-0.006268378211730469,1.808
-0.006216170435197266,1.812
-0.0061131229752832035,1.816
-0.0061094358329707036,1.82
-0.006183964822300781,1.824
-0.0062603359242656255,1.828
-0.006215547646523437,1.832
-0.0061161182922382816,1.836
-0.006117974017740235,1.84
-0.006194320811013672,1.844
-0.0062471591550019535,1.848
-0.006211951418716797,1.852
-0.00612460008084375,1.856
-0.0061183420513281255,1.86
-0.006198459122638672,1.864
-0.006266619234820313,1.868
-0.0062018030262285155,1.872
-0.006133593324316407,1.876
-0.006117847126371094,1.88
-0.006206268532839844,1.884
-0.006266158828205078,1.888
-0.0062029834562832035,1.892
-0.006133325928710937,1.896
-0.006133451847732422,1.9
-0.006209489920625,1.904
-0.006256736779416016,1.908
-0.006202211898417969,1.912
-0.0061177829514257815,1.916
-0.006122710323173828,1.92
-0.00621600076053125,1.924
-0.006259936775552735,1.928
-0.006203359754826172,1.932
-0.006112908572625001,1.936
-0.006126915240613281,1.94
-0.006216495199314454,1.944
-0.00624167073865625,1.948
-0.0061954725568125,1.952
-0.006117664811185547,1.956
-0.006141629291521485,1.96
-0.006232404265492188,1.964
-0.00626482282252539,1.968
-0.006198389113607422,1.972
-0.006115996262607422,1.976
-0.00614448264571875,1.98
-0.006226601294679688,1.984
-0.006249553561105469,1.988
-0.006192829229708985,1.992
-0.006118861284976563,1.996
-0.006168053325253907,2.0
-0.006221718650923828,2.004
-0.006259286761144531,2.008
-0.006191918139955078,2.012
-0.006103667866673828,2.016
-0.006155496427621094,2.02
-0.006235331031937501,2.024
-0.006237418176181641,2.028
-0.006174532563861328,2.032
-0.006112741815001954,2.036
-0.006142918138339844,2.04
-0.006225844322029297,2.044
-0.0062458382207109375,2.048
-0.006174510686039063,2.052
-0.006118455329830078,2.056
-0.006146393308863281,2.06
-0.006224515122783204,2.064
-0.006242943541738282,2.068
-0.006161859956857422,2.072
-0.006095148156509766,2.076
-0.006150621562646484,2.08
-0.006241783530984375,2.084
-0.006249628431875,2.088
-0.006169204584878907,2.092
-0.0061011528894609375,2.096
-0.006153027150748047,2.1
-0.006222390543154297,2.104
-0.006236738505169922,2.108
-0.0061600849362109375,2.112
-0.006097700569107422,2.116
-0.00615149667553711,2.12
-0.006242480218080078,2.124
-0.006235522098251954,2.128
-0.00616408517446875,2.132
-0.006106386064546875,2.136
-0.006163699152449219,2.14
-0.006243400545136719,2.144
-0.006238046312767578,2.148
-0.006175076106201172,2.152
-0.006106108459291016,2.156
-0.006171055448642579,2.16
-0.006253068111708985,2.164
-0.00622951785147461,2.168
-0.00616830127390625,2.172
-0.0061093181789042975,2.176
-0.006171948549964844,2.18
-0.0062384148325292975,2.184
-0.006235455978611328,2.188
-0.006157584058039063,2.192
-0.006135838475054688,2.196
-0.0061760494262050785,2.2
-0.006246474622251953,2.204
-0.0062225320197382816,2.208
-0.006155966557712891,2.212
-0.006124245660123047,2.216
-0.006181300589722657,2.22
-0.006255987585546875,2.224
-0.006224217584400391,2.228
-0.006149231591671875,2.232
-0.006122959244173829,2.236
-0.006169850223722657,2.24
-0.0062589333127714844,2.244
-0.006223941437666016,2.248
-0.006141604010482422,2.252
-0.006117572924332032,2.256
-0.006172533903253907,2.26
-0.006258710158984375,2.264
-0.006219733603183594,2.268
-0.006137562447449219,2.272
-0.00612096739,2.276
-0.0062040559557480475,2.28
-0.006264877760167969,2.284
-0.006215335674734375,2.288
-0.006142987661197266,2.292
-0.006122014608425781,2.296
-0.006188437621519532,2.3
-0.006284997091697266,2.304
-0.006215056124783204,2.308
-0.006151142254816407,2.312
-0.006136437927384766,2.316
-0.006204286888316406,2.32
-0.006259078192572266,2.324
-0.006225977533658203,2.328
-0.006134231184378907,2.332
-0.006135749991417969,2.336
-0.006206594755478516,2.34
-0.006263069193527344,2.344
-0.006218468092708985,2.348
-0.006138316989230469,2.352
-0.006146015551798828,2.356
-0.0062117229170175784,2.36
-0.006280494149701172,2.364
-0.006216633758855469,2.368
-0.006140164449777344,2.372
-0.006136907085128906,2.376
-0.006224683338927735,2.38
-0.006288996357607422,2.384
-0.006214501400445313,2.388
-0.006142563231445313,2.392
-0.0061516935759375006,2.396
-0.0062232432920488285,2.4
-0.006262570865353516,2.404
-0.006211018937314453,2.408
-0.0061152305388281255,2.412
-0.006135540936671876,2.416
-0.006218955725058594,2.42
-0.006254026360324219,2.424
-0.00621174333631836,2.428
-0.006131378802529297,2.432
-0.006151698923849609,2.436
-0.006219660190935547,2.44
-0.006254604907179688,2.444
-0.006205603447042969,2.448
-0.006133478587292969,2.452
-0.006149839308957032,2.456
-0.006229688012314453,2.46
-0.006256782965929688,2.464
-0.006194060221841797,2.468
-0.006132464914861328,2.472
-0.0061609449777128905,2.476
-0.006230653067363282,2.48
-0.006270040440048828,2.484
-0.006199656082603516,2.488
-0.006127381481314453,2.492
-0.006149848060085937,2.496
-0.00624892056278125,2.5
-0.0062593207933125,2.504
-0.0061922249156406255,2.508
-0.006135019758328125,2.512
-0.006153721893148438,2.516
-0.006241397022791016,2.52
-0.006256383331042969,2.524
-0.006195819198751953,2.528
-0.00612813699544336,2.532
-0.006161880862332031,2.536
-0.006245510053376953,2.54
-0.006262898546513672,2.544
-0.006189170771652344,2.548
-0.006124874282882812,2.552
-0.0061678267682500005,2.556
-0.006250736908203125,2.56
-0.006243952352431641,2.564
-0.006184085879583984,2.568
-0.006128062610847656,2.572
-0.006179575644980469,2.576
-0.006254458568857422,2.58
-0.006245724942208985,2.584
-0.0061841656120917975,2.588
-0.006132106118576172,2.592
-0.006180352064583985,2.596
-0.006260674787423828,2.6
-0.006249127186658203,2.604
-0.0061776207400175785,2.608
-0.00612001594781836,2.612
-0.006180425476832031,2.616
-0.0062663610765175785,2.62
-0.0062344646701757815,2.624
-0.0061717589421718755,2.628
-0.006136675666386719,2.632
-0.006182622982535156,2.636
-0.006254831950357422,2.64
-0.006248359518183594,2.644
-0.0061613159283437505,2.648
-0.006127706731605469,2.652
-0.006187734614164063,2.656
-0.006258543401361328,2.66
-0.006241630872402344,2.664
-0.006154008735707032,2.668
-0.006129374794009766,2.672
-0.006189426012912109,2.676
-0.00628122341044336,2.68
-0.006222002090265626,2.684
-0.006159748990095703,2.688
-0.006126699379433594,2.692
-0.0061876223080097655,2.696
-0.0062576094614375,2.7
-0.006233782568294922,2.704
-0.006151908464769531,2.708
-0.006118199116222657,2.712
-0.006192973623335938,2.716
-0.006253145899521485,2.72
-0.006233032888251953,2.724
-0.006150503908580078,2.728
-0.006124445477566407,2.732
-0.006199241376328125,2.736
-0.006253404057824219,2.74
-0.006225512265304688,2.744
-0.006146471096675782,2.748
-0.006125598195712891,2.752
-0.006198813543359375,2.756
-0.0062594530325937505,2.76
-0.006221088083468751,2.764
-0.006139029233888672,2.768
-0.006120215765261719,2.772
-0.006195222177291015,2.776
-0.006258759262541016,2.78
-0.006217052840695313,2.784
-0.0061339812910312505,2.788
-0.0061399082361699225,2.792
-0.006192885139699219,2.796
-0.0062666391679472655,2.8
-0.006221925760974609,2.804
-0.006139748771154297,2.808
-0.006137262478197266,2.812
-0.006217906075763672,2.816
-0.0062687797913125,2.82
-0.006209534648617188,2.824
-0.006128591081798828,2.828
-0.006136963481292969,2.832
-0.0062137274117109375,2.836
-0.00626562938490625,2.84
-0.006201286709623047,2.844
-0.006171230471220704,2.848
-0.006137373812003907,2.852
-0.006225833626205078,2.856
-0.006275926546585937,2.86
-0.006216604588425782,2.864
-0.006131946167386719,2.868
-0.006155608247601562,2.872
-0.0062346085776289065,2.876
-0.006280683271320313,2.88
-0.006213306385175781,2.884
-0.0061296387863984374,2.888
-0.006146962132242187,2.892
-0.006221688021972657,2.896
-0.006274801054173829,2.9
-0.006222513545132813,2.904
-0.006128914873568359,2.908
-0.006159951238408203,2.912
-0.006231345378894531,2.916
-0.006270330685824219,2.92
-0.006203552765835937,2.924
-0.0061292362344687506,2.928
-0.006155498372316407,2.932
-0.006240934671480469,2.936
-0.006272971582058594,2.94
-0.006196591728964844,2.944
-0.006116548556076172,2.948
-0.006154521649095703,2.952
-0.006257651758560547,2.956
-0.006271485348666016,2.96
-0.006192548221236329,2.964
-0.006117216072742188,2.968
-0.006155498372316407,2.972
-0.006237859622017578,2.976
-0.006274898288939453,2.98
-0.0061732451755644535,2.984
-0.006119720840304687,2.988
-0.006154867804861328,2.992
-0.006259826900267578,2.996
-0.006256865129306641,3.0
-0.006189241266857422,3.004
-0.0061084304254941406,3.008
-0.006154260087576172,3.012
-0.006250783580890625,3.016
-0.006259613956130859,3.02
-0.00617330303025,3.024
-0.006110596816072266,3.028
-0.006164291312171875,3.032
-0.006245078331017578,3.036
-0.006261126442910156,3.04
-0.006175505397691406,3.044
-0.006082319001533203,3.048
-0.006165064814732422,3.052
-0.0062556239275234375,3.056
-0.0062338827201035155,3.06
-0.006170106437330078,3.064
-0.006115267001865234,3.068
-0.006167900666671875,3.072
-0.006245590758232422,3.076
-0.00625106750640625,3.08
-0.0061640171101328125,3.084
-0.006106776948304688,3.088
-0.006167022150564454,3.092
-0.006258143280300782,3.096
-0.006260403502427734,3.1
-0.006163424950410157,3.104
-0.00610291040784961,3.108
-0.006169467118746094,3.112
-0.0062551790784707035,3.116
-0.006250868175136719,3.12
-0.006154822104521484,3.124
-0.0061236428045761725,3.128
-0.006170131718369141,3.132
-0.006260266887582032,3.136
-0.006240672137613281,3.14
-0.006158558836564454,3.144
-0.006102898739677735,3.148
-0.0061755768652441406,3.152
-0.0062655486800507814,3.156
-0.0062394319081777345,3.16
-0.006135624072396485,3.164
-0.006101355137773438,3.168
-0.006201277958494141,3.172
-0.00626216782725,3.176
-0.006252423931386719,3.18
-0.006155855710080078,3.184
-0.00611098721365625,3.188
-0.006197507194283204,3.192
-0.006272758637921875,3.196
-0.006246252926986329,3.2
-0.006142254997238281,3.204
-0.0061091776746679686,3.208
-0.0061954477619472655,3.212
-0.006279401230935547,3.216
-0.006234431124181641,3.22
-0.006149239856626953,3.224
-0.006116290883947266,3.228
-0.006198631714347656,3.232
-0.006273595829253907,3.236
-0.006247489753205078,3.24
-0.006136715532640625,3.244
-0.0061308994351347654,3.248
-0.0062035197060156255,3.252
-0.0062832643681738284,3.256
-0.006223029375564453,3.26
-0.006145858517652344,3.264
-0.0061359269586914065,3.268
-0.006206273880751953,3.272
-0.0063039525230820315,3.276
-0.006227716577441407,3.28
-0.006141951624769532,3.284
-0.006103090292166016,3.288
-0.0062326084585,3.292
-0.006283349934767578,3.296
-0.006241942996,3.3
-0.006135922583126953,3.304
-0.0061300228637226565,3.308
-0.006212800764394531,3.312
-0.006286898031365235,3.316
-0.006226059210861328,3.32
-0.006130523622765625,3.324
-0.006125363373753906,3.328
-0.006221983129486328,3.332
-0.006287782867732422,3.336
-0.006215802401609375,3.34
-0.006145986867542969,3.344
-0.006139581041183594,3.348
-0.006225779660910156,3.352
-0.0062893624465,3.356
-0.0062335458016406255,3.36
-0.006129348054449219,3.364
-0.0061381687062128905,3.368
-0.006232566161376954,3.372
-0.006277009741875,3.376
-0.006218271678482422,3.38
-0.006129567805019532,3.384
-0.006141676936556641,3.388
-0.006225505458871094,3.392
-0.006281647840195313,3.396
-0.0062075894671308595,3.4
-0.006102743164052735,3.404
-0.006126320163847656,3.408
-0.006225182639449219,3.412
-0.006280797035996094,3.416
-0.006199054685578125,3.42
-0.006113629082238281,3.424
-0.006151433472939454,3.428
-0.006225696525185547,3.432
-0.006275875012160157,3.436
-0.006197506221935547,3.44
-0.0061166205098027344,3.444
-0.006126869054099609,3.448
-0.006227441403054688,3.452
-0.006280884061111328,3.456
-0.00619621154103125,3.46
-0.006111410671060547,3.464
-0.006135545798410157,3.468
-0.006218203127972656,3.472
-0.006278295671650391,3.476
-0.006191533576457031,3.48
-0.006108982718962891,3.484
-0.006140945731119141,3.488
-0.006239254940904297,3.492
-0.00627160348890625,3.496
-0.006196445390642578,3.5
-0.006109312344818359,3.504
-0.006148631166994141,3.508
-0.006248398412089844,3.512
-0.006270266510878906,3.516
-0.006204750698148438,3.52
-0.006107117269984376,3.524
-0.006157821310867188,3.528
-0.00626326998331836,3.532
-0.0062633283241777344,3.536
-0.006207966251847656,3.54
-0.0061074216148007815,3.544
-0.00618220973478125,3.548
-0.006257919640339844,3.552
-0.006272341500777344,3.556
-0.006191461622730469,3.56
-0.006121929528005859,3.564
-0.006167541384212891,3.568
-0.006266985323712891,3.572
-0.0062708037329589844,3.576
-0.006185543428720703,3.58
-0.00611481972194336,3.584
-0.006162632487070312,3.588
-0.006260950934158203,3.592
-0.006250426729300781,3.596
-0.006178702962958985,3.6
-0.006105083604861328,3.604
-0.006181398796835938,3.608
-0.0062924515950039065,3.612
-0.0062715281319628904,3.616
-0.006177834170328125,3.62
-0.006112808906990235,3.624
-0.006171808045728516,3.628
-0.006266999422753906,3.632
-0.006270047246482422,3.636
-0.0061665204191738284,3.64
-0.006115274294472657,3.644
-0.006178385491449219,3.648
-0.006275697072539063,3.652
-0.006274928431716797,3.656
-0.0061769454445703125,3.66
-0.006116781433339844,3.664
-0.006183438296044922,3.668
-0.00629064837627539,3.672
-0.0062571412760410155,3.676
-0.006162467674142578,3.68
-0.0061092039280546875,3.684
-0.006183975518125,3.688
-0.006270058914654297,3.692
-0.006258273574886719,3.696
-0.006167401366150391,3.7
-0.006107171721453125,3.704
-0.006186957222212891,3.708
-0.006282242916960938,3.712
-0.006250668843867188,3.716
-0.006158179134804688,3.72
-0.006108247137960938,3.724
-0.006191093102968751,3.728
-0.006282450027011719,3.732
-0.006258534650232422,3.736
-0.006138982075027344,3.74
-0.0061341217952675785,3.744
-0.006183618180361328,3.748
-0.006299728158689453,3.752
-0.006255631706304688,3.756
-0.006152268233402344,3.76
-0.006114089975027344,3.764
-0.006194241564679688,3.768
-0.006293872194929688,3.772
-0.006249666353433594,3.776
-0.006176828762851563,3.78
-0.006123871306275391,3.784
-0.0062062782563164064,3.788
-0.006281022620652344,3.792
-0.006237410397400391,3.796
-0.006127774309767579,3.8
-0.006122659761095704,3.804
-0.006198854381960938,3.808
-0.006293798782681641,3.812
-0.006233838964458984,3.816
-0.0061493409807832035,3.82
-0.006123252893166016,3.824
-0.006194254205199219,3.828
-0.006282158322714844,3.832
-0.006222753228830078,3.836
-0.006133511647113282,3.84
-0.00610695780496875,3.844
-0.006212900430029297,3.848
-0.00628031815477539,3.852
-0.00622497747409375,3.856
-0.006131239756814453,3.86
-0.0061192691848183595,3.864
-0.006211356341951172,3.868
-0.006275670332978516,3.872
-0.00623852568016211,3.876
-0.006131317058453125,3.88
-0.006116351169501953,3.884
-0.006199756720585938,3.888
-0.006277233868009766,3.892
-0.006240439746523438,3.896
-0.006139940809816407,3.9
-0.006123947635566406,3.904
-0.006219089422861328,3.908
-0.006268217774367188,3.912
-0.006217492341835938,3.916
-0.006115088576070312,3.92
-0.006130122043183594,3.924
-0.0062116426983359375,3.928
-0.006282035320736328,3.932
-0.006214519388876953,3.936
-0.006126266684726563,3.94
-0.006130036962763672,3.944
-0.006231054160771484,3.948
-0.0062933150397226564,3.952
-0.006211975727408204,3.956
