sec,EEG,ID
77.02,4.87671,1
77.025,6.14014,1
77.03,6.03027,1
77.035,4.29688,1
77.04,2.27051,1
77.045,0.775146,1
77.05,1.69067,1
77.055,3.84521,1
77.06,4.49829,1
77.065,4.05884,1
77.07,4.21753,1
77.075,4.58984,1
77.08,6.08521,1
77.085,8.08716,1
77.09,9.22852,1
77.095,10.2844,1
77.1,10.9741,1
77.105,10.8643,1
77.11,9.65576,1
77.115,7.83691,1
77.12,5.51147,1
77.125,1.98975,1
77.13,0.201416,1
77.135,1.61133,1
77.14,5.46265,1
77.145,5.3833,1
77.15,-0.793457,1
77.155,-4.85229,1
77.16,-4.52271,1
77.165,-2.22778,1
77.17,1.06812,1
77.175,3.80249,1
77.18,2.57568,1
77.185,1.30005,1
77.19,2.28882,1
77.195,2.24609,1
77.2,-0.408936,1
77.205,-1.44043,1
77.21,0.823975,1
77.215,0.482178,1
77.22,-2.37427,1
77.225,-0.305176,1
77.23,3.42407,1
77.235,5.45044,1
77.24,7.44629,1
77.245,7.41577,1
77.25,4.90112,1
77.255,4.00391,1
77.26,2.81982,1
77.265,2.44141,1
77.27,2.93579,1
77.275,4.32129,1
77.28,5.3894,1
77.285,4.40674,1
77.29,1.80054,1
77.295,0.842285,1
77.3,1.24512,1
77.305,1.76392,1
77.31,1.93481,1
77.315,2.81372,1
77.32,2.9541,1
77.325,3.41187,1
77.33,3.94897,1
77.335,2.81372,1
77.34,0.524902,1
77.345,0.286865,1
77.35,0.793457,1
77.355,1.64795,1
77.36,1.71509,1
77.365,-0.482178,1
77.37,-1.74561,1
77.375,-1.34277,1
77.38,0.134277,1
77.385,2.13623,1
77.39,1.23901,1
77.395,-2.12402,1
77.4,-4.93774,1
77.405,-6.46973,1
77.41,-4.55322,1
77.415,-3.49121,1
77.42,-4.35791,1
77.425,-4.11987,1
77.43,-2.68555,1
77.435,-1.64185,1
77.44,-0.292969,1
77.445,-0.195313,1
77.45,-1.2207,1
77.455,-1.43433,1
77.46,-0.0732422,1
77.465,1.83716,1
77.47,1.81274,1
77.475,0.744629,1
77.48,0.506592,1
77.485,0.0671387,1
77.49,-2.09351,1
77.495,-0.22583,1
77.5,4.56543,1
77.505,6.89697,1
77.51,9.198,1
77.515,8.97827,1
77.52,7.03735,1
77.525,4.90723,1
77.53,3.71704,1
77.535,2.39868,1
77.54,3.05786,1
77.545,3.37524,1
77.55,3.14331,1
77.555,2.70386,1
77.56,2.09351,1
77.565,1.95313,1
77.57,2.16064,1
77.575,3.40576,1
77.58,3.05786,1
77.585,3.53394,1
77.59,4.81567,1
77.595,5.75562,1
77.6,5.47485,1
77.605,3.45459,1
77.61,0.567627,1
77.615,-2.09961,1
77.62,-1.40991,1
77.625,1.61133,1
77.63,2.73438,1
77.635,1.03149,1
77.64,-0.445557,1
77.645,-0.00610352,1
77.65,1.27563,1
77.655,1.75171,1
77.66,0.646973,1
77.665,0.494385,1
77.67,2.87476,1
77.675,5.14526,1
77.68,4.23584,1
77.685,2.03247,1
77.69,-0.463867,1
77.695,-0.256348,1
77.7,5.46875,1
77.705,4.81567,1
77.71,-0.891113,1
77.715,-6.52466,1
77.72,-13.2874,1
77.725,-13.678,1
77.73,-8.00781,1
77.735,-1.68457,1
77.74,2.19727,1
77.745,2.11792,1
77.75,0.671387,1
77.755,-2.30103,1
77.76,-4.26025,1
77.765,-3.125,1
77.77,-0.518799,1
77.775,1.74561,1
77.78,2.0813,1
77.785,0.750732,1
77.79,-1.06812,1
77.795,-2.11182,1
77.8,-1.87988,1
77.805,-0.0976563,1
77.81,0.866699,1
77.815,0.793457,1
77.82,-0.12207,1
77.825,-0.958252,1
77.83,-1.50146,1
77.835,-1.34888,1
77.84,-0.10376,1
77.845,1.70898,1
77.85,3.66821,1
77.855,4.24805,1
77.86,3.08838,1
77.865,1.69067,1
77.87,2.16064,1
77.875,3.87573,1
77.88,4.89502,1
77.885,6.39648,1
77.89,5.98755,1
77.895,5.91431,1
77.9,7.31812,1
77.905,8.79517,1
77.91,9.22852,1
77.915,9.62524,1
77.92,10.2051,1
77.925,9.06372,1
77.93,8.10547,1
77.935,7.89795,1
77.94,8.04443,1
77.945,9.375,1
77.95,9.95483,1
77.955,8.63647,1
77.96,6.54907,1
77.965,4.32129,1
77.97,1.80054,1
77.975,1.79443,1
77.98,7.56226,1
77.985,12.1582,1
77.99,13.3545,1
77.995,12.4268,1
78,9.44214,1
78.005,7.24487,1
78.01,6.89697,1
78.015,8.01392,1
78.02,9.05151,1
78.025,8.24585,1
78.03,6.02417,1
78.035,5.08423,1
78.04,4.87671,1
78.045,4.10156,1
78.05,4.57153,1
78.055,6.12183,1
78.06,7.69043,1
78.065,10.0525,1
78.07,11.7676,1
78.075,11.5051,1
78.08,10.1563,1
78.085,8.97217,1
78.09,7.48901,1
78.095,6.56128,1
78.1,6.78711,1
78.105,8.96606,1
78.11,11.1328,1
78.115,11.4014,1
78.12,10.0586,1
78.125,7.94067,1
78.13,5.63354,1
78.135,4.73633,1
78.14,3.27148,1
78.145,2.81372,1
78.15,5.82886,1
78.155,6.97021,1
78.16,5.60303,1
78.165,4.29077,1
78.17,3.80249,1
78.175,4.62646,1
78.18,6.10962,1
78.185,6.68945,1
78.19,7.34253,1
78.195,8.58154,1
78.2,9.42993,1
78.205,9.58862,1
78.21,7.56226,1
78.215,6.67114,1
78.22,5.50537,1
78.225,4.63257,1
78.23,4.1748,1
78.235,2.47803,1
78.24,1.3916,1
78.245,0.683594,1
78.25,2.78931,1
78.255,6.01807,1
78.26,6.5979,1
78.265,5.35889,1
78.27,3.97339,1
78.275,3.125,1
78.28,3.57666,1
78.285,3.80859,1
78.29,2.64893,1
78.295,0.579834,1
78.3,0.311279,1
78.305,1.33667,1
78.31,1.93481,1
78.315,3.32642,1
78.32,2.81982,1
78.325,2.49634,1
78.33,2.6001,1
78.335,3.302,1
78.34,3.65601,1
78.345,5.87158,1
78.35,10.4187,1
78.355,12.7258,1
78.36,8.92944,1
78.365,3.69263,1
78.37,0.695801,1
78.375,1.13525,1
78.38,4.81567,1
78.385,7.82471,1
78.39,6.31714,1
78.395,3.75366,1
78.4,5.52368,1
78.405,8.55103,1
78.41,7.48901,1
78.415,4.91333,1
78.42,4.84619,1
78.425,5.15747,1
78.43,5.09033,1
78.435,4.77295,1
78.44,5.30396,1
78.445,5.27344,1
78.45,5.18799,1
78.455,4.44946,1
78.46,2.35596,1
78.465,1.23901,1
78.47,3.27759,1
78.475,5.93872,1
78.48,6.12183,1
78.485,4.28467,1
78.49,2.6123,1
78.495,1.06201,1
78.5,-0.592041,1
78.505,-0.311279,1
78.51,2.36206,1
78.515,4.39453,1
78.52,2.948,1
78.525,0.0671387,1
78.53,-1.34277,1
78.535,-0.878906,1
78.54,1.20239,1
78.545,2.17285,1
78.55,1.34888,1
78.555,0.00610352,1
78.56,0.616455,1
78.565,3.44238,1
78.57,6.34766,1
78.575,5.94482,1
78.58,4.78516,1
78.585,3.479,1
78.59,1.33667,1
78.595,-0.0488281,1
78.6,0.012207,1
78.605,2.49023,1
78.61,4.57153,1
78.615,5.12695,1
78.62,5.3772,1
78.625,4.46777,1
78.63,2.85034,1
78.635,3.35693,1
78.64,4.6814,1
78.645,4.74243,1
78.65,5.34668,1
78.655,5.78613,1
78.66,6.15845,1
78.665,6.7688,1
78.67,7.94067,1
78.675,8.75854,1
78.68,8.52661,1
78.685,7.64771,1
78.69,6.2439,1
78.695,4.28467,1
78.7,2.55127,1
78.705,-0.354004,1
78.71,-1.37329,1
78.715,2.13623,1
78.72,7.65991,1
78.725,9.50317,1
78.73,8.17261,1
78.735,5.40771,1
78.74,2.78931,1
78.745,2.41089,1
78.75,3.24097,1
78.755,2.93579,1
78.76,2.17896,1
78.765,2.38647,1
78.77,3.53394,1
78.775,4.98657,1
78.78,6.30493,1
78.785,6.75659,1
78.79,5.52979,1
78.795,6.97021,1
78.8,10.9802,1
78.805,5.66406,1
78.81,-1.42822,1
78.815,-6.37207,1
78.82,-7.67212,1
78.825,-2.58789,1
78.83,0.378418,1
78.835,0.646973,1
78.84,0.177002,1
78.845,2.57568,1
78.85,7.59888,1
78.855,9.8999,1
78.86,9.94263,1
78.865,11.7065,1
78.87,15.8081,1
78.875,17.4316,1
78.88,15.3687,1
78.885,12.1216,1
78.89,11.3525,1
78.895,13.0859,1
78.9,14.8254,1
78.905,14.3677,1
78.91,11.6821,1
78.915,9.10034,1
78.92,8.24585,1
78.925,8.3313,1
78.93,8.94165,1
78.935,8.5144,1
78.94,8.83179,1
78.945,9.27124,1
78.95,9.08813,1
78.955,8.5022,1
78.96,8.23975,1
78.965,9.17358,1
78.97,10.1379,1
78.975,9.39941,1
78.98,9.16748,1
78.985,9.99756,1
78.99,11.2122,1
78.995,12.7869,1
79,14.6606,1
79.005,17.3279,1
79.01,20.7275,1
79.015,23.0286,1
79.02,22.6196,1
79.025,21.1426,1
79.03,19.6411,1
79.035,19.342,1
79.04,18.5913,1
79.045,18.3655,1
79.05,18.0786,1
79.055,17.0837,1
79.06,16.4307,1
79.065,15.2954,1
79.07,15.1367,1
79.075,15.6189,1
79.08,17.2852,1
79.085,18.9026,1
79.09,19.1895,1
79.095,19.3481,1
79.1,20.1172,1
79.105,20.6848,1
79.11,18.0481,1
79.115,15.2832,1
79.12,13.6536,1
79.125,12.6709,1
79.13,14.5203,1
79.135,16.3269,1
79.14,16.6626,1
79.145,16.0889,1
79.15,16.7725,1
79.155,18.3411,1
79.16,19.1162,1
79.165,19.0796,1
79.17,17.6697,1
79.175,16.5649,1
79.18,16.5649,1
79.185,17.9382,1
79.19,19.4641,1
79.195,18.7927,1
79.2,17.6514,1
79.205,15.5212,1
79.21,14.0015,1
79.215,15.5762,1
79.22,17.3401,1
79.225,16.2537,1
79.23,14.8865,1
79.235,14.0808,1
79.24,13.9954,1
79.245,13.4155,1
79.25,12.2253,1
79.255,11.6272,1
79.26,12.5671,1
79.265,13.5742,1
79.27,13.031,1
79.275,9.8999,1
79.28,7.01294,1
79.285,6.4209,1
79.29,8.04443,1
79.295,9.8938,1
79.3,9.47266,1
79.305,8.81958,1
79.31,8.12988,1
79.315,7.75757,1
79.32,6.7688,1
79.325,6.64063,1
79.33,8.59375,1
79.335,10.0708,1
79.34,9.18579,1
79.345,4.26636,1
79.35,5.78613,1
79.355,10.5347,1
79.36,14.3188,1
79.365,18.6035,1
79.37,26.5381,1
79.375,33.9783,1
79.38,39.5935,1
79.385,36.1633,1
79.39,29.8828,1
79.395,24.2249,1
79.4,22.7966,1
79.405,25.708,1
79.41,25.238,1
79.415,21.5881,1
79.42,16.8396,1
79.425,12.2742,1
79.43,6.13403,1
79.435,2.97241,1
79.44,3.00293,1
79.445,2.64893,1
79.45,1.53198,1
79.455,-0.335693,1
79.46,-1.28784,1
79.465,-2.52075,1
79.47,-2.86255,1
79.475,-5.85938,1
79.48,-6.78101,1
79.485,-5.22461,1
79.49,-3.9856,1
79.495,-5.37109,1
79.5,-6.84814,1
79.505,-6.34766,1
79.51,-6.65283,1
79.515,-7.73315,1
79.52,-8.20923,1
79.525,-7.1167,1
79.53,-6.75659,1
79.535,-6.7688,1
79.54,-6.45142,1
79.545,-7.33643,1
79.55,-7.53174,1
79.555,-6.35986,1
79.56,-6.14014,1
79.565,-5.43213,1
79.57,-4.26636,1
79.575,-4.12598,1
79.58,-4.98657,1
79.585,-5.48706,1
79.59,-5.57251,1
79.595,-4.74243,1
79.6,-4.92554,1
79.605,-5.70679,1
79.61,-6.68335,1
79.615,-6.2439,1
79.62,-5.00488,1
79.625,-3.69263,1
79.63,-3.48511,1
79.635,-6.61011,1
79.64,-8.12988,1
79.645,-7.22046,1
79.65,-7.47681,1
79.655,-7.43408,1
79.66,-7.08618,1
79.665,-8.45947,1
79.67,-11.4807,1
79.675,-13.3057,1
79.68,-13.4521,1
79.685,-11.7126,1
79.69,-7.76978,1
79.695,-6.58569,1
79.7,-8.12378,1
79.705,-7.36084,1
79.71,-7.2876,1
79.715,-7.09229,1
79.72,-6.43311,1
79.725,-7.56836,1
79.73,-7.8125,1
79.735,-6.86035,1
79.74,-5.10864,1
79.745,-4.01611,1
79.75,-2.84424,1
79.755,-0.238037,1
79.76,-0.671387,1
79.765,-2.20337,1
79.77,-2.00806,1
79.775,-0.738525,1
79.78,0.738525,1
79.785,2.61841,1
79.79,0.732422,1
79.795,-1.23291,1
79.8,-1.43433,1
79.805,-0.335693,1
79.81,1.34888,1
79.815,1.45264,1
79.82,-0.134277,1
79.825,-2.06299,1
79.83,-3.30811,1
79.835,-2.20337,1
79.84,-1.42212,1
79.845,-1.86768,1
79.85,-1.7395,1
79.855,-1.12915,1
79.86,-1.7395,1
79.865,-3.61938,1
79.87,-3.09448,1
79.875,-1.5686,1
79.88,-1.74561,1
79.885,-2.64282,1
79.89,-2.35596,1
79.895,-1.9165,1
79.9,-1.18408,1
79.905,0.231934,1
79.91,-0.805664,1
79.915,-2.19727,1
79.92,-1.15356,1
79.925,0.799561,1
79.93,1.64795,1
79.935,1.46484,1
79.94,1.62964,1
79.945,1.58691,1
79.95,0.982666,1
79.955,1.9104,1
79.96,3.51563,1
79.965,5.41992,1
79.97,6.14014,1
79.975,3.93066,1
79.98,-0.616455,1
79.985,-3.13721,1
79.99,-1.58081,1
79.995,1.02539,1
80,2.14844,1
80.005,2.30713,1
80.01,1.15967,1
80.015,0.201416,1
80.02,1.26343,1
80.025,0.67749,1
80.03,-1.53809,1
80.035,-0.0183105,1
80.04,2.45361,1
80.045,4.67529,1
80.05,5.57861,1
80.055,3.60107,1
80.06,1.69678,1
80.065,2.38647,1
80.07,3.57666,1
80.075,2.48413,1
80.08,-0.195313,1
80.085,-1.59912,1
80.09,-2.10571,1
80.095,-0.311279,1
80.1,2.14844,1
80.105,1.99585,1
80.11,0.146484,1
80.115,-1.84326,1
80.12,-1.89209,1
80.125,-3.00293,1
80.13,-2.28882,1
80.135,-0.256348,1
80.14,0.799561,1
80.145,1.23901,1
80.15,1.06201,1
80.155,-1.5625,1
80.16,-4.46167,1
80.165,-5.12085,1
80.17,-3.50952,1
80.175,-1.09253,1
80.18,0.57373,1
