sec,EEG
90.12,-3.56445
90.125,-6.97021
90.13,-5.34058
90.135,1.18408
90.14,5.93262
90.145,2.80151
90.15,-0.738525
90.155,-1.84937
90.16,-1.69067
90.165,-2.6001
90.17,-3.16162
90.175,-2.84424
90.18,-0.177002
90.185,2.86865
90.19,-3.07617
90.195,-7.44629
90.2,-8.72803
90.205,-2.9541
90.21,4.6875
90.215,10.3516
90.22,7.58057
90.225,0.939941
90.23,-0.341797
90.235,-0.146484
90.24,0.494385
90.245,1.00708
90.25,2.88086
90.255,0.244141
90.26,-4.47998
90.265,-3.93066
90.27,-0.726318
90.275,2.01416
90.28,1.60522
90.285,1.0376
90.29,-2.14233
90.295,-6.79932
90.3,-4.99878
90.305,-1.48315
90.31,-1.57471
90.315,-1.41602
90.32,1.12915
90.325,0.0793457
90.33,-0.250244
90.335,2.12402
90.34,2.19727
90.345,-1.65405
90.35,0.231934
90.355,3.97339
90.36,4.76074
90.365,4.27246
90.37,-0.43335
90.375,-4.32129
90.38,-4.21143
90.385,-1.64795
90.39,2.64893
90.395,5.02319
90.4,3.1311
90.405,-2.2583
90.41,-5.59692
90.415,-7.92236
90.42,-5.49927
90.425,-0.604248
90.43,1.49536
90.435,-1.61743
90.44,-1.51978
90.445,-1.67236
90.45,-4.14429
90.455,-3.25928
90.46,-4.92554
90.465,-7.03125
90.47,-2.70386
90.475,-0.726318
90.48,-3.06396
90.485,-6.80542
90.49,-9.50928
90.495,-11.8774
90.5,-7.4585
90.505,-5.63965
90.51,-5.15137
90.515,-4.10156
90.52,-6.95801
90.525,-6.61621
90.53,-4.00391
90.535,-1.71509
90.54,-0.756836
90.545,-0.0976563
90.55,-2.87476
90.555,-4.58984
90.56,-5.46875
90.565,-6.31104
90.57,-6.23169
90.575,-5.3894
90.58,-3.74756
90.585,-2.6062
90.59,-3.57056
90.595,-6.06079
90.6,-7.20215
90.605,-3.94897
90.61,-5.85938
90.615,-7.00073
90.62,-8.09937
90.625,-5.43213
90.63,-0.292969
90.635,2.23999
90.64,1.16577
90.645,-3.54004
90.65,-5.14526
90.655,-3.9917
90.66,-1.46484
90.665,-1.36108
90.67,-4.93774
90.675,-8.25195
90.68,-11.3403
90.685,-12.5366
90.69,-10.8276
90.695,-7.2937
90.7,-6.9397
90.705,-12.1887
90.71,-17.218
90.715,-16.2964
90.72,-12.8052
90.725,-7.52563
90.73,-6.63452
90.735,-8.69751
90.74,-7.00684
90.745,-6.93359
90.75,-9.21631
90.755,-10.7727
90.76,-11.2305
90.765,-8.39844
90.77,-7.69653
90.775,-8.23364
90.78,-10.5225
90.785,-12.3108
90.79,-9.80835
90.795,-7.01294
90.8,-10.7788
90.805,-13.916
90.81,-11.3586
90.815,-9.8938
90.82,-8.23975
90.825,-7.66602
90.83,-9.22241
90.835,-11.2915
90.84,-9.81445
90.845,-7.92236
90.85,-6.58569
90.855,-5.02319
90.86,-5.29785
90.865,-8.81348
90.87,-7.84912
90.875,-6.63452
90.88,-7.82471
90.885,-6.54907
90.89,-4.87061
90.895,-7.64771
90.9,-9.95483
90.905,-5.24902
90.91,-1.95313
90.915,-3.08228
90.92,-5.92041
90.925,-7.34253
90.93,-7.6416
90.935,-1.84326
90.94,2.70996
90.945,3.91846
90.95,-0.360107
90.955,-6.57959
90.96,-7.66602
90.965,-2.40479
90.97,3.90625
90.975,5.5481
90.98,2.7771
90.985,-3.88184
90.99,-8.41064
90.995,-4.20532
91,2.01416
91.005,3.9917
91.01,3.43018
91.015,1.51978
91.02,-3.35693
91.025,-5.9021
91.03,-4.6814
91.035,-0.817871
91.04,0.811768
91.045,0.88501
91.05,-2.03247
91.055,-2.4231
91.06,-2.16675
91.065,1.61133
91.07,0.268555
91.075,-3.32642
91.08,-4.96826
91.085,-2.50244
91.09,2.21558
91.095,5.58472
91.1,6.47583
91.105,2.88696
91.11,-4.60205
91.115,-9.49097
91.12,-7.65381
91.125,-5.40161
91.13,-4.3457
91.135,-5.16357
91.14,-6.75659
91.145,-5.79834
91.15,-4.47388
91.155,0.415039
91.16,2.6001
91.165,1.00708
91.17,2.39868
91.175,3.75977
91.18,-2.83813
91.185,-10.6323
91.19,-12.207
91.195,-10.9436
91.2,-7.56226
91.205,-3.45459
91.21,-3.302
91.215,-9.14917
91.22,-10.5225
91.225,-7.1228
91.23,-3.479
91.235,-0.518799
91.24,2.53906
91.245,5.43213
91.25,2.86255
91.255,-2.6062
91.26,-3.80249
91.265,-4.3457
91.27,-3.72925
91.275,-1.33667
91.28,-1.42822
91.285,-4.46167
91.29,-6.32324
91.295,-6.51245
91.3,-7.20825
91.305,-7.31812
91.31,-8.12378
91.315,-8.63647
91.32,-8.42285
91.325,-8.05054
91.33,-7.20825
91.335,-3.55225
91.34,-4.55322
91.345,-7.73315
91.35,-6.10962
91.355,-4.12598
91.36,-3.85132
91.365,-5.12695
91.37,-8.8501
91.375,-10.9009
91.38,-4.91943
91.385,-2.03857
91.39,-4.84009
91.395,-7.15332
91.4,-11.4868
91.405,-11.8103
91.41,-7.19604
91.415,-4.8584
91.42,-8.3252
91.425,-10.0525
91.43,-9.47266
91.435,-6.79932
91.44,-4.38232
91.445,-2.88086
91.45,-1.13525
91.455,-4.24805
91.46,-9.46655
91.465,-10.4187
91.47,-8.69141
91.475,-6.79932
91.48,-2.37427
91.485,-2.10571
91.49,-8.3252
91.495,-12.6038
91.5,-9.51538
91.505,-3.76587
91.51,-0.708008
91.515,-2.51465
91.52,-5.05981
91.525,-7.01904
91.53,-6.84204
91.535,-2.02637
91.54,0.805664
91.545,-1.67847
91.55,-4.60205
91.555,-6.18896
91.56,-7.59888
91.565,-5.64575
91.57,-2.37427
91.575,-0.994873
91.58,-3.28979
91.585,-5.0354
91.59,-5.01709
91.595,-7.62939
91.6,-8.74634
91.605,-7.17163
91.61,-7.65991
91.615,-8.66089
91.62,-6.53076
91.625,-6.82983
91.63,-8.36182
91.635,-8.5083
91.64,-10.0525
91.645,-11.9141
91.65,-7.67822
91.655,-0.628662
91.66,0.549316
91.665,-1.16577
91.67,-3.65601
91.675,-2.4292
91.68,-0.189209
91.685,-0.354004
91.69,-1.69067
91.695,-4.80957
91.7,-6.48804
91.705,-3.10669
91.71,-2.0874
91.715,-3.90625
91.72,-5.99365
91.725,-8.58154
91.73,-9.66797
91.735,-6.47583
91.74,-2.41699
91.745,1.59912
91.75,-0.88501
91.755,-3.83301
91.76,-2.05078
91.765,3.8147
91.77,9.61304
91.775,6.17065
91.78,-2.40479
91.785,-9.11865
91.79,-8.61206
91.795,-3.88794
91.8,-1.66626
91.805,-3.36914
91.81,-5.50537
91.815,-8.1604
91.82,-5.67017
91.825,-2.0874
91.83,-1.84937
91.835,-3.74756
91.84,-5.37109
91.845,-8.25195
91.85,-8.95996
91.855,-8.5022
91.86,-9.11865
91.865,-7.91626
91.87,-9.58862
91.875,-9.62524
91.88,-10.4187
91.885,-10.8337
91.89,-11.2854
91.895,-11.4502
91.9,-10.376
91.905,-9.78394
91.91,-10.3333
91.915,-11.1755
91.92,-9.729
91.925,-11.5051
91.93,-12.5854
91.935,-11.8835
91.94,-13.4827
91.945,-13.1348
91.95,-11.7188
91.955,-11.1877
91.96,-8.49609
91.965,-9.77173
91.97,-7.39136
91.975,-5.92651
91.98,-8.11157
91.985,-8.65479
91.99,-8.66699
91.995,-9.82056
92,-9.57642
92.005,-6.84814
92.01,-7.9895
92.015,-12.5
92.02,-16.1194
92.025,-18.3899
92.03,-16.4795
92.035,-12.0911
92.04,-11.7432
92.045,-14.0076
92.05,-15.2527
92.055,-14.3005
92.06,-10.6934
92.065,-8.06274
92.07,-9.80225
92.075,-13.2385
92.08,-12.6038
92.085,-12.7563
92.09,-12.6892
92.095,-13.5803
92.1,-14.9963
92.105,-15.387
92.11,-13.1531
92.115,-11.4075
92.12,-10.7056
92.125,-10.0159
92.13,-9.18579
92.135,-5.56641
92.14,-4.39453
92.145,-2.73438
92.15,0.927734
92.155,7.83081
92.16,10.022
92.165,9.11255
92.17,6.33545
92.175,2.62451
92.18,2.65503
92.185,0.744629
92.19,0.0732422
92.195,1.03149
92.2,-2.75269
92.205,-5.53589
92.21,-6.15234
92.215,-5.50537
92.22,0.653076
92.225,7.6416
92.23,4.49829
92.235,-5.48096
92.24,-13.4216
92.245,-14.5569
92.25,-10.6323
92.255,-0.0183105
92.26,6.26831
92.265,-1.75171
92.27,-8.00171
92.275,-10.4004
92.28,-7.43408
92.285,-5.07813
92.29,-2.68555
92.295,-1.36719
92.3,-2.73438
92.305,-4.40674
92.31,-4.14429
92.315,-4.94385
92.32,-5.12085
92.325,1.08643
92.33,3.19214
92.335,-0.994873
92.34,-5.81055
92.345,-7.70264
92.35,-8.13599
92.355,-6.80542
92.36,0.512695
92.365,3.9856
92.37,0.0488281
92.375,-3.25317
92.38,-7.32422
92.385,-11.4868
92.39,-11.4807
92.395,-9.19189
92.4,-4.98657
92.405,0.421143
92.41,3.80859
92.415,-0.0183105
92.42,-3.26538
92.425,-3.8147
92.43,-3.72925
92.435,-4.42505
92.44,-6.92749
92.445,-6.14014
92.45,-3.05176
92.455,0.341797
92.46,1.17188
92.465,-0.115967
92.47,-2.47192
92.475,-2.53296
92.48,-1.44043
92.485,-1.06201
92.49,-1.96533
92.495,-2.92358
92.5,-4.3396
92.505,-3.58276
92.51,-1.94092
92.515,-1.87988
92.52,-3.15552
92.525,-4.67529
92.53,-5.82886
92.535,-5.81665
92.54,-2.63672
92.545,-3.83301
92.55,-5.10254
92.555,-6.7749
92.56,-6.88477
92.565,-5.96313
92.57,-1.09863
92.575,-5.25513
92.58,-11.9812
92.585,-11.9385
92.59,-10.3455
92.595,-4.59595
92.6,-0.0793457
92.605,0.561523
92.61,1.68457
92.615,-0.0305176
92.62,-3.11279
92.625,-6.29883
92.63,-3.24707
92.635,1.30005
92.64,5.07813
92.645,5.896
92.65,2.52075
92.655,-4.21143
92.66,-9.06372
92.665,-8.08716
92.67,-5.16968
92.675,0.769043
92.68,5.49927
92.685,-0.543213
92.69,-6.66504
92.695,-7.64771
92.7,-5.45654
92.705,-1.88599
92.71,2.7771
92.715,3.03955
92.72,1.24512
92.725,-3.53394
92.73,-8.20313
92.735,-7.9895
92.74,-5.3894
92.745,-2.50244
92.75,-2.70996
92.755,-4.28467
92.76,-4.37622
92.765,-5.40771
92.77,-4.27856
92.775,-4.78516
92.78,-4.80347
92.785,-3.9978
92.79,-5.06592
92.795,-4.23584
92.8,-0.616455
92.805,-1.37939
92.81,-3.6499
92.815,-6.90918
92.82,-9.51538
92.825,-5.65796
92.83,-3.41797
92.835,-5.82275
92.84,-9.22241
92.845,-9.63135
92.85,-9.24683
92.855,-7.72095
92.86,-8.95996
92.865,-10.6934
92.87,-11.9507
92.875,-8.17871
92.88,-8.19092
92.885,-10.2112
92.89,-11.2549
92.895,-8.41675
92.9,-3.83301
92.905,-3.96118
92.91,-5.34668
92.915,-4.94385
92.92,-4.03442
92.925,-2.86865
92.93,-5.62134
92.935,-8.39844
92.94,-8.17261
92.945,-2.58179
92.95,2.72827
92.955,0.531006
92.96,-3.87573
92.965,-5.01709
92.97,-4.74243
92.975,-3.05786
92.98,-1.62354
92.985,-0.170898
92.99,-0.335693
92.995,0.286865
93,-1.71509
93.005,-6.73218
93.01,-8.22144
93.015,-7.38525
93.02,-3.60107
93.025,0.0549316
93.03,2.88086
93.035,3.22266
93.04,4.04663
93.045,2.55737
93.05,-3.02124
93.055,-8.29468
93.06,-9.8938
93.065,-7.6355
93.07,-2.93579
93.075,0.726318
93.08,-1.22681
93.085,-4.35181
93.09,-4.19312
93.095,-3.6377
93.1,-5.77393
93.105,-7.62939
93.11,-8.20313
93.115,-9.18579
93.12,-7.42798
93.125,-5.2063
93.13,-4.13208
93.135,-4.31519
93.14,-4.24805
93.145,-4.71802
93.15,-2.69775
93.155,-1.62354
93.16,-1.62354
93.165,-1.53809
93.17,-3.39966
93.175,-6.47583
93.18,-7.38525
93.185,-7.37915
93.19,-9.30176
93.195,-11.0291
93.2,-11.0352
93.205,-8.39233
93.21,-1.31836
93.215,0.0488281
93.22,-6.64673
93.225,-14.4165
93.23,-20.9412
93.235,-22.2595
93.24,-17.0593
93.245,-14.4653
93.25,-14.6118
93.255,-13.7634
93.26,-16.0461
93.265,-17.9199
93.27,-18.9758
93.275,-19.7021
93.28,-14.7095
93.285,-11.261
93.29,-13.3606
93.295,-14.8438
93.3,-15.3259
93.305,-16.0461
93.31,-15.9973
93.315,-15.5457
93.32,-16.1682
93.325,-15.4785
93.33,-11.2915
93.335,-7.84302
93.34,-7.36084
93.345,-7.78198
93.35,-7.03735
93.355,-6.37817
93.36,-6.55518
93.365,-7.72705
93.37,-7.92847
93.375,-8.54492
93.38,-8.05054
93.385,-8.11768
93.39,-5.84106
93.395,-3.02734
93.4,-0.671387
93.405,-0.994873
93.41,-4.79126
93.415,-8.98438
93.42,-10.1685
93.425,-10.6323
93.43,-5.84717
93.435,0.189209
93.44,4.29077
93.445,4.02222
93.45,1.5686
93.455,-0.415039
93.46,-1.37329
93.465,0.250244
93.47,2.6001
93.475,2.09961
93.48,2.64893
93.485,6.99463
93.49,9.66797
93.495,12.2375
93.5,11.4258
93.505,6.2439
93.51,0.354004
93.515,-4.00391
93.52,-3.24097
93.525,-0.897217
93.53,1.0437
93.535,-0.512695
93.54,-1.76392
93.545,1.46484
93.55,2.96631
93.555,0.482178
93.56,-0.463867
93.565,0.823975
93.57,1.69067
93.575,3.63159
93.58,4.81567
93.585,4.8645
93.59,4.49829
93.595,4.52881
93.6,5.11475
93.605,4.10767
93.61,3.46069
93.615,4.5166
93.62,2.33765
93.625,-1.92871
93.63,-2.09961
93.635,1.95313
93.64,7.1228
93.645,5.65796
93.65,0.0366211
93.655,-3.75366
93.66,-6.073
93.665,-3.90015
93.67,-2.40479
93.675,-1.18408
93.68,2.78931
93.685,7.89795
93.69,12.2375
93.695,17.4805
93.7,14.3799
93.705,19.1101
93.71,32.251
93.715,37.8235
93.72,33.2458
93.725,27.594
93.73,15.5823
93.735,11.4685
93.74,16.98
93.745,24.2493
93.75,20.8557
93.755,13.0737
93.76,7.03125
93.765,1.24512
93.77,1.42212
93.775,3.75366
93.78,-0.457764
93.785,-3.88184
93.79,-3.71704
93.795,-1.86157
93.8,-1.23901
93.805,-2.52686
93.81,-4.14429
93.815,-6.05469
93.82,-10.6201
93.825,-11.3708
93.83,-9.93652
93.835,-10.6445
93.84,-9.86328
93.845,-8.00171
93.85,-5.45654
93.855,-4.87671
93.86,-7.09229
93.865,-10.8765
93.87,-14.4043
93.875,-13.4888
93.88,-7.38525
93.885,-3.32031
93.89,-6.90918
93.895,-13.8489
93.9,-18.7317
93.905,-18.4875
93.91,-11.7432
93.915,-6.06689
93.92,-5.67627
93.925,-8.77686
93.93,-9.99756
93.935,-7.66602
93.94,-6.33545
93.945,-5.40161
93.95,-8.00171
93.955,-11.7249
93.96,-13.6658
93.965,-13.1958
93.97,-9.91821
93.975,-5.87158
93.98,-4.47998
93.985,-6.87866
93.99,-13.5132
93.995,-14.1479
94,-8.84399
94.005,-4.46777
94.01,-2.39258
94.015,0.512695
94.02,-0.0610352
94.025,-4.6875
94.03,-9.58862
94.035,-9.93652
94.04,-7.56836
94.045,-3.83911
94.05,-4.98047
94.055,-6.26221
94.06,-7.68433
94.065,-7.8064
94.07,-7.50732
94.075,-5.5481
94.08,-4.97437
94.085,-3.63159
94.09,-2.67334
94.095,-3.18604
94.1,-5.35889
94.105,-2.38647
94.11,1.44653
94.115,-1.23901
94.12,-5.32227
94.125,-6.84814
94.13,-5.88989
94.135,-1.25732
94.14,4.29077
94.145,3.48511
94.15,-3.90015
94.155,-8.23975
94.16,-7.07397
94.165,-3.4729
94.17,-1.70898
94.175,0.695801
94.18,-1.68457
94.185,-4.38843
94.19,-5.09644
94.195,-5.14526
94.2,-4.24194
94.205,-1.26953
94.21,-0.158691
94.215,-0.872803
94.22,-3.83301
94.225,-5.77393
94.23,-5.9082
94.235,-2.32544
94.24,-2.6001
94.245,-6.20728
94.25,-7.92236
94.255,-7.4707
94.26,-4.87671
94.265,-0.0671387
94.27,-0.878906
94.275,-5.59082
94.28,-9.11255
94.285,-6.83594
94.29,-7.79419
94.295,-9.8938
94.3,-7.32422
94.305,-3.24707
94.31,-1.0437
94.315,-1.89819
94.32,-2.83203
94.325,-2.66724
94.33,0.311279
94.335,3.8269
94.34,0.531006
94.345,-0.0610352
94.35,-2.05078
94.355,-1.30005
94.36,-2.17285
94.365,-6.73218
94.37,-8.12988
94.375,-2.33765
94.38,-0.897217
94.385,-1.95923
94.39,-1.75171
94.395,1.11694
94.4,-0.463867
94.405,-4.84619
94.41,-7.67212
94.415,-9.73511
94.42,-6.22559
94.425,1.26953
94.43,3.02124
94.435,0.860596
94.44,-3.33862
94.445,-5.52368
94.45,-4.11987
94.455,-2.33765
94.46,0.280762
94.465,-2.53906
94.47,-1.82495
94.475,0.805664
94.48,0.0427246
94.485,-2.6001
94.49,-1.77002
94.495,-0.708008
94.5,2.86255
94.505,8.12988
94.51,7.26929
94.515,1.34277
94.52,-1.51978
94.525,-0.341797
94.53,-0.305176
94.535,-6.15234
94.54,-6.89697
94.545,-4.65088
94.55,-2.81982
94.555,3.33862
94.56,6.29883
94.565,4.61426
94.57,2.58789
94.575,0.616455
94.58,-1.96533
94.585,-0.45166
94.59,0.689697
94.595,0.0854492
94.6,-1.66626
94.605,-1.58691
94.61,3.89404
94.615,6.51855
94.62,9.60693
94.625,9.66187
94.63,5.81665
94.635,2.01416
94.64,2.18506
94.645,2.15454
94.65,2.7832
94.655,6.073
94.66,6.67114
94.665,3.58887
94.67,1.17798
94.675,-1.67236
94.68,3.24097
94.685,5.04761
94.69,1.84937
94.695,-1.42212
94.7,-5.49316
94.705,-8.63037
94.71,-4.25415
94.715,3.36304
94.72,5.91431
94.725,8.79517
94.73,10.5774
94.735,8.14819
94.74,1.42212
94.745,-0.0427246
94.75,3.40576
94.755,6.33545
94.76,9.03931
94.765,7.19604
94.77,2.34375
94.775,1.13525
94.78,3.00903
94.785,3.33862
94.79,1.81274
94.795,1.34277
94.8,1.08032
94.805,2.58179
94.81,3.53394
94.815,3.75977
94.82,0.0610352
94.825,1.01318
94.83,3.76587
94.835,5.35889
94.84,2.73438
94.845,1.03149
94.85,-2.41089
94.855,-5.2124
94.86,-1.75781
94.865,1.72729
94.87,2.90527
94.875,2.94189
94.88,-1.29395
94.885,-3.46069
94.89,-4.22974
94.895,-5.70679
94.9,-1.16577
94.905,1.82495
94.91,-5.41382
94.915,-10.0586
94.92,-11.1084
94.925,-7.84912
94.93,-0.402832
94.935,3.21045
94.94,3.97339
94.945,-2.64893
94.95,-9.25903
94.955,-10.3394
94.96,-11.084
94.965,-6.75049
94.97,1.07422
94.975,7.08008
94.98,2.4353
94.985,-6.43311
94.99,-12.7319
94.995,-10.2905
95,-6.30493
95.005,0.360107
95.01,3.03345
95.015,-0.183105
95.02,-4.38232
95.025,-3.35083
95.03,-0.183105
95.035,0.952148
95.04,-1.00098
95.045,-0.0793457
95.05,4.38843
95.055,0.665283
95.06,-1.9165
95.065,-3.84521
95.07,-4.85229
95.075,-3.03345
95.08,-1.83105
95.085,-0.183105
95.09,0.219727
95.095,5.65186
95.1,5.53589
95.105,-0.354004
95.11,-5.5481
95.115,-6.82373
95.12,-4.60205
95.125,-0.78125
95.13,-2.56348
95.135,-5.3772
95.14,-7.97729
95.145,-9.92432
95.15,-11.0046
95.155,-8.88062
95.16,-3.19214
95.165,-0.982666
95.17,-2.2583
95.175,-5.87158
95.18,-6.11572
95.185,-4.09546
95.19,-2.68555
95.195,-3.79639
95.2,-4.73633
95.205,-6.45752
95.21,-6.70776
95.215,-3.77197
95.22,-2.72217
95.225,-2.83813
95.23,-4.95605
95.235,-5.62134
95.24,-5.10254
95.245,-5.01099
95.25,-3.46069
95.255,-3.90625
95.26,-5.47485
95.265,-6.93359
95.27,-8.03833
95.275,-7.04956
95.28,-2.69165
95.285,3.17383
95.29,0.537109
95.295,-8.07495
95.3,-12.677
95.305,-8.5083
95.31,-1.2085
95.315,3.79639
95.32,3.9856
95.325,-0.891113
95.33,-3.15552
95.335,-3.08228
95.34,-4.69971
95.345,-5.83496
95.35,-4.47388
95.355,-1.10474
95.36,-1.66626
95.365,0.378418
95.37,2.27051
95.375,-0.244141
95.38,-1.13525
95.385,-1.31226
95.39,-4.76685
95.395,-6.57959
95.4,-4.91333
95.405,-4.42505
95.41,-3.86353
95.415,-1.28784
95.42,-2.23999
95.425,-4.41895
95.43,-4.96826
95.435,-5.34058
95.44,-2.58789
95.445,-2.4353
95.45,-5.62134
95.455,-8.34351
95.46,-7.9834
95.465,-5.7251
95.47,-1.70288
95.475,0.292969
95.48,-2.88086
95.485,-7.48901
95.49,-7.23267
95.495,-4.05884
95.5,-2.29492
95.505,-0.408936
95.51,1.75171
95.515,2.01416
95.52,1.89819
95.525,-0.787354
95.53,-4.99268
95.535,-5.96924
95.54,-3.77808
95.545,0.0305176
95.55,0.354004
95.555,-1.39771
95.56,-1.79443
95.565,-0.616455
95.57,-2.97852
95.575,-1.42212
95.58,-1.09253
95.585,-5.59692
95.59,-6.79932
95.595,-5.74951
95.6,-5.7312
95.605,-2.11182
95.61,-1.58081
95.615,-2.00195
95.62,-0.909424
95.625,-4.10156
95.63,-6.71387
95.635,-7.76978
95.64,-6.81152
95.645,-3.70483
95.65,1.47095
95.655,4.40674
95.66,-0.952148
95.665,-7.05566
95.67,-6.30493
95.675,-2.20337
95.68,-0.982666
95.685,0.732422
95.69,1.53198
95.695,-4.25415
95.7,-5.84717
95.705,-4.18701
95.71,-3.302
95.715,-3.8147
95.72,-3.88794
95.725,-1.26953
95.73,0.0671387
95.735,-1.31836
95.74,-1.92261
95.745,-2.45361
95.75,-2.00195
95.755,-0.952148
95.76,-4.26025
95.765,-9.67407
95.77,-12.1887
95.775,-11.554
95.78,-6.61621
95.785,-4.52881
95.79,-7.15332
95.795,-5.37109
95.8,-4.47388
95.805,-6.12183
95.81,-10.0952
95.815,-14.8193
95.82,-14.2456
95.825,-10.2966
95.83,-7.13501
95.835,-5.81055
95.84,-7.6355
95.845,-8.14209
95.85,-8.02002
95.855,-8.12988
95.86,-10.4248
95.865,-11.8103
95.87,-7.96509
95.875,-2.58179
95.88,-1.32446
95.885,-2.73438
95.89,-6.91528
95.895,-10.5286
95.9,-9.00269
95.905,-5.27344
95.91,-2.4292
95.915,-3.95508
95.92,-9.61304
95.925,-12.7625
95.93,-13.324
95.935,-8.29468
95.94,-2.0813
95.945,1.48926
95.95,-1.9165
95.955,-11.6089
95.96,-17.7002
95.965,-14.4714
95.97,-8.23975
95.975,-3.73535
95.98,0.65918
95.985,-3.49731
95.99,-8.05054
95.995,-8.12378
96,-5.64575
96.005,-4.46167
96.01,-5.3894
96.015,-4.71191
96.02,-4.66919
96.025,-3.8208
96.03,-4.13208
96.035,-6.13403
96.04,-4.57153
96.045,-3.55225
96.05,-3.28369
96.055,-2.70386
96.06,-4.1626
96.065,-9.99756
96.07,-10.7117
96.075,-10.2966
96.08,-9.88159
96.085,-5.2063
96.09,-0.750732
96.095,-2.27661
96.1,-6.03027
96.105,-9.83887
96.11,-10.2356
96.115,-3.78418
96.12,-1.62354
96.125,-4.37012
96.13,-6.84204
96.135,-11.145
96.14,-12.7991
96.145,-11.1328
96.15,-8.61206
96.155,-6.57959
96.16,-5.92041
96.165,-8.38013
96.17,-10.5347
96.175,-8.45947
96.18,-7.59888
96.185,-5.80444
96.19,-4.95605
96.195,-5.45654
96.2,-4.01611
96.205,-2.64282
96.21,-4.14429
96.215,-5.13916
96.22,-2.15454
96.225,-2.2522
96.23,-5.62744
96.235,-8.03223
96.24,-5.09644
96.245,-2.14233
96.25,2.68555
96.255,7.38525
96.26,3.125
96.265,-1.9104
96.27,-2.24609
96.275,-3.53394
96.28,-1.36719
96.285,1.96533
96.29,3.49731
96.295,-0.00610352
96.3,-1.0498
96.305,4.29077
96.31,9.05762
96.315,9.96094
96.32,7.42798
96.325,1.71509
96.33,-2.04468
96.335,-1.11084
96.34,0.384521
96.345,4.13208
96.35,4.19312
96.355,3.07007
96.36,2.6001
96.365,-0.897217
96.37,-0.158691
96.375,0.268555
96.38,-1.06201
96.385,-2.38037
96.39,-1.48926
96.395,-3.25928
96.4,-4.95605
96.405,-3.84521
96.41,-1.55029
96.415,-2.31323
96.42,-1.80054
96.425,-2.47192
96.43,-4.26025
96.435,-4.29077
96.44,0.183105
96.445,1.74561
96.45,2.03857
96.455,0.775146
96.46,0.0549316
96.465,-0.65918
96.47,-1.75171
96.475,0.592041
96.48,2.948
96.485,0.915527
96.49,1.5686
96.495,2.37427
96.5,0.0732422
96.505,-2.97241
96.51,-3.07617
96.515,-2.81982
96.52,-6.51245
96.525,-7.55615
96.53,-5.93872
96.535,-5.33447
96.54,-3.94897
96.545,-0.860596
96.55,-3.53394
96.555,-8.91113
96.56,-8.69751
96.565,-6.68945
96.57,-3.8208
96.575,-2.63062
96.58,-1.70288
96.585,-5.48706
96.59,-7.96509
96.595,-7.73315
96.6,-7.34863
96.605,-8.92944
96.61,-8.94775
96.615,-1.72729
96.62,-2.58179
96.625,-10.1135
96.63,-16.3208
96.635,-20.1111
96.64,-15.9302
96.645,-7.01294
96.65,-5.53589
96.655,-9.36279
96.66,-13.7268
96.665,-11.3098
96.67,-8.94775
96.675,-7.65991
96.68,-10.4065
96.685,-9.96094
96.69,-5.41382
96.695,-7.34253
96.7,-9.00879
96.705,-7.03125
96.71,-8.31909
96.715,-7.22046
96.72,-4.70581
96.725,-7.96509
96.73,-10.2539
96.735,-9.61914
96.74,-6.83594
96.745,-6.14014
96.75,-7.55615
96.755,-8.30078
96.76,-9.30176
96.765,-11.9141
96.77,-12.8601
96.775,-10.3088
96.78,-5.49316
96.785,-4.12598
96.79,-4.41895
96.795,-6.87256
96.8,-12.5122
96.805,-16.6748
96.81,-15.0696
96.815,-10.3821
96.82,-8.05054
96.825,-7.26318
96.83,-9.021
96.835,-11.8652
96.84,-14.032
96.845,-13.7512
96.85,-11.8774
96.855,-11.554
96.86,-11.9324
96.865,-13.0676
96.87,-12.146
96.875,-12.6099
96.88,-12.2803
96.885,-12.4512
96.89,-11.6821
96.895,-16.8213
96.9,-17.041
96.905,-13.031
96.91,-14.1602
96.915,-14.9292
96.92,-13.3118
96.925,-13.6597
96.93,-12.677
96.935,-12.3535
96.94,-10.8276
96.945,-9.14917
96.95,-11.5967
96.955,-14.8438
96.96,-16.4551
96.965,-16.6809
96.97,-13.3423
96.975,-12.1704
96.98,-11.7981
96.985,-11.0413
96.99,-11.7065
96.995,-11.6821
97,-11.4563
97.005,-13.6169
97.01,-13.269
97.015,-11.1084
97.02,-7.26929
97.025,-3.19214
97.03,-3.79639
97.035,-5.65186
97.04,-8.59375
97.045,-5.896
97.05,-0.55542
97.055,-4.38232
97.06,-10.675
97.065,-16.9556
97.07,-16.8579
97.075,-7.04346
97.08,1.61743
97.085,1.51978
97.09,-5.99976
97.095,-7.89795
97.1,-6.06079
97.105,-6.02417
97.11,-7.42798
97.115,-6.01196
97.12,-7.68433
97.125,-7.26318
97.13,-3.96118
97.135,-3.479
97.14,-5.63354
97.145,-5.48706
97.15,-6.03638
97.155,-9.22241
97.16,-9.15527
97.165,-6.7749
97.17,-5.35278
97.175,-6.25
97.18,-6.46973
97.185,-6.30493
97.19,-5.93262
97.195,-3.57056
97.2,-2.54517
97.205,-2.39258
97.21,0.402832
97.215,-1.78223
97.22,-5.9021
97.225,-10.9741
97.23,-11.9873
97.235,-8.79517
97.24,-5.69458
97.245,-3.2959
97.25,-2.70386
97.255,-4.87061
97.26,-6.98853
97.265,-8.42285
97.27,-7.84912
