sec,EEG,ID
63.195,16.7236,1
63.2,12.1582,1
63.205,10.8521,1
63.21,10.4614,1
63.215,7.79419,1
63.22,3.6438,1
63.225,-1.94702,1
63.23,-5.15747,1
63.235,-6.86035,1
63.24,-7.62329,1
63.245,-5.57251,1
63.25,-3.52173,1
63.255,-0.592041,1
63.26,1.2146,1
63.265,4.22363,1
63.27,6.23779,1
63.275,7.51953,1
63.28,10.5347,1
63.285,14.9963,1
63.29,22.229,1
63.295,28.6316,1
63.3,30.3162,1
63.305,30.9204,1
63.31,34.4727,1
63.315,37.9517,1
63.32,37.2437,1
63.325,32.4036,1
63.33,25.6104,1
63.335,19.5007,1
63.34,19.6228,1
63.345,22.5586,1
63.35,20.8618,1
63.355,15.0696,1
63.36,8.55713,1
63.365,3.94897,1
63.37,1.19629,1
63.375,-1.37329,1
63.38,-5.21851,1
63.385,-10.5469,1
63.39,-15.5273,1
63.395,-21.2891,1
63.4,-25.6836,1
63.405,-29.0955,1
63.41,-34.1309,1
63.415,-38.3545,1
63.42,-42.1204,1
63.425,-44.4824,1
63.43,-44.2932,1
63.435,-44.0674,1
63.44,-45.2637,1
63.445,-46.5149,1
63.45,-45.6116,1
63.455,-44.6106,1
63.46,-45.6665,1
63.465,-48.2361,1
63.47,-52.0813,1
63.475,-52.0081,1
63.48,-49.9023,1
63.485,-49.4812,1
63.49,-51.3977,1
63.495,-55.4749,1
63.5,-58.2031,1
63.505,-58.6792,1
63.51,-57.428,1
63.515,-55.5054,1
63.52,-54.3579,1
63.525,-50.3845,1
63.53,-46.7896,1
63.535,-45.4407,1
63.54,-45.3308,1
63.545,-45.5994,1
63.55,-44.22,1
63.555,-43.7744,1
63.56,-45.4712,1
63.565,-47.2473,1
63.57,-48.7122,1
63.575,-47.8516,1
63.58,-46.7468,1
63.585,-46.991,1
63.59,-48.0286,1
63.595,-46.1975,1
63.6,-43.2678,1
63.605,-42.2607,1
63.61,-41.7114,1
63.615,-41.4551,1
63.62,-39.9719,1
63.625,-36.8042,1
63.63,-35.4675,1
63.635,-35.3699,1
63.64,-34.79,1
63.645,-34.5764,1
63.65,-34.845,1
63.655,-37.6465,1
63.66,-36.6333,1
63.665,-33.0078,1
63.67,-32.6355,1
63.675,-32.7026,1
63.68,-34.1736,1
63.685,-36.322,1
63.69,-36.2305,1
63.695,-33.0139,1
63.7,-31.3599,1
63.705,-32.1655,1
63.71,-32.4158,1
63.715,-32.8613,1
63.72,-33.0994,1
63.725,-31.6467,1
63.73,-31.5979,1
63.735,-32.1899,1
63.74,-32.6111,1
63.745,-32.0557,1
63.75,-29.7424,1
63.755,-28.656,1
63.76,-29.3823,1
63.765,-31.665,1
63.77,-32.605,1
63.775,-30.0842,1
63.78,-27.6245,1
63.785,-26.4465,1
63.79,-28.5156,1
63.795,-30.5054,1
63.8,-30.0171,1
63.805,-28.6194,1
63.81,-24.7375,1
63.815,-24.408,1
63.82,-29.1382,1
63.825,-32.2693,1
63.83,-33.7708,1
63.835,-35.3699,1
63.84,-35.6445,1
63.845,-34.8511,1
63.85,-35.2722,1
63.855,-32.5378,1
63.86,-30.4138,1
63.865,-30.1331,1
63.87,-29.8218,1
63.875,-30.7861,1
63.88,-31.8054,1
63.885,-31.9092,1
63.89,-28.2959,1
63.895,-26.4709,1
63.9,-27.179,1
63.905,-28.2959,1
63.91,-29.7607,1
63.915,-31.0913,1
63.92,-29.0283,1
63.925,-26.9714,1
63.93,-27.1973,1
63.935,-27.6184,1
63.94,-27.2644,1
63.945,-26.1597,1
63.95,-24.0601,1
63.955,-20.9595,1
63.96,-17.7307,1
63.965,-16.4185,1
63.97,-18.1396,1
63.975,-20.6787,1
63.98,-22.9736,1
63.985,-24.2249,1
63.99,-24.6948,1
63.995,-23.5107,1
64,-20.9595,1
64.005,-19.5557,1
64.01,-19.2566,1
64.015,-20.7642,1
64.02,-23.7,1
64.025,-26.2939,1
64.03,-28.064,1
64.035,-25.592,1
64.04,-20.8313,1
64.045,-18.0908,1
64.05,-18.7866,1
64.055,-20.4407,1
64.06,-20.9717,1
64.065,-20.3369,1
64.07,-19.342,1
64.075,-18.042,1
64.08,-16.7542,1
64.085,-18.6157,1
64.09,-18.3899,1
64.095,-16.6443,1
64.1,-16.4368,1
64.105,-17.5903,1
64.11,-17.9321,1
64.115,-16.5344,1
64.12,-15.8569,1
64.125,-16.3513,1
64.13,-15.0879,1
64.135,-14.0015,1
64.14,-14.2395,1
64.145,-15.2832,1
64.15,-15.1978,1
64.155,-15.7898,1
64.16,-15.0208,1
64.165,-13.092,1
64.17,-13.3179,1
64.175,-14.2273,1
64.18,-12.1704,1
64.185,-9.82666,1
64.19,-9.13086,1
64.195,-9.0271,1
64.2,-7.8186,1
64.205,-5.35278,1
64.21,-3.66821,1
64.215,-4.32739,1
64.22,-3.88794,1
64.225,-2.12402,1
64.23,0.256348,1
64.235,0.0549316,1
64.24,-1.2207,1
64.245,-1.11694,1
64.25,-0.714111,1
64.255,-0.927734,1
64.26,-0.531006,1
64.265,-1.59302,1
64.27,-2.14844,1
64.275,-2.91138,1
64.28,-5.0415,1
64.285,-6.43921,1
64.29,-6.56738,1
64.295,-4.83398,1
64.3,-4.47388,1
64.305,-3.6499,1
64.31,-1.5686,1
64.315,-1.26343,1
64.32,-2.53296,1
64.325,-3.65601,1
64.33,-4.6814,1
64.335,-4.44336,1
64.34,-4.00391,1
64.345,-4.73022,1
64.35,-4.08936,1
64.355,-3.51563,1
64.36,-6.48193,1
64.365,-8.35571,1
64.37,-8.47778,1
64.375,-6.31714,1
64.38,-4.3335,1
64.385,-3.39355,1
64.39,-4.27856,1
64.395,-7.09839,1
64.4,-7.31812,1
64.405,-5.09033,1
64.41,-4.27246,1
64.415,-5.23682,1
64.42,-5.46265,1
64.425,-5.02319,1
64.43,-5.76172,1
64.435,-8.28857,1
64.44,-11.2244,1
64.445,-15.8752,1
64.45,-15.0757,1
64.455,-7.47681,1
64.46,-0.994873,1
64.465,2.6001,1
64.47,3.58887,1
64.475,3.36304,1
64.48,3.04565,1
64.485,2.94189,1
64.49,1.17798,1
64.495,-0.366211,1
64.5,0.305176,1
64.505,1.72119,1
64.51,1.12915,1
64.515,0.787354,1
64.52,-0.128174,1
64.525,-0.720215,1
64.53,1.12305,1
64.535,2.74048,1
64.54,3.33252,1
64.545,3.91846,1
64.55,4.5105,1
64.555,5.896,1
64.56,9.03931,1
64.565,11.3892,1
64.57,12.3291,1
64.575,14.6057,1
64.58,14.5874,1
64.585,16.3391,1
64.59,18.335,1
64.595,16.7908,1
64.6,22.7356,1
64.605,31.3721,1
64.61,39.6179,1
64.615,45.9839,1
64.62,48.8037,1
64.625,50.6287,1
64.63,55.1819,1
64.635,63.1165,1
64.64,66.3818,1
64.645,62.9395,1
64.65,58.7097,1
64.655,55.7861,1
64.66,51.8738,1
64.665,45.1233,1
64.67,36.084,1
64.675,26.8494,1
64.68,20.575,1
64.685,14.1968,1
64.69,8.30688,1
64.695,4.21753,1
64.7,0.78125,1
64.705,-2.63062,1
64.71,-9.17969,1
64.715,-17.2791,1
64.72,-20.0867,1
64.725,-20.4651,1
64.73,-19.458,1
64.735,-17.3462,1
64.74,-16.7786,1
64.745,-15.0879,1
64.75,-13.3057,1
64.755,-15.1306,1
64.76,-18.7195,1
64.765,-20.8069,1
64.77,-20.343,1
64.775,-19.7754,1
64.78,-20.0378,1
64.785,-18.7866,1
64.79,-17.8589,1
64.795,-16.8701,1
64.8,-14.032,1
64.805,-11.969,1
64.81,-13.6414,1
64.815,-14.801,1
64.82,-12.3535,1
64.825,-11.4075,1
64.83,-11.1206,1
64.835,-9.06372,1
64.84,-9.77173,1
64.845,-11.3098,1
64.85,-11.2366,1
64.855,-11.7065,1
64.86,-12.9272,1
64.865,-10.7727,1
64.87,-7.76978,1
64.875,-8.58765,1
64.88,-11.3892,1
64.885,-11.6394,1
64.89,-13.2263,1
64.895,-13.6475,1
64.9,-11.4929,1
64.905,-10.0525,1
64.91,-10.2173,1
64.915,-9.52759,1
64.92,-9.36279,1
64.925,-8.07495,1
64.93,-4.63867,1
64.935,-3.24707,1
64.94,-4.83398,1
64.945,-7.2876,1
64.95,-6.98242,1
64.955,-7.00684,1
64.96,-7.22656,1
64.965,-7.36694,1
64.97,-9.35669,1
64.975,-10.144,1
64.98,-8.3374,1
64.985,-6.52466,1
64.99,-3.50342,1
64.995,-1.81885,1
65,-4.10156,1
65.005,-8.88672,1
65.01,-11.8774,1
65.015,-11.5479,1
65.02,-9.05151,1
65.025,-8.34961,1
65.03,-9.42383,1
65.035,-9.99146,1
65.04,-9.8877,1
65.045,-12.5244,1
65.05,-10.7117,1
65.055,-8.23975,1
65.06,-9.0332,1
65.065,-8.96606,1
65.07,-8.77075,1
65.075,-8.76465,1
65.08,-8.09326,1
65.085,-9.11865,1
65.09,-12.2253,1
65.095,-14.6423,1
65.1,-12.6526,1
65.105,-7.84912,1
65.11,-3.38135,1
65.115,-2.4292,1
65.12,-3.88184,1
65.125,-6.57959,1
65.13,-4.25415,1
65.135,-0.592041,1
65.14,-0.146484,1
65.145,-0.604248,1
65.15,-4.09546,1
65.155,-8.83789,1
65.16,-7.75146,1
65.165,-5.49316,1
65.17,-5.7251,1
65.175,-6.5918,1
65.18,-6.75049,1
65.185,-6.7627,1
65.19,-7.82471,1
65.195,-11.438,1
65.2,-13.0493,1
65.205,-10.4187,1
65.21,-7.72095,1
65.215,-6.22559,1
65.22,-6.04858,1
65.225,-5.5603,1
65.23,-2.85645,1
65.235,-1.71509,1
65.24,-0.787354,1
65.245,-0.878906,1
65.25,-1.72729,1
65.255,-2.83203,1
65.26,-6.40259,1
65.265,-5.32227,1
65.27,0.219727,1
65.275,5.81055,1
65.28,9.7168,1
65.285,8.52661,1
65.29,4.84619,1
65.295,2.92969,1
65.3,3.49121,1
65.305,3.60107,1
65.31,2.0874,1
65.315,0.512695,1
65.32,0.152588,1
65.325,-0.0305176,1
65.33,1.25732,1
65.335,2.53296,1
65.34,4.3396,1
65.345,5.92651,1
65.35,5.24902,1
65.355,3.97339,1
65.36,1.59302,1
65.365,-0.793457,1
65.37,-2.17896,1
65.375,-0.341797,1
65.38,0.292969,1
65.385,0.0732422,1
65.39,-0.769043,1
65.395,-1.17798,1
65.4,-1.14136,1
65.405,-1.28784,1
65.41,-3.21655,1
65.415,-4.84619,1
65.42,-2.20947,1
65.425,-2.63062,1
65.43,-5.81665,1
65.435,-7.82471,1
65.44,-8.20313,1
65.445,-5.45654,1
65.45,-2.91138,1
65.455,-3.07617,1
65.46,-6.03027,1
65.465,-7.21436,1
65.47,-3.45459,1
65.475,-1.03149,1
65.48,-1.75781,1
65.485,-4.8584,1
65.49,-6.62231,1
65.495,-6.46973,1
65.5,-5.46265,1
65.505,-3.17993,1
65.51,-0.933838,1
65.515,-0.0305176,1
65.52,-0.994873,1
65.525,-3.58276,1
65.53,-6.97632,1
65.535,-10.5957,1
65.54,-13.3484,1
65.545,-14.4653,1
65.55,-13.9648,1
65.555,-12.1826,1
65.56,-10.5835,1
65.565,-8.30688,1
65.57,-8.19092,1
65.575,-9.42993,1
65.58,-8.00781,1
65.585,-5.98755,1
65.59,-5.87769,1
65.595,-7.14111,1
65.6,-8.75244,1
65.605,-8.74023,1
65.61,-5.84717,1
65.615,-1.5686,1
65.62,1.50146,1
65.625,2.53906,1
65.63,2.92358,1
65.635,5.57861,1
65.64,8.74634,1
65.645,9.80225,1
65.65,9.79614,1
65.655,10.0586,1
65.66,9.25903,1
65.665,7.39136,1
65.67,5.92651,1
65.675,5.26733,1
65.68,2.92358,1
65.685,2.03857,1
65.69,1.92871,1
65.695,0.714111,1
65.7,1.09863,1
65.705,2.90527,1
65.71,3.4668,1
65.715,4.13818,1
65.72,5.65186,1
65.725,5.57861,1
65.73,3.8208,1
65.735,2.69775,1
65.74,1.67236,1
65.745,2.57568,1
65.75,6.03638,1
65.755,3.9978,1
65.76,0.88501,1
65.765,-0.115967,1
65.77,-2.63062,1
65.775,-2.30713,1
65.78,-1.01929,1
65.785,-0.708008,1
65.79,-0.256348,1
65.795,-1.08032,1
65.8,-2.47192,1
65.805,-3.28979,1
65.81,-3.9856,1
65.815,-4.52881,1
65.82,-5.82275,1
65.825,-7.1228,1
65.83,-4.72412,1
65.835,-2.69165,1
65.84,-2.64893,1
65.845,-3.6377,1
65.85,-4.36401,1
65.855,-3.54614,1
65.86,-2.24609,1
65.865,-1.27563,1
65.87,-0.927734,1
65.875,0.878906,1
65.88,3.94287,1
65.885,6.17065,1
65.89,10.9558,1
65.895,14.2029,1
65.9,18.9209,1
65.905,25.7141,1
65.91,31.5613,1
65.915,38.7695,1
65.92,41.217,1
65.925,42.0044,1
65.93,40.2588,1
65.935,39.6301,1
65.94,40.8875,1
65.945,42.6514,1
65.95,41.4429,1
65.955,37.0911,1
65.96,33.5022,1
65.965,31.1707,1
65.97,24.7498,1
65.975,13.3362,1
65.98,5.64575,1
65.985,-1.36108,1
65.99,-3.96729,1
65.995,-5.45654,1
66,-8.5144,1
66.005,-13.324,1
66.01,-15.9424,1
66.015,-15.9546,1
66.02,-15.4846,1
66.025,-15.0391,1
66.03,-19.3481,1
66.035,-25.7141,1
66.04,-29.5349,1
66.045,-32.5989,1
66.05,-32.7209,1
66.055,-26.8677,1
66.06,-20.8679,1
66.065,-25.4822,1
66.07,-29.6387,1
66.075,-29.9622,1
66.08,-29.9927,1
66.085,-27.2888,1
66.09,-23.822,1
66.095,-24.1821,1
66.1,-23.3154,1
66.105,-20.2332,1
66.11,-21.9238,1
66.115,-22.76,1
66.12,-20.8496,1
66.125,-20.5933,1
66.13,-20.9839,1
66.135,-20.5872,1
66.14,-21.7285,1
66.145,-21.4844,1
66.15,-16.8518,1
66.155,-17.395,1
66.16,-23.2666,1
66.165,-24.7986,1
66.17,-21.4966,1
66.175,-19.3054,1
66.18,-19.281,1
66.185,-20.3979,1
66.19,-21.5637,1
66.195,-20.3491,1
66.2,-17.218,1
66.205,-12.9028,1
66.21,-12.8601,1
66.215,-16.5833,1
66.22,-21.5271,1
66.225,-27.7954,1
66.23,-27.9297,1
66.235,-20.9534,1
66.24,-15.8997,1
66.245,-14.6301,1
66.25,-14.0503,1
66.255,-13.6597,1
66.26,-19.1406,1
66.265,-21.051,1
66.27,-19.6289,1
66.275,-19.1101,1
66.28,-17.1387,1
66.285,-15.3198,1
66.29,-17.5476,1
66.295,-17.9016,1
66.3,-14.624,1
66.305,-9.35669,1
66.31,-5.81055,1
66.315,-5.51758,1
66.32,-7.04956,1
66.325,-11.615,1
66.33,-15.3015,1
66.335,-14.7888,1
66.34,-12.9517,1
66.345,-13.2751,1
66.35,-16.4368,1
66.355,-19.1895,1
66.36,-18.4692,1
66.365,-16.7725,1
66.37,-18.0664,1
66.375,-20.9045,1
66.38,-23.6633,1
66.385,-22.0764,1
66.39,-15.9546,1
66.395,-12.5854,1
66.4,-14.7766,1
66.405,-18.0054,1
66.41,-20.6665,1
66.415,-21.7163,1
66.42,-18.9575,1
66.425,-15.155,1
66.43,-13.7817,1
66.435,-13.5925,1
66.44,-14.2273,1
66.445,-17.9626,1
66.45,-20.7642,1
66.455,-21.1975,1
66.46,-18.5059,1
66.465,-15.3503,1
66.47,-12.4939,1
66.475,-13.5864,1
66.48,-14.9841,1
66.485,-13.8,1
66.49,-12.2742,1
66.495,-10.3333,1
66.5,-8.74634,1
66.505,-10.675,1
66.51,-12.1582,1
66.515,-12.6831,1
66.52,-12.7136,1
66.525,-11.1694,1
66.53,-8.39844,1
66.535,-8.38623,1
66.54,-9.7168,1
66.545,-13.0554,1
66.55,-16.7175,1
66.555,-14.8926,1
66.56,-8.88062,1
66.565,-5.87769,1
66.57,-7.48291,1
66.575,-10.1624,1
66.58,-12.616,1
66.585,-12.5488,1
66.59,-9.22852,1
66.595,-9.06372,1
66.6,-11.145,1
66.605,-10.5652,1
66.61,-9.61914,1
66.615,-9.79004,1
66.62,-9.3689,1
66.625,-7.02515,1
66.63,-10.7178,1
66.635,-11.6699,1
66.64,-11.7859,1
66.645,-12.0728,1
66.65,-11.969,1
66.655,-11.6577,1
66.66,-10.4858,1
66.665,-11.084,1
66.67,-9.11255,1
66.675,-7.44629,1
66.68,-9.94873,1
66.685,-14.917,1
66.69,-16.3757,1
66.695,-15.2893,1
66.7,-9.10034,1
66.705,-0.634766,1
66.71,-1.60522,1
66.715,-6.18896,1
66.72,-8.34351,1
66.725,-8.3252,1
66.73,-8.54492,1
66.735,-6.97632,1
66.74,-4.81567,1
66.745,-4.37622,1
66.75,-2.44141,1
66.755,-1.58081,1
66.76,-8.23975,1
66.765,-11.7493,1
66.77,-10.4187,1
66.775,-6.20117,1
66.78,0.45166,1
66.785,-0.738525,1
66.79,-4.82178,1
66.795,-4.57153,1
66.8,-2.75879,1
66.805,-1.82495,1
66.81,-0.799561,1
66.815,-2.93579,1
66.82,-5.07813,1
66.825,-3.83911,1
66.83,-1.93481,1
66.835,-2.58789,1
66.84,-2.4353,1
66.845,-1.76392,1
66.85,-3.54614,1
66.855,-5.46875,1
66.86,-5.9021,1
66.865,-5.43213,1
66.87,-5.56641,1
66.875,-5.18799,1
66.88,-5.91431,1
66.885,-5.63354,1
66.89,-3.16162,1
66.895,-3.8269,1
66.9,-6.95801,1
66.905,-8.26416,1
66.91,-7.13501,1
66.915,-5.65796,1
66.92,-7.75757,1
66.925,-10.2905,1
66.93,-9.08813,1
66.935,-6.18286,1
66.94,-4.58374,1
66.945,-0.897217,1
66.95,-2.35596,1
66.955,-4.44336,1
66.96,-9.60083,1
66.965,-12.6648,1
66.97,-4.11987,1
66.975,-4.22363,1
66.98,-2.41699,1
66.985,-2.0813,1
66.99,-10.0281,1
66.995,-12.97,1
67,-9.32007,1
67.005,-5.08423,1
67.01,-8.82568,1
67.015,-14.5447,1
67.02,-16.4307,1
67.025,-16.9678,1
67.03,-13.0249,1
67.035,-6.7627,1
67.04,-5.46875,1
67.045,-7.20825,1
67.05,-7.2876,1
67.055,-5.896,1
67.06,-3.73535,1
67.065,-7.52563,1
67.07,-11.2427,1
67.075,-12.8845,1
67.08,-12.7136,1
67.085,-9.21631,1
67.09,-6.84204,1
67.095,-6.93359,1
67.1,-4.60815,1
67.105,-0.0976563,1
67.11,-0.22583,1
67.115,-2.04468,1
67.12,-2.94189,1
67.125,-5.7251,1
67.13,-4.20532,1
67.135,-1.31836,1
67.14,-3.22266,1
67.145,-4.18091,1
67.15,-1.09863,1
67.155,-2.17285,1
67.16,-5.19409,1
67.165,-4.99878,1
67.17,-4.27246,1
67.175,-3.55835,1
67.18,-1.61133,1
67.185,-3.52173,1
67.19,-6.96411,1
67.195,-7.4707,1
67.2,-6.96411,1
67.205,-5.3894,1
67.21,-3.78418,1
67.215,0.43335,1
67.22,0.299072,1
67.225,-4.76074,1
67.23,-10.9985,1
67.235,-10.6873,1
67.24,-5.09644,1
67.245,-0.415039,1
67.25,0.891113,1
67.255,-1.83105,1
67.26,-3.73535,1
67.265,-3.37524,1
67.27,-1.00708,1
67.275,-1.0437,1
67.28,-3.69873,1
67.285,-5.96313,1
67.29,-3.88794,1
67.295,-2.31934,1
67.3,-5.0415,1
67.305,-7.69653,1
67.31,-9.86328,1
67.315,-11.3098,1
67.32,-7.4646,1
67.325,-3.9917,1
67.33,1.87378,1
67.335,5.67017,1
67.34,3.49731,1
67.345,1.48926,1
67.35,4.20532,1
67.355,3.1311,1
67.36,-0.878906,1
67.365,-2.19116,1
67.37,-2.83813,1
67.375,-2.10571,1
67.38,1.31226,1
67.385,1.36108,1
67.39,-1.89819,1
67.395,-2.86865,1
67.4,-1.45264,1
67.405,0.0610352,1
67.41,-4.37622,1
67.415,-8.22144,1
67.42,-5.34668,1
67.425,-2.13013,1
67.43,-1.00098,1
67.435,-2.37427,1
67.44,-2.64282,1
67.445,-0.732422,1
67.45,0.958252,1
67.455,-0.762939,1
67.46,-2.53296,1
67.465,-3.80859,1
67.47,-3.49121,1
67.475,-0.170898,1
67.48,0.927734,1
67.485,-1.10474,1
67.49,0.3479,1
67.495,4.64478,1
67.5,5.56641,1
67.505,4.71191,1
67.51,4.03442,1
67.515,5.49316,1
67.52,6.56738,1
67.525,7.73926,1
67.53,6.54297,1
67.535,1.26343,1
67.54,-0.622559,1
67.545,0.494385,1
67.55,3.84521,1
67.555,6.67725,1
67.56,6.86035,1
67.565,3.52173,1
67.57,1.47095,1
67.575,3.55835,1
67.58,5.13306,1
67.585,2.61841,1
67.59,-0.958252,1
67.595,-2.91138,1
67.6,-1.71509,1
67.605,1.46484,1
67.61,1.92261,1
67.615,-1.81274,1
67.62,-3.74146,1
67.625,-0.292969,1
67.63,2.7832,1
67.635,0.683594,1
67.64,-4.21143,1
67.645,-7.50732,1
67.65,-6.56738,1
67.655,-0.933838,1
67.66,3.60718,1
67.665,5.34058,1
67.67,3.62549,1
67.675,0.964355,1
67.68,0.488281,1
67.685,0.805664,1
67.69,1.16577,1
67.695,0.415039,1
67.7,0.244141,1
67.705,-0.256348,1
67.71,1.52588,1
67.715,4.54102,1
67.72,5.41992,1
67.725,3.52173,1
67.73,2.86255,1
67.735,4.5105,1
67.74,7.39136,1
67.745,6.53687,1
67.75,4.96826,1
67.755,4.49219,1
67.76,4.13818,1
67.765,3.23486,1
67.77,2.70996,1
67.775,1.9165,1
67.78,2.97852,1
67.785,4.00391,1
67.79,4.18091,1
67.795,4.19922,1
67.8,6.70166,1
67.805,3.59497,1
67.81,-2.771,1
67.815,-6.19507,1
67.82,-8.98438,1
67.825,-8.38623,1
67.83,-3.04565,1
67.835,-3.25928,1
67.84,-7.93457,1
67.845,-6.41479,1
67.85,-3.87573,1
67.855,-3.92456,1
67.86,-3.03955,1
67.865,-2.56348,1
67.87,-1.98975,1
67.875,-1.18408,1
67.88,1.63574,1
67.885,5.62134,1
67.89,5.63965,1
67.895,0.714111,1
67.9,-2.47192,1
67.905,-3.00903,1
67.91,-0.280762,1
67.915,3.00903,1
67.92,3.24097,1
67.925,0.933838,1
67.93,0.579834,1
67.935,4.6814,1
67.94,8.46558,1
67.945,6.69556,1
67.95,3.83301,1
67.955,2.12402,1
67.96,0.305176,1
67.965,-1.2207,1
67.97,-2.19727,1
67.975,-2.22168,1
67.98,-1.18408,1
67.985,0.341797,1
67.99,1.75781,1
