EEG,State
-12.5854,0
-5.88989,0
-4.96216,0
-4.79126,0
-4.25415,0
-8.1604,0
-10.5591,0
-2.6062,0
0.183105,0
-2.87476,0
-6.26831,0
-4.59595,0
-3.50952,0
-4.74243,0
-6.62231,0
-4.70581,0
-1.89819,0
-3.57056,0
-6.88477,0
-8.02002,0
-6.35376,0
-2.59399,0
2.47803,0
2.0813,0
-0.03662,0
-0.6897,0
4.64478,0
9.35059,0
12.2681,0
17.9077,0
26.7883,0
32.0129,0
31.3538,0
31.543,0
30.9814,0
31.9946,0
43.4753,0
56.4453,0
54.126,0
50.3479,0
50.061,0
49.4385,0
50.9216,0
51.2451,0
50.5615,0
44.6411,0
38.5986,0
31.4819,0
25.0122,0
23.2422,0
24.5361,0
23.3215,0
19.7205,0
18.2922,0
14.0015,0
10.3699,0
12.0483,0
5.27344,0
1.49536,0
3.44849,0
1.76392,0
-2.89307,0
-3.44238,0
-3.10059,0
-8.34351,0
-13.0981,0
-17.3889,0
-18.6646,0
-19.1895,0
-18.2861,0
-18.219,0
-17.7063,0
-16.5283,0
-11.1084,0
-5.81055,0
-8.72803,0
-10.9253,0
-11.1023,0
-9.15527,0
-6.71387,0
-6.64063,0
-10.6873,0
-14.1113,0
-15.625,0
-16.2781,0
-15.0818,0
-14.1296,0
-14.4043,0
-15.9363,0
-15.3442,0
-13.8184,0
-15.2222,0
-14.1052,0
-11.615,0
-11.8103,0
-7.01294,0
-2.30103,0
-3.87573,0
-4.56543,0
-1.93481,0
-0.97656,0
-3.69263,0
-4.62036,0
-4.15039,0
-1.80664,0
1.23901,0
0.305176,0
-1.51978,0
-1.24512,0
-4.40674,0
-5.40771,0
-7.84302,0
-6.79932,0
-2.90527,0
-1.51367,0
-3.14941,0
-5.40161,0
-5.04761,0
1.80054,0
4.03442,0
1.30005,0
-1.39771,0
-5.78003,0
-5.86548,0
1.09863,0
6.14014,0
4.63257,0
0.286865,0
-4.37622,0
0.134277,0
3.33252,0
3.6377,0
-2.03247,0
-1.45264,0
-2.16064,0
-6.21338,0
-3.38745,0
-0.54321,0
4.67529,0
11.9995,0
16.4551,0
18.1824,0
18.8416,0
22.3328,0
23.8953,0
22.7783,0
21.4111,0
21.2769,0
21.5271,0
18.9087,0
19.165,0
19.7449,0
19.7571,0
18.75,0
19.4275,0
18.7134,0
15.9302,0
16.0156,0
16.6382,0
17.7368,0
20.3186,0
21.6125,0
22.6074,0
26.1719,0
25.9033,0
21.6248,0
18.6646,0
15.9302,0
17.6086,0
21.8689,0
19.751,0
16.1255,0
14.4104,0
16.0583,0
16.5405,0
15.8386,0
16.5161,0
16.4551,0
14.2639,0
11.2671,0
10.5652,0
9.75952,0
10.8826,0
11.6638,0
10.1685,0
10.083,0
9.05151,0
12.1033,0
13.2507,0
9.14917,0
11.9324,0
22.052,0
20.9717,0
13.208,0
6.52466,0
-0.66528,0
-5.66406,0
-8.75244,0
-13.5315,0
-15.5823,0
-16.8884,0
-15.9729,0
-13.9343,0
-16.3879,0
-18.457,0
-15.6006,0
-15.6799,0
-16.0522,0
-15.5212,0
-16.5588,0
-15.8264,0
-17.3645,0
-15.4114,0
-11.4441,0
-8.14819,0
-8.86841,0
-8.92944,0
-9.40552,0
-9.03931,0
-7.77588,0
-6.40869,0
-4.97437,0
-8.06885,0
-9.60083,0
-8.64868,0
-7.00684,0
-3.55835,0
-4.63867,0
-3.60107,0
-2.32544,0
-1.16577,0
-4.41895,0
-6.78101,0
-8.20313,0
-7.18384,0
-3.58276,0
-2.98462,0
-6.82983,0
-7.84302,0
-6.15845,0
-4.88281,0
-6.31714,0
-7.80029,0
-5.76782,0
-2.58789,0
-0.58594,0
-0.56152,0
-3.96118,0
-7.27539,0
-6.13403,0
-5.88379,0
-8.05664,0
-6.06689,0
-0.24414,0
5.62134,0
5.09033,0
-0.29297,0
-6.84204,0
-10.6201,0
-9.64966,0
-7.32422,0
-4.31519,0
-2.0813,0
-2.16675,0
-4.20532,0
-8.80737,0
-8.83789,0
-4.91943,0
-3.54614,0
-6.67114,0
-10.6079,0
-11.2,0
-6.427,0
-2.66113,0
-5.31006,0
-7.42188,0
-6.92749,0
-6.03638,0
-3.88184,0
-3.76587,0
-6.57349,0
-8.6731,0
-6.19507,0
-3.13721,0
-5.15137,0
-6.37207,0
-9.82056,0
-10.9558,0
-6.70166,0
-6.70166,0
-9.11865,0
-13.5193,0
-14.801,0
-15.7043,0
-13.7573,0
-15.5762,0
-19.635,0
-15.6006,0
-7.53784,0
0.170898,0
5.31006,0
11.7798,0
18.158,0
22.5159,0
21.46,0
18.573,0
15.6311,0
11.8896,0
11.853,0
11.3708,0
13.0249,0
13.5071,0
10.7483,0
8.34961,0
7.62939,0
9.27734,0
10.4431,0
9.198,0
7.04956,0
2.96631,0
3.22876,0
4.49829,0
4.6814,0
7.84302,0
9.07593,0
8.18481,0
7.67822,0
5.29175,0
3.63159,0
4.80347,0
5.13306,0
7.53784,0
11.2671,0
12.1948,0
7.57446,0
5.15747,0
7.69043,0
8.87451,0
10.907,0
10.5896,0
11.2061,0
14.3677,0
12.7319,0
9.3811,0
9.17969,0
10.8582,0
15.7288,0
16.803,0
10.968,0
5.99976,0
2.80762,0
0.445557,0
-5.86548,0
-11.8103,0
-12.7441,0
-13.2751,0
-13.2568,0
-16.5222,0
-20.9595,0
-19.1956,0
-14.1296,0
-12.8662,0
-13.3118,0
-15.3137,0
-17.9688,0
-17.3523,0
-17.7917,0
-19.4763,0
-17.8772,0
-15.9302,0
-14.2456,0
-15.1489,0
-17.0593,0
-18.5425,0
-15.3564,0
-12.2559,0
-13.7207,0
-16.925,0
-18.5608,0
-16.0889,0
-11.3159,0
-8.27026,0
-7.9895,0
-7.43408,0
-7.03125,0
-4.70581,0
2.6062,0
12.8296,0
12.5916,0
12.1704,0
13.092,0
16.04,0
20.6909,0
27.4231,0
31.5735,0
33.197,0
35.791,0
37.6221,0
32.7271,0
29.1565,0
27.124,0
23.7488,0
15.6494,0
9.27124,0
4.14429,0
1.0437,0
-3.74146,0
-8.75244,0
-14.2151,0
-18.3594,0
-20.3552,0
-21.9849,0
-24.1699,0
-27.063,0
-28.2532,0
-28.3447,0
-28.3508,0
-30.3162,0
-35.7178,0
-39.3799,0
-38.3972,0
-36.731,0
-35.321,0
-39.0808,0
-42.6819,0
-45.8191,0
-42.749,0
-37.7502,0
-38.8367,0
-41.8091,0
-42.9993,0
-42.1204,0
-40.7837,0
-41.8335,0
-43.75,0
-43.2983,0
-38.3118,0
-32.3547,0
-30.6702,0
-33.551,0
-33.9233,0
-34.4788,0
-35.6873,0
-36.6821,0
-39.8071,0
-42.2913,0
-37.7991,0
-32.4829,0
-31.1279,0
-30.3589,0
-26.7639,0
-22.0154,0
-21.1853,0
-19.0918,0
-20.8862,0
-21.6125,0
-18.1763,0
-15.7898,0
-18.5303,0
-21.9543,0
-23.4619,0
-22.998,0
-19.4275,0
-18.7866,0
-19.9158,0
-14.6179,0
-12.8113,0
-13.1165,0
-12.4268,0
-15.8508,0
-17.4561,0
-17.2363,0
-17.6025,0
-16.7419,0
-12.8967,0
-8.12988,0
-12.793,0
-17.7734,0
-16.8457,0
-14.0503,0
-9.08203,0
-8.13599,0
-13.6841,0
-15.686,0
-16.9189,0
-16.1133,0
-14.447,0
-14.1052,0
-11.1938,0
-11.0107,0
-13.9526,0
-14.4409,0
-11.9446,0
-7.84912,0
-10.4431,0
-16.9861,0
-18.2312,0
-17.0654,0
-15.5762,0
-12.0911,0
-5.79834,0
-8.34351,0
-16.8457,0
-18.9148,0
-24.4202,0
-24.7803,0
-17.6758,0
-21.4661,0
-27.2705,0
-28.8513,0
-22.1924,0
-17.981,0
-17.2668,0
-16.8518,0
-16.2842,0
-18.5059,0
-20.6909,0
-19.0552,0
-18.3289,0
-20.1782,0
-20.4468,0
-18.5181,0
-18.2739,0
-16.7053,0
-12.7258,0
-11.7798,0
-13.8184,0
-11.7432,0
-9.85718,0
-10.0647,0
-11.0168,0
-11.5479,0
-7.42188,0
-1.81885,0
-2.41699,0
-6.57959,0
-8.92944,0
-8.59375,0
-5.74951,0
-3.57056,0
-5.51147,0
-8.66089,0
-9.11255,0
-8.28857,0
-4.05273,0
-6.40259,0
-11.0352,0
-9.3811,0
-9.39331,0
-9.42383,0
-7.76978,0
-6.34766,0
-4.98657,0
-1.12915,0
4.41895,0
6.69556,0
6.81763,0
12.6343,0
19.7021,0
26.0315,0
33.2397,0
39.9475,0
46.5698,0
54.2419,0
58.7524,0
59.4238,0
57.9956,0
58.1543,0
61.2427,0
62.0789,0
56.3354,0
50.647,0
43.3044,0
39.1724,0
38.8977,0
34.6863,0
30.9265,0
26.2329,0
22.0337,0
19.0186,0
13.8123,0
7.72095,0
7.70874,0
7.97729,0
4.65088,0
1.28784,0
-3.479,0
-4.99878,0
-2.11182,0
-0.76904,0
-1.7395,0
-5.37109,0
-9.04541,0
-8.97217,0
-11.2122,0
-10.968,0
-10.9192,0
-10.1257,0
-6.88477,0
-9.46655,0
-12.8235,0
-13.031,0
-10.6995,0
-8.96606,0
-6.427,0
-5.41382,0
-3.38135,0
-3.05786,0
-4.74243,0
-7.4585,0
-9.83276,0
-10.9924,0
-9.49707,0
-8.06885,0
-7.28149,0
-5.41382,0
-1.72119,0
0.299072,0
-1.32446,0
-3.91235,0
-7.79419,0
-10.437,0
-11.6638,0
-10.5225,0
-8.83179,0
-6.64673,0
-4.46777,0
-1.11694,0
-0.5188,0
-4.94995,0
-10.7849,0
-13.9709,0
-10.6201,0
-7.24487,0
-6.70166,0
-10.498,0
-15.0452,0
-15.387,0
-10.8582,0
-6.86646,0
-10.6201,0
-15.387,0
-14.3799,0
-10.6384,0
-5.19409,0
0.408936,0
0.604248,0
-4.58374,0
-6.11572,0
-5.61523,0
-4.59595,0
-3.07617,0
-4.73022,0
-6.12793,0
-3.91235,0
-3.68652,0
-4.1687,0
-5.04761,0
-3.88184,0
-1.83105,0
-3.14331,0
-4.65088,0
-9.2041,0
-12.7502,0
-10.2295,0
-5.47485,0
-7.25708,0
-5.62744,0
-5.0293,0
-8.19092,0
-10.968,0
-10.5957,0
-12.3413,0
-12.6953,0
-10.8765,0
-11.6028,0
-11.3464,0
-9.90601,0
-9.82666,0
-9.68018,0
-9.77173,0
-12.97,0
-18.0725,0
-23.4985,0
-24.3042,0
-23.0347,0
-20.5505,0
-18.5852,0
-19.0491,0
-19.751,0
-17.0044,0
-13.9282,0
-15.9607,0
-20.3552,0
-23.4985,0
-23.5657,0
-19.3787,0
-16.4063,0
-16.3208,0
-17.8345,0
-18.1213,0
-14.4348,0
-12.0178,0
-13.8794,0
-18.8232,0
-21.4294,0
-18.5364,0
-15.3748,0
-12.7441,0
-14.3555,0
-16.7236,0
-22.2473,0
-24.6216,0
-20.6116,0
-16.4185,0
-8.8623,0
-2.91138,0
-0.01221,0
6.65283,0
10.6873,0
10.0037,0
5.48096,0
1.81885,0
3.04565,0
6.18286,0
7.43408,0
4.83398,0
2.73438,0
2.20337,0
-1.84326,0
-3.302,0
0.134277,0
3.1311,0
6.35376,0
2.85645,0
-6.01807,0
-10.8032,0
-7.94678,0
-2.40479,0
0.915527,0
-1.23291,0
-3.66211,0
-2.83203,0
-0.26856,0
1.70898,0
-1.3855,0
-5.48706,0
-3.88184,0
-2.7832,0
-4.05273,0
-4.70581,0
-6.66504,0
-6.74438,0
-2.12402,0
-1.51367,0
-2.30713,0
-1.89819,0
1.05591,0
1.94092,0
-6.35986,0
-11.4075,0
-14.9109,0
-17.4377,0
-19.4336,0
-21.4355,0
-27.7588,0
-29.3518,0
-22.9187,0
-16.6382,0
-13.1165,0
-15.2161,0
-20.0195,0
-22.7051,0
-21.3501,0
-19.2627,0
-19.5313,0
-20.1294,0
-21.0815,0
-23.2422,0
-20.3918,0
-19.9097,0
-20.2271,0
-17.7307,0
-16.6138,0
-18.3289,0
-20.3674,0
-19.812,0
-17.8772,0
-16.7908,0
-18.2251,0
-19.3726,0
-18.7683,0
-18.3533,0
-17.5781,0
-15.3198,0
-15.7166,0
-17.1204,0
-18.0237,0
-18.2556,0
-16.5894,0
-16.6016,0
-17.2119,0
-12.7441,0
-7.64771,0
-0.09766,0
5.16357,0
3.66211,0
0.793457,0
1.98364,0
5.41382,0
7.17163,0
3.79639,0
1.58081,0
1.63574,0
2.16675,0
2.51465,0
0.469971,0
-1.87378,0
-3.03955,0
-2.22168,0
0.842285,0
1.88599,0
1.11084,0
-2.17285,0
-5.93872,0
-13.0005,0
-3.70483,0
8.3374,0
9.35059,0
6.98853,0
-1.54419,0
-5.92651,0
-4.65088,0
-0.75073,0
-0.39673,0
-1.97754,0
-4.36401,0
-5.2002,0
-5.7312,0
-7.59888,0
-3.17993,0
3.1189,0
2.67334,0
3.69873,0
1.24512,0
-0.25635,0
4.43115,0
8.3252,0
4.46167,0
0.787354,0
-6.2439,0
-15.0513,0
-22.168,0
-21.8811,0
-23.23,0
-27.3621,0
-26.6785,0
-24.8535,0
-25.8789,0
-24.585,0
-20.7458,0
-21.6125,0
-23.5535,0
-22.0825,0
-20.0806,0
-19.635,0
-21.0938,0
-22.9858,0
-23.4436,0
-25.0732,0
-29.3457,0
-30.7678,0
-31.665,0
-33.1665,0
-33.9355,0
-33.429,0
-35.1013,0
-32.3975,0
-30.426,0
-28.8452,0
-27.301,0
-28.0029,0
-27.124,0
-29.1504,0
-31.0486,0
-25.2014,0
-17.4561,0
-11.9263,0
-13.4033,0
-17.3218,0
-17.4988,0
-16.0889,0
-16.3879,0
-17.2363,0
-15.448,0
-12.4756,0
-13.8733,0
-19.4458,0
-23.0591,0
-21.106,0
-17.45,0
-16.6321,0
-20.4468,0
-23.3887,0
-20.3613,0
-14.9353,0
-13.8855,0
-16.3635,0
-15.7776,0
-15.6555,0
-14.4226,0
-10.4736,0
-6.87256,0
-4.6936,0
-4.32129,0
-5.31006,0
-6.58569,0
-8.30688,0
-7.35474,0
-7.37305,0
-7.44629,0
-6.20117,0
-5.95703,0
-3.39355,0
-0.71411,0
0.524902,0
-1.06201,0
-2.93579,0
-2.38647,0
-9.80225,0
-18.0359,0
-19.4458,0
-17.7368,0
-11.9751,0
-6.75659,0
-7.72705,0
-14.4226,0
-15.1001,0
-10.6628,0
-11.1755,0
-9.96094,0
-11.8652,0
-15.271,0
-13.0554,0
-9.04541,0
-3.74146,0
-0.30518,0
-1.40381,0
-6.37817,0
-7.34863,0
-3.01514,0
-2.01416,0
-2.63672,0
-1.80054,0
-2.00195,0
-1.26953,0
0.860596,0
1.48315,0
0.854492,0
-1.24512,0
-1.50757,0
-2.4231,0
-4.21753,0
-3.63159,0
-2.36206,0
0.250244,0
1.54419,0
-0.99487,0
-2.38037,0
-2.78931,0
-3.6377,0
-3.55835,0
-2.69775,0
-3.35693,0
-4.84619,0
-2.69165,0
-0.79956,0
-2.51465,0
-4.75464,0
-2.44141,0
0.512695,0
-0.22583,0
-2.00195,0
-3.27759,0
-3.19824,0
-1.83716,0
-0.95825,0
-2.6062,0
-3.61328,0
-2.85645,0
-1.7334,0
-1.87378,0
-3.01514,0
-2.7832,0
0.305176,0
3.58887,0
4.83398,0
3.88794,0
2.81982,0
1.11694,0
-0.04883,0
3.94287,0
3.10059,0
1.28174,0
-0.73242,0
-1.31836,0
3.4729,0
7.08618,0
7.72095,0
6.97632,0
6.12793,0
4.73633,0
6.39648,0
8.1665,0
8.97827,0
9.08813,0
3.27148,0
0.701904,0
1.10474,0
1.66016,0
4.6875,0
4.15039,0
6.56738,0
12.7319,0
18.9331,0
20.9167,0
26.2512,0
30.0781,0
26.6541,0
26.7395,0
24.9084,0
21.3013,0
21.0449,0
20.4651,0
19.5557,0
19.8669,0
20.6726,0
20.5444,0
18.3289,0
15.7532,0
14.3738,0
13.2874,0
15.271,0
15.448,0
14.1663,0
11.3647,0
6.39648,0
2.72827,0
1.54419,0
3.57056,0
4.47998,0
4.15039,0
4.1626,0
1.75171,0
1.75171,0
2.18506,0
3.57666,0
2.12402,0
-0.33569,0
-1.9165,0
-2.2583,0
0.402832,0
2.64282,0
3.10059,0
1.18408,0
2.17896,0
3.54614,0
3.69873,0
8.05664,0
7.55615,0
2.85645,0
0.024414,0
-0.02441,0
-4.88281,0
-13.8184,0
-18.5547,0
-15.7104,0
-10.5774,0
-8.26416,0
-11.0046,0
-14.5081,0
-15.3015,0
-16.6504,0
-17.3645,0
-18.0176,0
-18.457,0
-21.3501,0
-23.8892,0
-24.4568,0
-20.6299,0
-18.9514,0
-15.2588,0
-20.4468,0
-29.0955,0
-27.0203,0
-24.0417,0
-23.0652,0
-20.8557,0
-19.8792,0
-19.3604,0
-21.3806,0
-23.1201,0
-22.7417,0
-13.8733,0
-7.4707,0
-9.3689,0
-13.2141,0
-16.8091,0
-20.4773,0
-19.6106,0
-19.1223,0
-21.9604,0
-21.9055,0
-15.9668,0
-5.0293,0
-1.41602,0
2.03857,0
5.09033,0
9.14307,0
14.0259,0
19.9158,0
27.7527,0
26.532,0
24.7681,0
25.116,0
22.9736,0
24.2371,0
25.9583,0
19.2078,0
12.8174,0
12.2192,0
14.0381,0
12.7869,0
14.3188,0
14.6179,0
14.8315,0
17.9199,0
14.5081,0
14.0564,0
25.3723,0
20.105,0
23.6694,0
24.9084,0
1.80664,0
-16.7419,0
-25.0671,0
-27.1973,0
-16.8701,0
-5.61523,0
-4.1626,0
-8.14209,0
-9.45435,0
-8.30078,0
-14.0564,0
-22.522,0
-21.9849,0
-13.1042,0
-13.2446,0
-17.4988,0
-22.0886,0
-23.114,0
-13.501,0
-11.0291,0
-15.686,0
-20.5078,0
-24.8474,0
-31.4636,0
-35.7788,0
-39.502,0
-40.7654,0
-46.698,0
-50.2197,0
-47.7966,0
-46.3562,0
-40.1978,0
-34.1187,0
-34.1736,0
-36.1877,0
-36.1877,0
-34.1125,0
-33.9539,0
-34.3445,0
-34.8938,0
-41.156,0
-42.4561,0
-39.5447,0
-35.9802,0
-30.542,0
-35.3088,0
-42.0349,0
-42.0532,0
-39.1418,0
-35.1868,0
-33.5938,0
-33.4961,0
-36.1267,0
-36.2488,0
-33.2336,0
-34.4971,0
-38.2324,0
-39.2395,0
-37.4268,0
-30.7007,0
-29.3579,0
-31.7017,0
-28.2104,0
-27.2583,0
-30.6396,0
-37.3291,0
-40.2405,0
-35.2478,0
-24.0845,0
-19.0369,0
-24.7498,0
-38.4521,0
-43.3472,0
-36.6882,0
-14.3372,0
8.08716,0
4.5105,0
-15.7593,0
-48.175,0
-61.2854,0
-55.3833,0
-42.5049,0
-30.7739,0
-29.9866,0
-30.8838,0
-26.178,0
-18.5242,0
-5.32837,0
-4.54102,0
-26.6907,0
-31.2378,0
-30.0293,0
-30.2185,0
-26.4587,0
-33.429,0
-39.3921,0
-27.8015,0
3.85742,0
19.5496,0
-14.4348,0
-36.5356,0
-39.1418,0
-27.3865,0
-11.4563,0
-9.28345,0
-21.0693,0
-33.96,0
-33.6182,0
-25.9705,0
-25.8057,0
-32.7026,0
-36.377,0
-38.562,0
-39.3188,0
-36.4563,0
-28.2654,0
-18.0908,0
-23.1812,0
-31.665,0
-34.906,0
-36.3647,0
-33.6853,0
-25.7141,0
-21.106,0
-20.7031,0
-21.8384,0
-22.4304,0
-21.2646,0
-17.4438,0
-12.3474,0
-13.7085,0
-15.271,0
-13.6536,0
-10.1501,0
-6.91528,0
-8.26416,0
-10.6567,0
-9.43604,0
-6.12793,0
-5.63354,0
-7.20825,0
-6.11572,0
-1.89209,0
0.22583,0
-2.59399,0
-6.88477,0
-6.9458,0
-5.40771,0
-4.99878,0
-3.91235,0
-6.02417,0
-9.84497,0
-9.77173,0
-9.19189,0
-7.2876,0
-4.32129,0
-3.479,0
-5.48096,0
-8.41675,0
-9.49097,0
-5.49927,0
-4.22974,0
-6.7749,0
-11.6638,0
-15.0757,0
-15.0085,0
-10.4492,0
-5.35278,0
-8.76465,0
-13.5559,0
-19.0186,0
-22.3999,0
-23.7183,0
-20.1355,0
-20.7397,0
-23.3521,0
-21.8933,0
-18.3228,0
-15.1306,0
-15.3259,0
-17.4194,0
-16.687,0
-12.3779,0
-10.8948,0
-14.5874,0
-17.7673,0
-18.3228,0
-13.7512,0
-7.92847,0
-8.54492,0
-14.9658,0
-19.0552,0
-20.0928,0
-21.1487,0
-17.5903,0
-14.093,0
-14.4348,0
-15.9973,0
-15.2893,0
-13.9587,0
-12.9944,0
-13.2019,0
-14.7888,0
-15.9973,0
-16.4063,0
-17.0044,0
-17.8406,0
-18.3044,0
-17.5171,0
-14.679,0
-13.6047,0
-13.0554,0
-11.9995,0
-10.9741,0
-12.1399,0
-15.4724,0
-16.1499,0
-16.8518,0
-16.7236,0
-15.6372,0
-17.0044,0
-16.6077,0
-13.1226,0
-10.1746,0
-10.9253,0
-14.2822,0
-15.863,0
-14.8682,0
-10.5225,0
-9.39941,0
-13.1042,0
-15.21,0
-13.9221,0
-10.437,0
-8.06885,0
-7.52563,0
-8.83179,0
-8.40454,0
-8.44727,0
-9.01489,0
-12.0605,0
-16.1804,0
-17.9932,0
-14.6606,0
-11.9019,0
-9.29565,0
-7.42188,0
-9.49097,0
-11.1145,0
-12.0178,0
-12.8662,0
-10.9131,0
-7.91626,0
-8.38013,0
-9.74121,0
-7.77588,0
-4.95605,0
-2.0874,0
-1.0376,0
-3.80249,0
-7.43408,0
-8.91113,0
-8.09937,0
-8.14819,0
-6.74438,0
-3.61938,0
0.665283,0
1.68457,0
-1.77612,0
-4.14429,0
-4.98047,0
-4.30298,0
-2.13623,0
-1.12305,0
-1.10474,0
4.47388,0
5.62744,0
-6.54907,0
-16.2781,0
-21.3318,0
-17.4133,0
-11.261,0
-3.63159,0
-6.30493,0
