sec,EEG,alpha,beta,delta,theta 
14.755,29.9133,0.900925,0.521938,31.7937,0.720015
14.76,28.8635,0.960741,0.741397,30.8212,0.758266
14.765,27.8809,0.921735,0.605992,29.8312,0.791705
14.77,26.8433,0.793428,0.178109,28.827,0.822863
14.775,25.1648,0.594441,-0.327582,27.8123,0.853734
14.78,23.2544,0.349651,-0.664225,26.7903,0.885811
14.785,22.4487,0.0872472,-0.684408,25.7644,0.919955
14.79,22.1863,-0.16439,-0.407741,24.7377,0.956069
14.795,21.4539,-0.379961,0.00752116,23.7131,0.993233
14.8,20.2698,-0.539802,0.359166,22.6937,1.02985
14.805,19.8608,-0.631694,0.501792,21.682,1.0637
14.81,19.5313,-0.65164,0.402101,20.6807,1.09199
14.815,18.5181,-0.603644,0.13295,19.6921,1.11148
14.82,17.1082,-0.498842,-0.175115,18.7187,1.11888
14.825,16.4246,-0.353625,-0.392744,17.7623,1.11089
14.83,16.5955,-0.187073,-0.437554,16.8249,1.08424
14.835,15.9912,-0.0187253,-0.296378,15.9084,1.03596
14.84,14.917,0.133394,-0.024735,15.0142,0.963739
14.845,14.978,0.254788,0.270048,14.1439,0.865978
14.85,15.155,0.335941,0.462061,13.2988,0.741798
14.855,14.447,0.372692,0.455604,12.4799,0.591172
14.86,13.1714,0.365949,0.230226,11.6884,0.415234
14.865,12.1277,0.321182,-0.139689,10.9251,0.216312
14.87,11.3464,0.247481,-0.50709,10.1908,-0.00236463
14.875,10.5408,0.155952,-0.711429,9.48603,-0.236703
14.88,9.76563,0.0580656,-0.650877,8.81142,-0.481626
14.885,9.42383,-0.0355284,-0.33298,8.16738,-0.731222
14.89,9.50317,-0.115868,0.123589,7.55429,-0.979064
14.895,9.375,-0.176314,0.537799,6.9724,-1.21836
14.9,8.63647,-0.213071,0.743222,6.42193,-1.44205
14.905,8.17261,-0.225178,0.658449,5.903,-1.64301
14.91,7.6355,-0.213888,0.317962,5.41568,-1.81439
14.915,6.51855,-0.182175,-0.143806,4.96004,-1.94986
14.92,5.5603,-0.134426,-0.54727,4.53608,-2.04365
14.925,5.13306,-0.0758334,-0.741345,4.14375,-2.09084
14.93,5.19409,-0.0118606,-0.665014,3.78302,-2.08781
14.935,5.00488,0.0522283,-0.369671,3.45383,-2.0322
14.94,4.64478,0.111259,0.00696219,3.1561,-1.92291
14.945,4.88892,0.160273,0.304872,2.88974,-1.76027
14.95,5.26733,0.194956,0.416792,2.65469,-1.54624
14.955,4.88892,0.212006,0.335066,2.45085,-1.28438
14.96,4.01611,0.209019,0.145905,2.27815,-0.979597
14.965,3.6499,0.184985,-0.0272615,2.13649,-0.638115
14.97,3.87573,0.140734,-0.0996271,2.02581,-0.267624
14.975,3.72925,0.0790659,-0.072396,1.94604,0.123042
14.98,3.21655,0.00454888,-0.0228901,1.89711,0.524334
14.985,3.17383,-0.0764816,-0.0429821,1.87893,0.926098
14.99,3.48511,-0.156013,-0.166413,1.89142,1.3177
14.995,3.36304,-0.225068,-0.334314,1.93447,1.6883
15,2.72217,-0.274959,-0.426697,2.00797,2.02737
15.005,2.81982,-0.298341,-0.342696,2.11175,2.32499
15.01,3.71094,-0.290163,-0.0762961,2.24565,2.57199
15.015,4.27856,-0.248574,0.265472,2.40947,2.7602
15.02,4.31519,-0.175617,0.517592,2.60296,2.88288
15.025,4.44946,-0.0773672,0.551621,2.82582,2.93496
15.03,4.62646,0.0365377,0.350771,3.07768,2.91303
15.035,4.36401,0.153787,0.018225,3.35814,2.81563
15.04,3.79639,0.260322,-0.286136,3.66668,2.64336
15.045,3.8147,0.342257,-0.439187,4.00271,2.39897
15.05,4.36401,0.388023,-0.4181,4.36556,2.08717
15.055,4.27246,0.389855,-0.29556,4.75447,1.71455
15.06,3.63159,0.345001,-0.173525,5.16857,1.28966
15.065,3.59497,0.256386,-0.106975,5.60688,0.822851
15.07,4.10156,0.132796,-0.0712215,6.06831,0.32571
15.075,4.05884,-0.0119794,0.00662769,6.55168,-0.189118
15.08,3.68042,-0.16067,0.176428,7.05565,-0.708122
15.085,3.58887,-0.294726,0.405505,7.57875,-1.21729
15.09,3.9917,-0.396654,0.57688,8.11942,-1.7027
15.095,4.22974,-0.452294,0.553834,8.67596,-2.1508
15.1,3.78418,-0.453151,0.273418,9.24655,-2.54871
15.105,3.75366,-0.397594,-0.1921,9.82921,-2.88462
15.11,4.35791,-0.291085,-0.652233,10.4219,-3.14831
15.115,4.44946,-0.145785,-0.889409,11.0224,-3.33142
15.12,4.80347,0.0206465,-0.775591,11.6284,-3.42761
15.125,6.5979,0.187171,-0.350439,12.2375,-3.43287
15.13,9.00269,0.332327,0.190034,12.8471,-3.34576
15.135,10.2844,0.437076,0.594735,13.4548,-3.16749
15.14,11.0107,0.487158,0.69239,14.0578,-2.90174
15.145,11.9324,0.475195,0.482548,14.6534,-2.55466
15.15,13.3484,0.401897,0.128319,15.2388,-2.13488
15.155,14.6606,0.275986,-0.148068,15.8112,-1.65321
15.16,15.4419,0.113104,-0.203776,16.3677,-1.12231
15.165,16.4307,-0.0662766,-0.0614282,16.9055,-0.55629
15.17,18.0542,-0.239257,0.113042,17.4216,0.0294323
15.175,19.281,-0.383457,0.129593,17.9133,0.618676
15.18,19.9646,-0.480256,-0.0851982,18.3777,1.19514
15.185,21.0632,-0.517267,-0.423756,18.8121,1.74285
15.19,22.3145,-0.489579,-0.656249,19.2139,2.24639
15.195,23.2117,-0.400487,-0.579271,19.5803,2.6914
15.2,24.0173,-0.261289,-0.161139,19.9091,3.06525
15.205,25.6897,-0.089583,0.415679,20.1977,3.35741
15.21,27.478,0.0933382,0.850736,20.444,3.55958
15.215,28.1128,0.265311,0.904295,20.6459,3.66591
15.22,27.6306,0.405918,0.544763,20.8016,3.6734
15.225,27.0081,0.499023,-0.0322867,20.9094,3.582
15.23,26.6968,0.534908,-0.52517,20.9678,3.39441
15.235,26.2207,0.511164,-0.705959,20.9756,3.11597
15.24,25.4395,0.432522,-0.543313,20.9317,2.75474
15.245,25.0854,0.309933,-0.194353,20.8352,2.32128
15.25,24.8779,0.158934,0.117257,20.6857,1.82806
15.255,23.9319,-0.00242707,0.247593,20.4829,1.28921
15.26,22.2168,-0.156336,0.203842,20.2269,0.720171
15.265,21.0815,-0.287379,0.101213,19.9177,0.137239
15.27,20.2637,-0.383856,0.0520371,19.556,-0.44307
15.275,19.1406,-0.43879,0.078461,19.1426,-1.00458
15.28,17.5964,-0.450534,0.111675,18.6785,-1.53179
15.285,16.4978,-0.422103,0.0693351,18.1651,-2.01031
15.29,15.8386,-0.36007,-0.0598133,17.6041,-2.42744
15.295,14.6301,-0.273242,-0.194876,16.9973,-2.77255
15.3,13.1531,-0.171115,-0.2235,16.3468,-3.03712
15.305,12.2498,-0.0627035,-0.0967678,15.6551,-3.21497
15.31,11.9507,0.0445021,0.118477,14.9247,-3.30277
15.315,11.6028,0.145059,0.277041,14.1585,-3.29997
15.32,10.6262,0.23515,0.257232,13.3595,-3.20855
15.325,9.50928,0.312178,0.0530966,12.5311,-3.03299
15.33,8.64258,0.374127,-0.213867,11.6765,-2.78024
15.335,7.55615,0.418839,-0.372792,10.7995,-2.45945
15.34,6.86035,0.44336,-0.317373,9.90372,-2.08143
15.345,6.81763,0.443997,-0.0765368,8.99299,-1.65835
15.35,7.00684,0.416747,0.206094,8.07126,-1.20344
15.355,6.32935,0.358038,0.368548,7.14256,-0.730581
15.36,4.74243,0.265646,0.333079,6.21094,-0.253695
15.365,3.67432,0.140089,0.145463,5.28047,0.213729
15.37,3.72925,-0.014056,-0.0700106,4.35523,0.658859
15.375,3.36304,-0.187568,-0.201875,3.43929,1.06991
15.38,2.05078,-0.366725,-0.220378,2.53667,1.43667
15.385,1.00098,-0.534099,-0.177335,1.65129,1.75065
15.39,0.494385,-0.669991,-0.147179,0.787011,2.00523
15.395,-0.292969,-0.754809,-0.156585,-0.0524377,2.1958
15.4,-0.860596,-0.772059,-0.158248,-0.863468,2.32
15.405,-0.927734,-0.711142,-0.0718936,-1.64266,2.37759
15.41,-1.28784,-0.569373,0.138908,-2.38678,2.37025
15.415,-1.97144,-0.353477,0.414202,-3.09276,2.30147
15.42,-2.6001,-0.0801148,0.611457,-3.75779,2.17649
15.425,-2.84424,0.225085,0.583103,-4.37931,2.00208
15.43,-2.79541,0.530133,0.271603,-4.95497,1.7861
15.435,-3.6438,0.80016,-0.240141,-5.4827,1.53703
15.44,-5.45044,1.00141,-0.754723,-5.96072,1.26397
15.445,-6.22559,1.10561,-1.05049,-6.38755,0.976206
15.45,-6.04248,1.09419,-0.986792,-6.76197,0.68282
15.455,-6.23779,0.961524,-0.566544,-7.0831,0.392306
15.46,-6.78711,0.716028,0.0700057,-7.35032,0.112506
15.465,-6.7688,0.379941,0.707259,-7.56338,-0.149581
15.47,-6.56738,-0.0122676,1.13574,-7.7223,-0.388127
15.475,-7.27539,-0.417711,1.21779,-7.8274,-0.59864
15.48,-8.78906,-0.790215,0.922195,-7.87932,-0.777841
15.485,-9.87549,-1.08589,0.327092,-7.87901,-0.923616
15.49,-10.2356,-1.26841,-0.39997,-7.82768,-1.03526
15.495,-10.8276,-1.3139,-1.03936,-7.72683,-1.11328
15.5,-11.4685,-1.21431,-1.37754,-7.57824,-1.1591
15.505,-11.1328,-0.978675,-1.28106,-7.38394,-1.17496
15.51,-9.46045,-0.63215,-0.760507,-7.1462,-1.16393
15.515,-7.70874,-0.21321,0.0107281,-6.86751,-1.12965
15.52,-6.62842,0.230714,0.750464,-6.55055,-1.07594
15.525,-5.44434,0.64886,1.18216,-6.19821,-1.00662
15.53,-3.91235,0.993552,1.15895,-5.81355,-0.925534
15.535,-3.38745,1.22591,0.731718,-5.39973,-0.836396
15.54,-3.66211,1.32024,0.120602,-4.96007,-0.742473
15.545,-4.04663,1.26715,-0.401924,-4.49801,-0.646506
15.55,-3.75977,1.07455,-0.649043,-4.01701,-0.550737
15.555,-3.17993,0.76661,-0.600281,-3.52062,-0.456873
15.56,-2.80762,0.380289,-0.381437,-3.0124,-0.365899
15.565,-2.45972,-0.0392716,-0.164937,-2.49595,-0.27816
15.57,-1.81274,-0.444173,-0.0585172,-1.97485,-0.193733
15.575,-1.9165,-0.78949,-0.051922,-1.45258,-0.112445
15.58,-2.05078,-1.03866,-0.0504107,-0.932616,-0.0337858
15.585,-1.30615,-1.16751,0.0357028,-0.418322,0.042924
15.59,0.415039,-1.16643,0.212285,0.0870395,0.11832
15.595,1.49536,-1.04081,0.389975,0.580344,0.192832
15.6,1.61743,-0.809986,0.445562,1.05858,0.266713
15.605,1.89209,-0.504245,0.311376,1.51891,0.33995
15.61,2.79541,-0.160517,0.0289532,1.95864,0.412076
15.615,3.67432,0.182312,-0.268326,2.37533,0.482206
15.62,4.24805,0.487768,-0.433271,2.76669,0.549015
15.625,4.8645,0.725745,-0.392284,3.13065,0.610851
15.63,5.41992,0.875619,-0.186224,3.46538,0.665633
15.635,5.59082,0.927883,0.0608016,3.7693,0.710949
15.64,5.80444,0.884172,0.22041,4.04103,0.744354
15.645,6.17065,0.756104,0.234684,4.27945,0.7635
15.65,6.74438,0.563197,0.138694,4.48369,0.766105
15.655,6.56128,0.329976,0.0213338,4.65312,0.750143
15.66,5.51758,0.0826275,-0.0419322,4.78735,0.714115
15.665,5.25513,-0.154037,-0.0364744,4.88621,0.657218
15.67,5.60303,-0.358848,-0.0071416,4.94978,0.579257
15.675,5.67627,-0.515872,-0.0104953,4.97837,0.480776
15.68,5.29175,-0.615547,-0.0612185,4.97252,0.363199
15.685,5.09033,-0.654789,-0.117063,4.93296,0.228919
15.69,4.83398,-0.636181,-0.112756,4.86061,0.0811085
15.695,4.59595,-0.566879,-0.0164692,4.75662,-0.0763459
15.7,4.10156,-0.457418,0.13474,4.62225,-0.238727
15.705,4.10156,-0.320257,0.25149,4.45894,-0.400661
15.71,4.66309,-0.168296,0.25231,4.26828,-0.556535
15.715,4.1748,-0.0137554,0.124371,4.05197,-0.700683
15.72,2.92969,0.132329,-0.0602212,3.81183,-0.827414
15.725,2.17285,0.260474,-0.190563,3.54976,-0.93127
15.73,2.28882,0.36322,-0.194714,3.26772,-1.00753
15.735,2.47803,0.435243,-0.091363,2.96773,-1.05236
15.74,1.94092,0.473005,0.0249931,2.65185,-1.06279
15.745,1.35498,0.474799,0.0559164,2.32214,-1.03687
15.75,1.15967,0.441164,-0.0239354,1.98067,-0.974048
15.755,0.45166,0.37509,-0.142088,1.62948,-0.875286
15.76,-0.518799,0.281638,-0.177671,1.27059,-0.742902
15.765,-0.55542,0.167802,-0.0526791,0.905917,-0.580547
15.77,-0.341797,0.0424232,0.20009,0.537353,-0.393137
15.775,-0.482178,-0.0842807,0.445088,0.166691,-0.18686
15.78,-1.3916,-0.201628,0.525693,-0.204376,0.0310696
15.785,-2.19116,-0.299463,0.365797,-0.574279,0.252912
15.79,-2.28882,-0.369106,0.0216018,-0.941561,0.470415
15.795,-2.56958,-0.404226,-0.349043,-1.30489,0.675086
15.8,-3.55225,-0.401842,-0.576395,-1.66307,0.858741
15.805,-3.76587,-0.362905,-0.568301,-2.01507,1.01377
15.81,-3.16772,-0.29216,-0.348293,-2.36002,1.13323
15.815,-2.79541,-0.197659,-0.0250499,-2.69718,1.21134
15.82,-3.03955,-0.0901208,0.273655,-3.02599,1.24382
15.825,-2.92358,0.0183529,0.456711,-3.34607,1.22802
15.83,-2.53296,0.116047,0.489891,-3.65719,1.163
15.835,-2.81982,0.19315,0.38553,-3.95924,1.04957
15.84,-3.74146,0.242691,0.18476,-4.25232,0.890457
15.845,-4.45557,0.261399,-0.0520386,-4.53666,0.69029
15.85,-4.43726,0.25024,-0.252206,-4.81263,0.455324
15.855,-4.87061,0.21414,-0.346428,-5.08075,0.193187
15.86,-5.87158,0.161014,-0.299598,-5.34167,-0.0872527
15.865,-6.48193,0.100482,-0.138272,-5.59616,-0.37608
15.87,-6.37207,0.0426347,0.0510791,-5.84508,-0.662855
15.875,-6.45752,-0.00352363,0.166321,-6.0894,-0.936996
15.88,-7.15942,-0.0316544,0.154365,-6.33016,-1.18813
15.885,-7.78809,-0.0391042,0.0498017,-6.56848,-1.40644
15.89,-7.83691,-0.0269942,-0.0462586,-6.80556,-1.58325
15.895,-8.24585,7.49E-06,-0.0387981,-7.04259,-1.71125
15.9,-8.60596,0.0343602,0.0856593,-7.28082,-1.78468
15.905,-8.36182,0.0668549,0.23797,-7.5215,-1.79965
15.91,-8.03833,0.0883941,0.281862,-7.76588,-1.75438
15.915,-8.25806,0.0915966,0.135139,-8.01518,-1.64928
15.92,-8.99048,0.0719755,-0.156384,-8.27058,-1.48686
15.925,-9.57642,0.0288251,-0.429133,-8.53327,-1.27162
15.93,-9.13086,-0.0343591,-0.498901,-8.80432,-1.01017
15.935,-8.66699,-0.110139,-0.284268,-9.08473,-0.71105
15.94,-8.60596,-0.188246,0.128359,-9.37544,-0.384157
15.945,-8.21533,-0.256996,0.523344,-9.67728,-0.0403762
15.95,-7.59277,-0.304889,0.67794,-9.99099,0.30869
15.955,-7.73926,-0.322346,0.494432,-10.3172,0.651055
15.96,-8.49609,-0.303494,0.0590554,-10.6562,0.974994
15.965,-8.72803,-0.247119,-0.408099,-11.0086,1.26942
15.97,-8.45337,-0.156785,-0.676944,-11.3743,1.52415
15.975,-8.52051,-0.0405337,-0.628284,-11.7536,1.7303
15.98,-8.94165,0.0897922,-0.30426,-12.1463,1.88072
15.985,-8.71582,0.219854,0.131297,-12.5521,1.9704
15.99,-8.13599,0.33484,0.486003,-12.9707,1.99634
15.995,-8.42285,0.421452,0.628771,-13.4014,1.95765
16,-9.77783,0.469493,0.532437,-13.8435,1.85584
16.005,-11.0901,0.472926,0.261613,-14.2962,1.69477
16.01,-11.9141,0.430772,-0.0712051,-14.7584,1.48031
16.015,-13.0737,0.347237,-0.35136,-15.229,1.22008
16.02,-14.7156,0.230839,-0.493035,-15.7067,0.923225
16.025,-16.0095,0.0934414,-0.456838,-16.19,0.600169
16.03,-16.7603,-0.0509803,-0.260843,-16.6775,0.262078
16.035,-17.7551,-0.188215,0.020184,-17.1675,-0.0795707
16.04,-18.988,-0.305576,0.276956,-17.6583,-0.413276
16.045,-20.0256,-0.393156,0.407646,-18.148,-0.727917
16.05,-20.6177,-0.444565,0.366341,-18.6348,-1.01326
16.055,-21.5759,-0.457242,0.188325,-19.1168,-1.26037
16.06,-23.1079,-0.432598,-0.0276589,-19.5919,-1.46176
16.065,-24.3164,-0.375671,-0.174796,-20.0583,-1.61157
16.07,-24.353,-0.293815,-0.199293,-20.5137,-1.70603
16.075,-24.53,-0.195555,-0.125835,-20.9564,-1.74351
16.08,-25.238,-0.0897223,-0.0297814,-21.3841,-1.72443
16.085,-25.3967,0.0154267,0.0208689,-21.7949,-1.65113
16.09,-25.1648,0.113102,0.0114981,-22.1869,-1.52781
16.095,-25.3296,0.198374,-0.0176481,-22.5583,-1.36045
16.1,-25.9766,0.267982,-0.0123445,-22.9072,-1.15636
16.105,-25.8484,0.319958,0.0457968,-23.2318,-0.923854
16.11,-24.884,0.353414,0.120597,-23.5307,-0.672019
16.115,-24.7192,0.36817,0.150302,-23.8022,-0.410398
16.12,-25.3174,0.364172,0.100331,-24.0449,-0.148508
16.125,-25.6226,0.341283,-0.00450197,-24.2577,0.104628
16.13,-25.0549,0.299438,-0.096852,-24.4394,0.340608
16.135,-24.646,0.239033,-0.118641,-24.589,0.551883
16.14,-24.9695,0.161142,-0.0663747,-24.7056,0.732264
16.145,-25.1221,0.0679591,0.00735118,-24.7887,0.877137
16.15,-24.7437,-0.0367224,0.0378652,-24.8377,0.983398
16.155,-24.5728,-0.147175,0.0032631,-24.8523,1.0495
16.16,-24.7803,-0.256016,-0.0551829,-24.8323,1.07551
16.165,-24.9268,-0.354579,-0.0651974,-24.7778,1.06316
16.17,-24.5117,-0.433591,0.0134566,-24.6888,1.01555
16.175,-24.3042,-0.484091,0.14861,-24.5658,0.936922
16.18,-24.2798,-0.498677,0.251355,-24.4092,0.832565
16.185,-23.9685,-0.47256,0.23773,-24.2196,0.708554
16.19,-23.3582,-0.404439,0.0910492,-23.9979,0.571325
16.195,-23.1812,-0.296963,-0.120705,-23.7451,0.427373
16.2,-23.5107,-0.157278,-0.287021,-23.4621,0.283097
16.205,-23.2666,0.00336661,-0.324731,-23.1504,0.144607
16.21,-21.8933,0.170706,-0.225598,-22.8112,0.0173179
16.215,-20.9045,0.329034,-0.0500207,-22.446,-0.0943038
16.22,-20.5566,0.462606,0.121941,-22.0564,-0.186744
16.225,-20.1111,0.557373,0.238653,-21.6439,-0.25752
16.23,-19.0735,0.602863,0.288801,-21.2105,-0.305391
16.235,-18.5425,0.593476,0.27845,-20.7578,-0.330344
16.24,-18.4509,0.529075,0.204707,-20.2878,-0.333427
16.245,-18.042,0.415208,0.0568138,-19.8024,-0.316595
16.25,-17.3523,0.262764,-0.152938,-19.3034,-0.282593
16.255,-17.0959,0.0867862,-0.359677,-18.7929,-0.235007
16.26,-17.2424,-0.0954008,-0.455862,-18.2729,-0.177889
16.265,-17.0166,-0.266014,-0.352023,-17.7451,-0.115359
16.27,-15.9912,-0.408596,-0.0512052,-17.2117,-0.0517499
16.275,-14.9475,-0.509749,0.322185,-16.6744,0.00864991
16.28,-14.4653,-0.560782,0.574911,-16.1351,0.0620359
16.285,-14.1907,-0.558673,0.556697,-15.5956,0.10534
16.29,-13.7573,-0.505902,0.259054,-15.0576,0.136119
16.295,-13.8184,-0.409842,-0.16686,-14.5228,0.152614
16.3,-14.1357,-0.281782,-0.49304,-13.9927,0.153963
16.305,-13.5681,-0.135662,-0.549173,-13.4688,0.140222
16.31,-12.3596,0.0137774,-0.322774,-12.9525,0.112296
16.315,-11.4563,0.152721,0.0409666,-12.4448,0.0718159
16.32,-11.3831,0.269619,0.336226,-11.9471,0.0210859
16.325,-11.3464,0.356098,0.422614,-11.4604,-0.037003
16.33,-10.5103,0.407637,0.297939,-10.9854,-0.0992015
16.335,-10.1379,0.423645,0.0771397,-10.523,-0.162141
16.34,-10.6567,0.406736,-0.0980322,-10.0739,-0.222265
16.345,-10.791,0.36197,-0.150884,-9.6385,-0.276108
16.35,-10.1074,0.29608,-0.102451,-9.21729,-0.320645
16.355,-9.61914,0.216394,-0.0326837,-8.81051,-0.353465
16.36,-9.78394,0.129831,-0.00689794,-8.41831,-0.372665
16.365,-9.94263,0.0422563,-0.0281471,-8.04076,-0.376828
16.37,-9.36279,-0.0417261,-0.047487,-7.6778,-0.365286
16.375,-8.70361,-0.118664,-0.0160534,-7.32925,-0.338231
16.38,-8.69751,-0.186199,0.0672324,-6.99486,-0.296621
16.385,-8.56934,-0.24288,0.150206,-6.67425,-0.242047
16.39,-7.84302,-0.287294,0.166602,-6.36699,-0.176739
16.395,-7.38525,-0.317628,0.0892277,-6.07251,-0.103517
16.4,-7.39136,-0.3317,-0.0446511,-5.79022,-0.0255128
16.405,-7.24487,-0.327265,-0.154893,-5.51949,0.0540441
16.41,-6.5918,-0.302299,-0.171736,-5.2596,0.131825
16.415,-5.98145,-0.255431,-0.0816951,-5.00981,0.204493
16.42,-5.66406,-0.186694,0.0657931,-4.76934,0.269034
16.425,-5.33447,-0.0982487,0.190938,-4.53741,0.322909
16.43,-4.44336,0.00543445,0.231225,-4.31322,0.364059
16.435,-4.01611,0.117469,0.17316,-4.09597,0.390877
16.44,-4.21753,0.228789,0.0511021,-3.88482,0.402444
16.445,-4.19312,0.328829,-0.0791685,-3.67901,0.398697
16.45,-3.33862,0.406846,-0.171532,-3.47773,0.380175
16.455,-2.85034,0.453266,-0.205081,-3.28021,0.347933
16.46,-3.16162,0.460748,-0.180543,-3.08574,0.303643
16.465,-3.08838,0.42534,-0.109133,-2.8937,0.249582
16.47,-2.31934,0.347509,-0.0061122,-2.70348,0.188412
16.475,-1.84326,0.232679,0.108169,-2.51452,0.123002
16.48,-2.18506,0.0907724,0.206028,-2.32629,0.0563823
16.485,-2.28882,-0.0647433,0.257606,-2.13835,-0.00838429
16.49,-1.75781,-0.218138,0.242068,-1.95032,-0.0685273
16.495,-1.5564,-0.353169,0.160228,-1.76186,-0.121639
16.5,-1.98975,-0.455104,0.0370952,-1.57274,-0.165632
16.505,-2.18506,-0.512628,-0.0882864,-1.38283,-0.198735
16.51,-1.72729,-0.519124,-0.181098,-1.19203,-0.21975
16.515,-1.2085,-0.473546,-0.223899,-1.00032,-0.228237
16.52,-1.09253,-0.380953,-0.216872,-0.807715,-0.224399
16.525,-0.622559,-0.251878,-0.168539,-0.614325,-0.208852
16.53,0.134277,-0.10086,-0.0874051,-0.420337,-0.182752
16.535,0.671387,0.05536,0.0188509,-0.22598,-0.147836
16.54,0.994873,0.199666,0.135544,-0.0315356,-0.106217
16.545,1.44043,0.31667,0.234429,0.162661,-0.0601272
16.55,2.40479,0.39448,0.277885,0.356226,-0.0120108
16.555,2.67944,0.426422,0.2377,0.548742,0.0355629
16.56,2.11182,0.411533,0.117068,0.739753,0.0802837
16.565,1.78223,0.354373,-0.0409743,0.928776,0.120114
16.57,2.24609,0.264472,-0.170463,1.11532,0.15326
16.575,2.59399,0.15497,-0.216375,1.29888,0.178262
16.58,2.0752,0.0405076,-0.165566,1.47896,0.194142
16.585,1.74561,-0.064838,-0.0563221,1.65501,0.200589
16.59,2.16064,-0.14917,0.0429783,1.82649,0.197814
16.595,2.50854,-0.204148,0.0749401,1.99294,0.186345
16.6,2.14233,-0.226191,0.0278417,2.15392,0.167161
16.605,2.09351,-0.216782,-0.0572119,2.309,0.141728
16.61,2.28271,-0.181778,-0.113108,2.4578,0.111774
16.615,2.49023,-0.130163,-0.0894846,2.59997,0.0791327
16.62,2.33154,-0.0726141,0.0162058,2.73517,0.0458414
16.625,2.48413,-0.0200402,0.156351,2.86315,0.0140784
16.63,3.18604,0.0182312,0.259276,2.98372,-0.0141201
16.635,3.28369,0.0360307,0.268103,3.09672,-0.0371885
16.64,2.6123,0.0310643,0.169201,3.20209,-0.053878
16.645,2.36816,0.00517073,-0.00324921,3.29983,-0.0632273
16.65,2.72827,-0.0359152,-0.185473,3.39,-0.0647428
16.655,2.84424,-0.0833657,-0.312794,3.47274,-0.0584775
16.66,2.45361,-0.12693,-0.341898,3.54824,-0.0450161
16.665,2.36816,-0.156602,-0.261181,3.61676,-0.0253127
16.67,3.1189,-0.163989,-0.0933494,3.67862,-0.000641931
16.675,3.85742,-0.143639,0.109547,3.73425,0.0272225
16.68,3.78418,-0.0942789,0.279114,3.78412,0.0562714
16.685,3.89404,-0.0192108,0.351754,3.82872,0.0844963
16.69,4.38232,0.0739231,0.294958,3.86864,0.109785
16.695,4.58984,0.174205,0.127646,3.90454,0.130058
16.7,4.29688,0.268639,-0.0814056,3.93706,0.143453
16.705,4.11987,0.343706,-0.242126,3.96693,0.148433
16.71,4.3457,0.387377,-0.287568,3.9949,0.143784
16.715,4.49829,0.39088,-0.208388,4.02177,0.128706
16.72,4.19922,0.349807,-0.0561946,4.04836,0.102969
16.725,4.1626,0.26483,0.0886193,4.07549,0.0670284
16.73,4.52271,0.142081,0.163022,4.10395,0.0218368
16.735,4.43115,-0.00718543,0.151363,4.13456,-0.0312568
16.74,3.80859,-0.167995,0.0836968,4.16811,-0.0904149
16.745,3.41797,-0.323338,0.0055181,4.20539,-0.153166
16.75,3.67432,-0.455973,-0.0559184,4.24715,-0.216675
16.755,3.55225,-0.550335,-0.101102,4.29415,-0.277991
16.76,3.21655,-0.594497,-0.138058,4.34707,-0.334044
16.765,3.32642,-0.581731,-0.155587,4.40655,-0.381743
16.77,3.85132,-0.511252,-0.120081,4.47314,-0.418188
16.775,4.10156,-0.38837,-0.00430285,4.54739,-0.440842
16.78,3.9917,-0.22414,0.172736,4.62972,-0.44746
16.785,4.24194,-0.0344577,0.331488,4.72052,-0.43626
16.79,5.18188,0.161728,0.366772,4.82005,-0.406165
16.795,5.57861,0.344639,0.216285,4.92855,-0.356894
16.8,5.23071,0.495447,-0.0824002,5.04615,-0.288881
16.805,4.83398,0.598388,-0.393876,5.17285,-0.203149
16.81,5.26733,0.642639,-0.554501,5.30859,-0.101475
16.815,5.76782,0.623554,-0.46873,5.45318,0.0134613
16.82,5.98755,0.543033,-0.17076,5.60637,0.138383
16.825,6.35986,0.409169,0.191494,5.76778,0.269574
16.83,7.25708,0.235593,0.440819,5.93694,0.402871
16.835,7.44019,0.0401669,0.471127,6.11333,0.533752
16.84,6.5918,-0.157125,0.300999,6.29629,0.657643
16.845,6.20728,-0.336376,0.0493742,6.48505,0.770016
16.85,6.75659,-0.479833,-0.145115,6.67877,0.86657
16.855,7.00684,-0.573696,-0.206338,6.87655,0.943252
16.86,6.69556,-0.609696,-0.151977,7.07741,0.996565
16.865,6.67725,-0.58595,-0.0632092,7.28025,1.0238
16.87,7.41577,-0.506767,-0.0208492,7.48394,1.02292
16.875,7.93457,-0.382122,-0.0528054,7.68729,0.992578
16.88,7.62329,-0.226663,-0.122846,7.88907,0.932343
16.885,7.58057,-0.0580131,-0.161993,8.08796,0.842743
16.89,8.47778,0.105406,-0.116544,8.28267,0.725292
16.895,9.30176,0.246658,0.0181431,8.47181,0.582303
16.9,9.39941,0.352017,0.193397,8.65399,0.416909
16.905,9.14917,0.41234,0.33171,8.82783,0.2331
16.91,9.06372,0.424022,0.361636,8.99192,0.0354563
